ano;uf;municipio;codigo_ibge;diagnostico;casos;rebanho
2022;MG;Ouro Fino;3146008;Fasciolose Hepática (notificação Sif);20;32827
2022;MG;Ouro Fino;3146008;Lesões Tuberculósicas;7;32827
2022;MG;Ouro Verde de Minas;3146206;Actinomicose (notificação Sif);1;13267
2022;MG;Pai Pedro;3146552;Cisticercose Bovina;1;23857
2022;MG;Paineiras;3146404;Cisticercose Bovina;3;36495
2022;MG;Paineiras;3146404;Fasciolose Hepática (notificação Sif);3;36495
2022;MG;Paineiras;3146404;Lesões Tuberculósicas;3;36495
2022;MG;Pains;3146503;Cisticercose Bovina;2;34019
2022;MG;Pains;3146503;Fasciolose Hepática (notificação Sif);2;34019
2022;MG;Pains;3146503;Fígado Amarelo;1;34019
2022;MG;Pains;3146503;Lesões Tuberculósicas;4;34019
2022;MG;Palma;3146701;Fasciolose Hepática (notificação Sif);1;23830
2022;MG;Palma;3146701;Lesões Tuberculósicas;2;23830
2022;MG;Palmópolis;3146750;Cisticercose Bovina;1;23632
2022;MG;Papagaios;3146909;Cisticercose Bovina;10;27932
2022;MG;Papagaios;3146909;Fasciolose Hepática (notificação Sif);2;27932
2022;MG;Papagaios;3146909;Lesões Tuberculósicas;5;27932
2022;MG;Papagaios;3146909;Miíase Cutânea;1;27932
2022;MG;Pará de Minas;3147105;Actinomicose (notificação Sif);1;42715
2022;MG;Pará de Minas;3147105;Cisticercose Bovina;20;42715
2022;MG;Pará de Minas;3147105;Equinococose/hidatidose (notificaçao Sif);2;42715
2022;MG;Pará de Minas;3147105;Fasciolose Hepática (notificação Sif);3;42715
2022;MG;Pará de Minas;3147105;Fígado Amarelo;4;42715
2022;MG;Pará de Minas;3147105;Lesões Tuberculósicas;9;42715
2022;MG;Pará de Minas;3147105;Miíase Cutânea;2;42715
2022;MG;Paracatu;3147006;Actinomicose (notificação Sif);1;235830
2022;MG;Paracatu;3147006;Cisticercose Bovina;19;235830
2022;MG;Paracatu;3147006;Fígado Amarelo;4;235830
2022;MG;Paracatu;3147006;Lesões Tuberculósicas;3;235830
2022;MG;Paracatu;3147006;Tuberculose (notificação Sif);5;235830
2022;MG;Paraguaçu;3147204;Fasciolose Hepática (notificação Sif);5;13493
2022;MG;Paraguaçu;3147204;Fígado Amarelo;5;13493
2022;MG;Paraisópolis;3147303;Cisticercose Bovina;1;28100
2022;MG;Paraisópolis;3147303;Fasciolose Hepática (notificação Sif);20;28100
2022;MG;Paraisópolis;3147303;Fígado Amarelo;1;28100
2022;MG;Paraisópolis;3147303;Lesões Tuberculósicas;4;28100
2022;MG;Paraisópolis;3147303;Tuberculose (já Notificado);1;28100
2022;MG;Paraopeba;3147402;Cisticercose Bovina;10;31791
2022;MG;Paraopeba;3147402;Equinococose/hidatidose (notificaçao Sif);1;31791
2022;MG;Paraopeba;3147402;Fígado Amarelo;3;31791
2022;MG;Paraopeba;3147402;Lesões Tuberculósicas;1;31791
2022;MG;Passa Quatro;3147600;Cisticercose Bovina;2;16702
2022;MG;Passa Quatro;3147600;Euritrematose (ruminantes);1;16702
2022;MG;Passa Quatro;3147600;Fasciolose Hepática (notificação Sif);3;16702
2022;MG;Passa Tempo;3147709;Euritrematose (ruminantes);2;24481
2022;MG;Passa Tempo;3147709;Fasciolose Hepática (notificação Sif);2;24481
2022;MG;Passa Tempo;3147709;Fígado Amarelo;1;24481
2022;MG;Passa Vinte;3147808;Fasciolose Hepática (notificação Sif);2;10807
2022;MG;Passos;3147907;Cisticercose Bovina;7;118728
2022;MG;Passos;3147907;Euritrematose (ruminantes);23;118728
2022;MG;Passos;3147907;Fasciolose Hepática (notificação Sif);3;118728
2022;MG;Passos;3147907;Fígado Amarelo;2;118728
2022;MG;Passos;3147907;Lesões Tuberculósicas;4;118728
2022;MG;Patis;3147956;Cisticercose Bovina;2;14349
2022;MG;Patos de Minas;3148004;Actinomicose (notificação Sif);2;229126
2022;MG;Patos de Minas;3148004;Cisticercose Bovina;28;229126
2022;MG;Patos de Minas;3148004;Fasciolose Hepática (notificação Sif);1;229126
2022;MG;Patos de Minas;3148004;Fígado Amarelo;4;229126
2022;MG;Patos de Minas;3148004;Lesões Tuberculósicas;8;229126
2022;MG;Patos de Minas;3148004;Miíase Cutânea;1;229126
2022;MG;Patos de Minas;3148004;Tuberculose (notificação Sif);5;229126
2022;MG;Patrocínio;3148103;Cisticercose Bovina;18;110231
2022;MG;Patrocínio;3148103;Fasciolose Hepática (notificação Sif);1;110231
2022;MG;Patrocínio;3148103;Fígado Amarelo;1;110231
2022;MG;Patrocínio;3148103;Lesões Tuberculósicas;11;110231
2022;MG;Patrocínio;3148103;Tuberculose (já Notificado);1;110231
2022;MG;Patrocínio;3148103;Tuberculose (notificação Sif);2;110231
2022;MG;Pavão;3148509;Actinomicose (notificação Sif);4;39886
2022;MG;Pavão;3148509;Cisticercose Bovina;5;39886
2022;MG;Pavão;3148509;Equinococose/hidatidose (notificaçao Sif);1;39886
2022;MG;Pavão;3148509;Fígado Amarelo;2;39886
2022;MG;Pavão;3148509;Lesões Tuberculósicas;1;39886
2022;MG;Pavão;3148509;Miíase Cutânea;5;39886
2022;MG;Pedra Azul;3148707;Cisticercose Bovina;1;34282
2022;MG;Pedra Azul;3148707;Fasciolose Hepática (notificação Sif);1;34282
2022;MG;Pedra Azul;3148707;Miíase Cutânea;2;34282
2022;MG;Pedra Dourada;3149002;Actinomicose (notificação Sif);1;2622
2022;MG;Pedra Dourada;3149002;Cisticercose Bovina;5;2622
2022;MG;Pedra Dourada;3149002;Lesões Tuberculósicas;2;2622
2022;MG;Pedra do Anta;3148806;Cisticercose Bovina;2;10840
2022;MG;Pedra do Anta;3148806;Lesões Tuberculósicas;1;10840
2022;MG;Pedra do Indaiá;3148905;Fasciolose Hepática (notificação Sif);1;24541
2022;MG;Pedralva;3149101;Fasciolose Hepática (notificação Sif);60;14445
2022;MG;Pedralva;3149101;Lesões Tuberculósicas;2;14445
2022;MG;Pedras de Maria da Cruz;3149150;Actinomicose (notificação Sif);1;46087
2022;MG;Pedras de Maria da Cruz;3149150;Cisticercose Bovina;3;46087
2022;MG;Pedras de Maria da Cruz;3149150;Lesões Tuberculósicas;2;46087
2022;MG;Pedrinópolis;3149200;Cisticercose Bovina;17;16023
2022;MG;Pedrinópolis;3149200;Fasciolose Hepática (notificação Sif);1;16023
2022;MG;Pedrinópolis;3149200;Fígado Amarelo;1;16023
2022;MG;Pedrinópolis;3149200;Lesões Tuberculósicas;1;16023
2022;MG;Pedro Leopoldo;3149309;Cisticercose Bovina;1;12681
2022;MG;Pedro Teixeira;3149408;Cisticercose Bovina;1;6001
2022;MG;Pedro Teixeira;3149408;Fasciolose Hepática (notificação Sif);1;6001
2022;MG;Pequi;3149606;Fasciolose Hepática (notificação Sif);1;16435
2022;MG;Pequi;3149606;Lesões Tuberculósicas;2;16435
2022;MG;Perdigão;3149705;Cisticercose Bovina;2;14524
2022;MG;Perdigão;3149705;Fasciolose Hepática (notificação Sif);1;14524
2022;MG;Perdigão;3149705;Lesões Tuberculósicas;1;14524
2022;MG;Perdizes;3149804;Actinomicose (notificação Sif);1;89762
2022;MG;Perdizes;3149804;Cisticercose Bovina;5;89762
2022;MG;Perdizes;3149804;Euritrematose (ruminantes);1;89762
2022;MG;Perdizes;3149804;Fasciolose Hepática (notificação Sif);6;89762
2022;MG;Perdizes;3149804;Fígado Amarelo;1;89762
2022;MG;Perdizes;3149804;Lesões Tuberculósicas;3;89762
2022;MG;Perdões;3149903;Cisticercose Bovina;2;21500
2022;MG;Perdões;3149903;Fígado Amarelo;2;21500
2022;MG;Perdões;3149903;Lesões Tuberculósicas;2;21500
2022;MG;Perdões;3149903;Miíase Cutânea;1;21500
2022;MG;Periquito;3149952;Fasciolose Hepática (notificação Sif);1;9192
2022;MG;Periquito;3149952;Fígado Amarelo;1;9192
2022;MG;Periquito;3149952;Miíase Cutânea;1;9192
2022;MG;Periquito;3149952;Tuberculose (notificação Sif);1;9192
2022;MG;Pescador;3150000;Actinomicose (notificação Sif);1;18138
2022;MG;Pescador;3150000;Cisticercose Bovina;3;18138
2022;MG;Pescador;3150000;Equinococose/hidatidose (notificaçao Sif);2;18138
2022;MG;Pescador;3150000;Fasciolose Hepática (notificação Sif);1;18138
2022;MG;Pescador;3150000;Fígado Amarelo;3;18138
2022;MG;Pescador;3150000;Miíase Cutânea;13;18138
2022;MG;Peçanha;3148608;Cisticercose Bovina;1;34014
2022;MG;Peçanha;3148608;Fígado Amarelo;2;34014
2022;MG;Peçanha;3148608;Miíase Cutânea;2;34014
2022;MG;Piau;3150109;Fasciolose Hepática (notificação Sif);1;9718
2022;MG;Piedade dos Gerais;3150406;Cisticercose Bovina;4;12254
2022;MG;Piedade dos Gerais;3150406;Fasciolose Hepática (notificação Sif);1;12254
2022;MG;Pimenta;3150505;Cisticercose Bovina;12;29169
2022;MG;Pimenta;3150505;Euritrematose (ruminantes);2;29169
2022;MG;Pimenta;3150505;Fasciolose Hepática (notificação Sif);2;29169
2022;MG;Pimenta;3150505;Lesões Tuberculósicas;5;29169
2022;MG;Pimenta;3150505;Miíase Cutânea;1;29169
2022;MG;Piracema;3150604;Euritrematose (ruminantes);4;23412
2022;MG;Piracema;3150604;Fasciolose Hepática (notificação Sif);2;23412
2022;MG;Piracema;3150604;Lesões Tuberculósicas;2;23412
2022;MG;Piranga;3150802;Cisticercose Bovina;1;21271
2022;MG;Piranga;3150802;Miíase Cutânea;1;21271
2022;MG;Piranguinho;3151008;Euritrematose (ruminantes);1;12359
2022;MG;Piranguinho;3151008;Fasciolose Hepática (notificação Sif);126;12359
2022;MG;Piranguinho;3151008;Lesões Tuberculósicas;15;12359
2022;MG;Piranguinho;3151008;Tuberculose (notificação Sif);1;12359
2022;MG;Piranguçu;3150901;Cisticercose Bovina;2;10837
2022;MG;Piranguçu;3150901;Euritrematose (ruminantes);1;10837
2022;MG;Piranguçu;3150901;Fasciolose Hepática (notificação Sif);32;10837
2022;MG;Piranguçu;3150901;Lesões Tuberculósicas;4;10837
2022;MG;Pirapetinga;3151107;Fasciolose Hepática (notificação Sif);4;13631
2022;MG;Pitangui;3151404;Cisticercose Bovina;3;35658
2022;MG;Pitangui;3151404;Fígado Amarelo;3;35658
2022;MG;Piumhi;3151503;Cisticercose Bovina;9;47519
2022;MG;Piumhi;3151503;Euritrematose (ruminantes);3;47519
2022;MG;Piumhi;3151503;Fasciolose Hepática (notificação Sif);3;47519
2022;MG;Piumhi;3151503;Fígado Amarelo;1;47519
2022;MG;Piumhi;3151503;Lesões Tuberculósicas;11;47519
2022;MG;Planura;3151602;Cisticercose Bovina;39;9085
2022;MG;Planura;3151602;Euritrematose (ruminantes);9;9085
2022;MG;Planura;3151602;Fasciolose Hepática (notificação Sif);2;9085
2022;MG;Planura;3151602;Fígado Amarelo;1;9085
2022;MG;Planura;3151602;Lesões Tuberculósicas;4;9085
2022;MG;Pocrane;3151909;Actinomicose (já Notificado);1;35962
2022;MG;Pocrane;3151909;Actinomicose (notificação Sif);3;35962
2022;MG;Pocrane;3151909;Fasciolose Hepática (notificação Sif);2;35962
2022;MG;Pocrane;3151909;Fígado Amarelo;2;35962
2022;MG;Pocrane;3151909;Lesões Tuberculósicas;2;35962
2022;MG;Pompéu;3152006;Actinomicose (notificação Sif);1;106199
2022;MG;Pompéu;3152006;Cisticercose Bovina;16;106199
2022;MG;Pompéu;3152006;Euritrematose (ruminantes);4;106199
2022;MG;Pompéu;3152006;Fasciolose Hepática (notificação Sif);7;106199
2022;MG;Pompéu;3152006;Lesões Tuberculósicas;7;106199
2022;MG;Pompéu;3152006;Tuberculose (notificação Sif);2;106199
2022;MG;Ponte Nova;3152105;Cisticercose Bovina;2;25850
2022;MG;Ponte Nova;3152105;Lesões Tuberculósicas;3;25850
2022;MG;Ponte Nova;3152105;Miíase Cutânea;1;25850
2022;MG;Ponto Chique;3152131;Cisticercose Bovina;2;20030
2022;MG;Ponto dos Volantes;3152170;Actinomicose (notificação Sif);1;16525
2022;MG;Ponto dos Volantes;3152170;Cisticercose Bovina;5;16525
2022;MG;Ponto dos Volantes;3152170;Fígado Amarelo;1;16525
2022;MG;Porteirinha;3152204;Actinomicose (notificação Sif);2;59335
2022;MG;Porteirinha;3152204;Cisticercose Bovina;3;59335
2022;MG;Porto Firme;3152303;Fasciolose Hepática (notificação Sif);1;10166
2022;MG;Pouso Alegre;3152501;Actinomicose (notificação Sif);1;33377
2022;MG;Pouso Alegre;3152501;Cisticercose Bovina;7;33377
2022;MG;Pouso Alegre;3152501;Fasciolose Hepática (notificação Sif);28;33377
2022;MG;Pouso Alegre;3152501;Fígado Amarelo;3;33377
2022;MG;Pouso Alegre;3152501;Lesões Tuberculósicas;5;33377
2022;MG;Pouso Alegre;3152501;Miíase Cutânea;1;33377
2022;MG;Pouso Alto;3152600;Cisticercose Bovina;1;22716
2022;MG;Pouso Alto;3152600;Fasciolose Hepática (notificação Sif);6;22716
2022;MG;Pouso Alto;3152600;Lesões Tuberculósicas;2;22716
2022;MG;Poço Fundo;3151701;Fasciolose Hepática (notificação Sif);3;30095
2022;MG;Prata;3152808;Actinomicose (notificação Sif);2;392390
2022;MG;Prata;3152808;Cisticercose Bovina;138;392390
2022;MG;Prata;3152808;Euritrematose (ruminantes);3;392390
2022;MG;Prata;3152808;Fasciolose Hepática (notificação Sif);5;392390
2022;MG;Prata;3152808;Fígado Amarelo;7;392390
2022;MG;Prata;3152808;Lesões Tuberculósicas;7;392390
2022;MG;Prata;3152808;Miíase Cutânea;4;392390
2022;MG;Prata;3152808;Tuberculose (já Notificado);2;392390
2022;MG;Prata;3152808;Tuberculose (notificação Sif);5;392390
2022;MG;Pratápolis;3152907;Actinomicose (notificação Sif);1;17292
2022;MG;Pratápolis;3152907;Cisticercose Bovina;2;17292
2022;MG;Pratápolis;3152907;Euritrematose (ruminantes);25;17292
2022;MG;Pratápolis;3152907;Fasciolose Hepática (notificação Sif);1;17292
2022;MG;Pratápolis;3152907;Lesões Tuberculósicas;2;17292
2022;MG;Pratinha;3153004;Fígado Amarelo;1;22233
2022;MG;Presidente Bernardes;3153103;Cisticercose Bovina;2;7621
2022;MG;Presidente Bernardes;3153103;Lesões Tuberculósicas;2;7621
2022;MG;Presidente Juscelino;3153202;Cisticercose Bovina;1;21225
2022;MG;Presidente Juscelino;3153202;Euritrematose (ruminantes);1;21225
2022;MG;Presidente Juscelino;3153202;Fasciolose Hepática (notificação Sif);1;21225
2022;MG;Presidente Juscelino;3153202;Lesões Tuberculósicas;2;21225
2022;MG;Presidente Olegário;3153400;Cisticercose Bovina;16;134797
2022;MG;Presidente Olegário;3153400;Fasciolose Hepática (notificação Sif);1;134797
2022;MG;Presidente Olegário;3153400;Fígado Amarelo;1;134797
2022;MG;Presidente Olegário;3153400;Lesões Tuberculósicas;3;134797
2022;MG;Presidente Olegário;3153400;Tuberculose (notificação Sif);2;134797
2022;MG;Prudente de Morais;3153608;Cisticercose Bovina;4;7076
2022;MG;Quartel Geral;3153707;Cisticercose Bovina;2;29035
2022;MG;Raul Soares;3154002;Cisticercose Bovina;4;47179
2022;MG;Raul Soares;3154002;Fasciolose Hepática (notificação Sif);1;47179
2022;MG;Raul Soares;3154002;Fígado Amarelo;1;47179
2022;MG;Raul Soares;3154002;Miíase Cutânea;3;47179
2022;MG;Recreio;3154101;Fasciolose Hepática (notificação Sif);3;16320
2022;MG;Recreio;3154101;Lesões Tuberculósicas;3;16320
2022;MG;Resende Costa;3154200;Cisticercose Bovina;2;24728
2022;MG;Resende Costa;3154200;Fígado Amarelo;1;24728
2022;MG;Resende Costa;3154200;Miíase Cutânea;1;24728
2022;MG;Resplendor;3154309;Actinomicose (notificação Sif);9;64394
2022;MG;Resplendor;3154309;Cisticercose Bovina;10;64394
2022;MG;Resplendor;3154309;Equinococose/hidatidose (notificaçao Sif);2;64394
2022;MG;Resplendor;3154309;Fígado Amarelo;4;64394
2022;MG;Resplendor;3154309;Lesões Tuberculósicas;6;64394
2022;MG;Resplendor;3154309;Miíase Cutânea;12;64394
2022;MG;Resplendor;3154309;Tuberculose (notificação Sif);3;64394
2022;MG;Ressaquinha;3154408;Equinococose/hidatidose (notificaçao Sif);2;8527
2022;MG;Riachinho;3154457;Cisticercose Bovina;5;61965
2022;MG;Riacho dos Machados;3154507;Fígado Amarelo;1;12908
2022;MG;Rio Casca;3154903;Cisticercose Bovina;2;29185
2022;MG;Rio Casca;3154903;Fasciolose Hepática (notificação Sif);1;29185
2022;MG;Rio Casca;3154903;Fígado Amarelo;1;29185
2022;MG;Rio Casca;3154903;Lesões Tuberculósicas;3;29185
2022;MG;Rio Doce;3155009;Cisticercose Bovina;1;6257
2022;MG;Rio Espera;3155207;Cisticercose Bovina;2;12752
2022;MG;Rio Espera;3155207;Fasciolose Hepática (notificação Sif);1;12752
2022;MG;Rio Novo;3155405;Cisticercose Bovina;1;17085
2022;MG;Rio Novo;3155405;Fasciolose Hepática (notificação Sif);2;17085
2022;MG;Rio Paranaíba;3155504;Cisticercose Bovina;11;70316
2022;MG;Rio Paranaíba;3155504;Equinococose/hidatidose (notificaçao Sif);1;70316
2022;MG;Rio Paranaíba;3155504;Euritrematose (ruminantes);2;70316
2022;MG;Rio Paranaíba;3155504;Fasciolose Hepática (notificação Sif);2;70316
2022;MG;Rio Paranaíba;3155504;Lesões Tuberculósicas;16;70316
2022;MG;Rio Paranaíba;3155504;Tuberculose (notificação Sif);1;70316
2022;MG;Rio Piracicaba;3155702;Miíase Cutânea;1;12914
2022;MG;Rio Pomba;3155801;Cisticercose Bovina;1;17215
2022;MG;Rio Pomba;3155801;Fasciolose Hepática (notificação Sif);1;17215
2022;MG;Rio Pomba;3155801;Fígado Amarelo;1;17215
2022;MG;Rio Pomba;3155801;Lesões Tuberculósicas;1;17215
2022;MG;Rio Preto;3155900;Cisticercose Bovina;1;12603
2022;MG;Rio Preto;3155900;Fasciolose Hepática (notificação Sif);3;12603
2022;MG;Rio Preto;3155900;Lesões Tuberculósicas;1;12603
2022;MG;Rio Vermelho;3156007;Fígado Amarelo;2;32608
2022;MG;Rio Vermelho;3156007;Lesões Tuberculósicas;1;32608
2022;MG;Rio Vermelho;3156007;Miíase Cutânea;1;32608
2022;MG;Rio do Prado;3155108;Equinococose/hidatidose (notificaçao Sif);1;22688
2022;MG;Rio do Prado;3155108;Lesões Tuberculósicas;1;22688
2022;MG;Ritápolis;3156106;Fasciolose Hepática (notificação Sif);1;14056
2022;MG;Ritápolis;3156106;Fígado Amarelo;1;14056
2022;MG;Ritápolis;3156106;Miíase Cutânea;1;14056
2022;MG;Rochedo de Minas;3156205;Cisticercose Bovina;1;4938
2022;MG;Rochedo de Minas;3156205;Fasciolose Hepática (notificação Sif);1;4938
2022;MG;Rochedo de Minas;3156205;Lesões Tuberculósicas;1;4938
2022;MG;Rodeiro;3156304;Fasciolose Hepática (notificação Sif);1;5475
2022;MG;Rodeiro;3156304;Lesões Tuberculósicas;1;5475
2022;MG;Romaria;3156403;Cisticercose Bovina;4;8876
2022;MG;Rubelita;3156502;Cisticercose Bovina;1;19373
2022;MG;Rubim;3156601;Actinomicose (notificação Sif);2;47013
2022;MG;Rubim;3156601;Cisticercose Bovina;1;47013
2022;MG;Rubim;3156601;Miíase Cutânea;1;47013
2022;MG;Sabinópolis;3156809;Cisticercose Bovina;3;36897
