ano;uf;municipio;codigo_ibge;diagnostico;casos;rebanho
2024;MG;Vieiras;3171402;Fasciolose Hepática (notificação Sif);1;13654
2024;MG;Virgínia;3171709;Fasciolose Hepática (notificação Sif);24;24625
2024;MG;Virgínia;3171709;Lesões Tuberculósicas;1;24625
2024;MG;Virginópolis;3171808;Lesões Tuberculósicas;1;17145
2024;MG;Virgolândia;3171907;Cisticercose Bovina;3;14446
2024;MG;Virgolândia;3171907;Fasciolose Hepática (notificação Sif);1;14446
2024;MG;Visconde do Rio Branco;3172004;Cisticercose Bovina;2;19436
2024;MG;Visconde do Rio Branco;3172004;Fasciolose Hepática (notificação Sif);9;19436
2024;MG;Visconde do Rio Branco;3172004;Lesões Tuberculósicas;2;19436
2024;MG;Visconde do Rio Branco;3172004;MIÍASE (CONFIRMADA - C. hominivorax);2;19436
2024;MG;Viçosa;3171303;Cisticercose Bovina;1;10917
2024;MG;Viçosa;3171303;Fasciolose Hepática (notificação Sif);1;10917
2024;MG;Wenceslau Braz;3172202;Fasciolose Hepática (notificação Sif);10;7143
2024;MS;Água Clara;5000203;Cisticercose Bovina;83;439765
2024;MS;Água Clara;5000203;Equinococose/hidatidose (notificaçao Sif);35;439765
2024;MS;Água Clara;5000203;Fasciolose Hepática (notificação Sif);5;439765
2024;MS;Água Clara;5000203;Fígado Amarelo;1;439765
2024;MS;Água Clara;5000203;Lesões Tuberculósicas;1;439765
2024;MS;Água Clara;5000203;MIÍASE (CONFIRMADA - C. hominivorax);1;439765
2024;MS;Alcinópolis;5000252;Cisticercose Bovina;34;334161
2024;MS;Alcinópolis;5000252;Equinococose/hidatidose (notificaçao Sif);3;334161
2024;MS;Alcinópolis;5000252;Fígado Amarelo;4;334161
2024;MS;Alcinópolis;5000252;Lesões Tuberculósicas;1;334161
2024;MS;Alcinópolis;5000252;MIÍASE (CONFIRMADA - C. hominivorax);1;334161
2024;MS;Amambai;5000609;Cisticercose Bovina;538;265258
2024;MS;Anastácio;5000708;Cisticercose Bovina;94;243725
2024;MS;Anastácio;5000708;Equinococose/hidatidose (notificaçao Sif);2;243725
2024;MS;Anastácio;5000708;Fígado Amarelo;66;243725
2024;MS;Anastácio;5000708;MIÍASE (CONFIRMADA - C. hominivorax);1;243725
2024;MS;Anaurilândia;5000807;Cisticercose Bovina;116;222382
2024;MS;Anaurilândia;5000807;Equinococose/hidatidose (notificaçao Sif);3;222382
2024;MS;Anaurilândia;5000807;Lesões Tuberculósicas;1;222382
2024;MS;Angélica;5000856;Cisticercose Bovina;32;50025
2024;MS;Antônio João;5000906;Cisticercose Bovina;32;33404
2024;MS;Antônio João;5000906;Equinococose/hidatidose (notificaçao Sif);1;33404
2024;MS;Antônio João;5000906;Fígado Amarelo;1;33404
2024;MS;Aparecida do Taboado;5001003;Cisticercose Bovina;101;162073
2024;MS;Aparecida do Taboado;5001003;Equinococose/hidatidose (notificaçao Sif);40;162073
2024;MS;Aparecida do Taboado;5001003;Fasciolose Hepática (notificação Sif);4;162073
2024;MS;Aquidauana;5001102;Cisticercose Bovina;155;872997
2024;MS;Aquidauana;5001102;Equinococose/hidatidose (notificaçao Sif);12;872997
2024;MS;Aquidauana;5001102;Fígado Amarelo;96;872997
2024;MS;Aquidauana;5001102;MIÍASE (CONFIRMADA - C. hominivorax);2;872997
2024;MS;Aral Moreira;5001243;Cisticercose Bovina;80;25224
2024;MS;Bandeirantes;5001508;Cisticercose Bovina;52;180196
2024;MS;Bandeirantes;5001508;Equinococose/hidatidose (notificaçao Sif);6;180196
2024;MS;Bandeirantes;5001508;Fígado Amarelo;2;180196
2024;MS;Bandeirantes;5001508;Leucose Enzoótica Bovina (notificação Sif);1;180196
2024;MS;Bataguassu;5001904;Cisticercose Bovina;106;170946
2024;MS;Bataguassu;5001904;Equinococose/hidatidose (notificaçao Sif);3;170946
2024;MS;Bataguassu;5001904;Fasciolose Hepática (notificação Sif);1;170946
2024;MS;Bataguassu;5001904;Lesões Tuberculósicas;1;170946
2024;MS;Batayporã;5002001;Cisticercose Bovina;94;145844
2024;MS;Batayporã;5002001;Equinococose/hidatidose (notificaçao Sif);2;145844
2024;MS;Batayporã;5002001;Lesões Tuberculósicas;1;145844
2024;MS;Bela Vista;5002100;Cisticercose Bovina;166;349304
2024;MS;Bela Vista;5002100;Equinococose/hidatidose (notificaçao Sif);8;349304
2024;MS;Bela Vista;5002100;Fígado Amarelo;13;349304
2024;MS;Bodoquena;5002159;Cisticercose Bovina;51;155060
2024;MS;Bodoquena;5002159;Equinococose/hidatidose (notificaçao Sif);1;155060
2024;MS;Bodoquena;5002159;Fígado Amarelo;34;155060
2024;MS;Bonito;5002209;Cisticercose Bovina;98;312484
2024;MS;Bonito;5002209;Equinococose/hidatidose (notificaçao Sif);1;312484
2024;MS;Bonito;5002209;Fígado Amarelo;60;312484
2024;MS;Brasilândia;5002308;Cisticercose Bovina;107;363354
2024;MS;Brasilândia;5002308;Equinococose/hidatidose (notificaçao Sif);9;363354
2024;MS;Brasilândia;5002308;Fasciolose Hepática (notificação Sif);3;363354
2024;MS;Brasilândia;5002308;Lesões Tuberculósicas;2;363354
2024;MS;Brasilândia;5002308;Miíase Cutânea;2;363354
2024;MS;Caarapó;5002407;Cisticercose Bovina;83;51043
2024;MS;Caarapó;5002407;Equinococose/hidatidose (notificaçao Sif);1;51043
2024;MS;Caarapó;5002407;Lesões Tuberculósicas;1;51043
2024;MS;Camapuã;5002605;Cisticercose Bovina;117;524539
2024;MS;Camapuã;5002605;Equinococose/hidatidose (notificaçao Sif);7;524539
2024;MS;Camapuã;5002605;Fasciolose Hepática (notificação Sif);1;524539
2024;MS;Camapuã;5002605;Fígado Amarelo;20;524539
2024;MS;Camapuã;5002605;Lesões Tuberculósicas;1;524539
2024;MS;Camapuã;5002605;MIÍASE (CONFIRMADA - C. hominivorax);2;524539
2024;MS;Camapuã;5002605;Miíase Cutânea;1;524539
2024;MS;Campo Grande;5002704;Cisticercose Bovina;275;427468
2024;MS;Campo Grande;5002704;Equinococose/hidatidose (notificaçao Sif);6;427468
2024;MS;Campo Grande;5002704;Fasciolose Hepática (notificação Sif);2;427468
2024;MS;Campo Grande;5002704;Fígado Amarelo;4;427468
2024;MS;Campo Grande;5002704;MIÍASE (CONFIRMADA - C. hominivorax);3;427468
2024;MS;Caracol;5002803;Cisticercose Bovina;77;251861
2024;MS;Caracol;5002803;Equinococose/hidatidose (notificaçao Sif);6;251861
2024;MS;Caracol;5002803;Fígado Amarelo;5;251861
2024;MS;Caracol;5002803;Miíase Cutânea;1;251861
2024;MS;Cassilândia;5002902;Cisticercose Bovina;55;238794
2024;MS;Cassilândia;5002902;Equinococose/hidatidose (notificaçao Sif);20;238794
2024;MS;Cassilândia;5002902;Fasciolose Hepática (notificação Sif);4;238794
2024;MS;Cassilândia;5002902;Fígado Amarelo;4;238794
2024;MS;Chapadão do Sul;5002951;Cisticercose Bovina;19;97826
2024;MS;Chapadão do Sul;5002951;Equinococose/hidatidose (notificaçao Sif);5;97826
2024;MS;Chapadão do Sul;5002951;Fígado Amarelo;1;97826
2024;MS;Chapadão do Sul;5002951;Lesões Tuberculósicas;2;97826
2024;MS;Corguinho;5003108;Cisticercose Bovina;48;212527
2024;MS;Corguinho;5003108;Equinococose/hidatidose (notificaçao Sif);3;212527
2024;MS;Corguinho;5003108;Fígado Amarelo;2;212527
2024;MS;Corguinho;5003108;MIÍASE (CONFIRMADA - C. hominivorax);3;212527
2024;MS;Coronel Sapucaia;5003157;Cisticercose Bovina;77;63234
2024;MS;Coronel Sapucaia;5003157;Fasciolose Hepática (notificação Sif);1;63234
2024;MS;Corumbá;5003207;Cisticercose Bovina;167;2195363
2024;MS;Corumbá;5003207;Equinococose/hidatidose (notificaçao Sif);15;2195363
2024;MS;Corumbá;5003207;Fígado Amarelo;63;2195363
2024;MS;Corumbá;5003207;Lesões Tuberculósicas;2;2195363
2024;MS;Corumbá;5003207;Miíase Cutânea;1;2195363
2024;MS;Costa Rica;5003256;Cisticercose Bovina;23;159601
2024;MS;Costa Rica;5003256;Equinococose/hidatidose (notificaçao Sif);11;159601
2024;MS;Costa Rica;5003256;Fasciolose Hepática (notificação Sif);3;159601
2024;MS;Costa Rica;5003256;MIÍASE (CONFIRMADA - C. hominivorax);1;159601
2024;MS;Costa Rica;5003256;Miíase Cutânea;1;159601
2024;MS;Coxim;5003306;Cisticercose Bovina;108;527437
2024;MS;Coxim;5003306;Equinococose/hidatidose (notificaçao Sif);5;527437
2024;MS;Coxim;5003306;Fasciolose Hepática (notificação Sif);3;527437
2024;MS;Coxim;5003306;Lesões Tuberculósicas;1;527437
2024;MS;Coxim;5003306;MIÍASE (CONFIRMADA - C. hominivorax);3;527437
2024;MS;Coxim;5003306;Miíase Cutânea;1;527437
2024;MS;Deodápolis;5003454;Cisticercose Bovina;12;63381
2024;MS;Dois Irmãos do Buriti;5003488;Cisticercose Bovina;59;172120
2024;MS;Dois Irmãos do Buriti;5003488;Equinococose/hidatidose (notificaçao Sif);4;172120
2024;MS;Dois Irmãos do Buriti;5003488;Fasciolose Hepática (notificação Sif);1;172120
2024;MS;Dois Irmãos do Buriti;5003488;Fígado Amarelo;8;172120
2024;MS;Dois Irmãos do Buriti;5003488;MIÍASE (CONFIRMADA - C. hominivorax);1;172120
2024;MS;Douradina;5003504;Cisticercose Bovina;1;9899
2024;MS;Dourados;5003702;Cisticercose Bovina;77;93456
2024;MS;Dourados;5003702;Equinococose/hidatidose (notificaçao Sif);1;93456
2024;MS;Dourados;5003702;Fasciolose Hepática (notificação Sif);1;93456
2024;MS;Eldorado;5003751;Cisticercose Bovina;57;69483
2024;MS;Eldorado;5003751;Lesões Tuberculósicas;1;69483
2024;MS;Fátima do Sul;5003801;Cisticercose Bovina;12;17683
2024;MS;Fátima do Sul;5003801;Lesões Tuberculósicas;1;17683
2024;MS;Figueirão;5003900;Cisticercose Bovina;77;298846
2024;MS;Figueirão;5003900;Equinococose/hidatidose (notificaçao Sif);8;298846
2024;MS;Figueirão;5003900;Fígado Amarelo;1;298846
2024;MS;Figueirão;5003900;Lesões Tuberculósicas;1;298846
2024;MS;Figueirão;5003900;MIÍASE (CONFIRMADA - C. hominivorax);1;298846
2024;MS;Glória de Dourados;5004007;Cisticercose Bovina;54;58264
2024;MS;Glória de Dourados;5004007;Fasciolose Hepática (notificação Sif);1;58264
2024;MS;Guia Lopes da Laguna;5004106;Cisticercose Bovina;73;86113
2024;MS;Guia Lopes da Laguna;5004106;Equinococose/hidatidose (notificaçao Sif);1;86113
2024;MS;Guia Lopes da Laguna;5004106;Fígado Amarelo;4;86113
2024;MS;Guia Lopes da Laguna;5004106;Lesões Tuberculósicas;2;86113
2024;MS;Iguatemi;5004304;Cisticercose Bovina;275;230800
2024;MS;Iguatemi;5004304;Equinococose/hidatidose (notificaçao Sif);2;230800
2024;MS;Iguatemi;5004304;Fasciolose Hepática (notificação Sif);1;230800
2024;MS;Iguatemi;5004304;Lesões Tuberculósicas;1;230800
2024;MS;Iguatemi;5004304;Tuberculose (notificação Sif);1;230800
2024;MS;Inocência;5004403;Cisticercose Bovina;105;351025
2024;MS;Inocência;5004403;Equinococose/hidatidose (notificaçao Sif);42;351025
2024;MS;Inocência;5004403;Fasciolose Hepática (notificação Sif);10;351025
2024;MS;Inocência;5004403;Fígado Amarelo;2;351025
2024;MS;Inocência;5004403;Lesões Tuberculósicas;4;351025
2024;MS;Inocência;5004403;Miíase Cutânea;1;351025
2024;MS;Itaporã;5004502;Cisticercose Bovina;36;22466
2024;MS;Itaporã;5004502;Equinococose/hidatidose (notificaçao Sif);1;22466
2024;MS;Itaquiraí;5004601;Cisticercose Bovina;169;152729
2024;MS;Itaquiraí;5004601;Equinococose/hidatidose (notificaçao Sif);3;152729
2024;MS;Itaquiraí;5004601;Fasciolose Hepática (notificação Sif);2;152729
2024;MS;Itaquiraí;5004601;Lesões Tuberculósicas;1;152729
2024;MS;Itaquiraí;5004601;Tuberculose (notificação Sif);1;152729
2024;MS;Ivinhema;5004700;Cisticercose Bovina;96;106589
2024;MS;Ivinhema;5004700;Equinococose/hidatidose (notificaçao Sif);1;106589
2024;MS;Ivinhema;5004700;Lesões Tuberculósicas;2;106589
2024;MS;Ivinhema;5004700;Leucose Enzoótica Bovina (notificação Sif);1;106589
2024;MS;Japorã;5004809;Cisticercose Bovina;31;35309
2024;MS;Jaraguari;5004908;Cisticercose Bovina;70;159567
2024;MS;Jaraguari;5004908;Equinococose/hidatidose (notificaçao Sif);2;159567
2024;MS;Jaraguari;5004908;Fígado Amarelo;5;159567
2024;MS;Jardim;5005004;Actinomicose (já Notificado);1;169618
2024;MS;Jardim;5005004;Actinomicose (notificação Sif);1;169618
2024;MS;Jardim;5005004;Cisticercose Bovina;86;169618
2024;MS;Jardim;5005004;Equinococose/hidatidose (notificaçao Sif);3;169618
2024;MS;Jardim;5005004;Fígado Amarelo;7;169618
2024;MS;Jardim;5005004;MIÍASE (CONFIRMADA - C. hominivorax);1;169618
2024;MS;Jardim;5005004;Miíase Cutânea;1;169618
2024;MS;Jateí;5005103;Cisticercose Bovina;83;99668
2024;MS;Jateí;5005103;Equinococose/hidatidose (notificaçao Sif);1;99668
2024;MS;Jateí;5005103;Fígado Amarelo;1;99668
2024;MS;Jateí;5005103;Lesões Tuberculósicas;1;99668
2024;MS;Jateí;5005103;Tuberculose (notificação Sif);1;99668
2024;MS;Juti;5005152;Cisticercose Bovina;101;71457
2024;MS;Ladário;5005202;Cisticercose Bovina;11;8794
2024;MS;Ladário;5005202;Fígado Amarelo;1;8794
2024;MS;Ladário;5005202;MIÍASE (CONFIRMADA - C. hominivorax);1;8794
2024;MS;Laguna Carapã;5005251;Cisticercose Bovina;87;25754
2024;MS;Maracaju;5005400;Cisticercose Bovina;67;132499
2024;MS;Maracaju;5005400;Equinococose/hidatidose (notificaçao Sif);3;132499
2024;MS;Miranda;5005608;Cisticercose Bovina;95;325859
2024;MS;Miranda;5005608;Equinococose/hidatidose (notificaçao Sif);3;325859
2024;MS;Miranda;5005608;Fígado Amarelo;69;325859
2024;MS;Mundo Novo;5005681;Cisticercose Bovina;33;28351
2024;MS;Naviraí;5005707;Cisticercose Bovina;119;120406
2024;MS;Naviraí;5005707;Equinococose/hidatidose (notificaçao Sif);3;120406
2024;MS;Naviraí;5005707;Lesões Tuberculósicas;1;120406
2024;MS;Nioaque;5005806;Cisticercose Bovina;158;351590
2024;MS;Nioaque;5005806;Equinococose/hidatidose (notificaçao Sif);11;351590
2024;MS;Nioaque;5005806;Fígado Amarelo;31;351590
2024;MS;Nioaque;5005806;MIÍASE (CONFIRMADA - C. hominivorax);1;351590
2024;MS;Nova Alvorada do Sul;5006002;Cisticercose Bovina;80;135465
2024;MS;Nova Alvorada do Sul;5006002;Equinococose/hidatidose (notificaçao Sif);1;135465
2024;MS;Nova Alvorada do Sul;5006002;Fígado Amarelo;4;135465
2024;MS;Nova Alvorada do Sul;5006002;Tuberculose (notificação Sif);1;135465
2024;MS;Nova Andradina;5006200;Cisticercose Bovina;283;313365
2024;MS;Nova Andradina;5006200;Equinococose/hidatidose (notificaçao Sif);3;313365
2024;MS;Nova Andradina;5006200;Fasciolose Hepática (notificação Sif);1;313365
2024;MS;Nova Andradina;5006200;Lesões Tuberculósicas;7;313365
2024;MS;Novo Horizonte do Sul;5006259;Cisticercose Bovina;25;55225
2024;MS;Paranaíba;5006309;Cisticercose Bovina;187;477402
2024;MS;Paranaíba;5006309;Equinococose/hidatidose (notificaçao Sif);46;477402
2024;MS;Paranaíba;5006309;Fasciolose Hepática (notificação Sif);11;477402
2024;MS;Paranaíba;5006309;Fígado Amarelo;4;477402
2024;MS;Paranaíba;5006309;Lesões Tuberculósicas;6;477402
2024;MS;Paranhos;5006358;Cisticercose Bovina;67;82703
2024;MS;Paraíso das Águas;5006275;Cisticercose Bovina;64;313461
2024;MS;Paraíso das Águas;5006275;Equinococose/hidatidose (notificaçao Sif);13;313461
2024;MS;Paraíso das Águas;5006275;Fasciolose Hepática (notificação Sif);4;313461
2024;MS;Paraíso das Águas;5006275;Fígado Amarelo;3;313461
2024;MS;Pedro Gomes;5006408;Cisticercose Bovina;50;284182
2024;MS;Pedro Gomes;5006408;Fígado Amarelo;2;284182
2024;MS;Ponta Porã;5006606;Cisticercose Bovina;89;70455
2024;MS;Ponta Porã;5006606;Equinococose/hidatidose (notificaçao Sif);2;70455
2024;MS;Ponta Porã;5006606;Lesões Tuberculósicas;3;70455
2024;MS;Porto Murtinho;5006903;Cisticercose Bovina;132;680551
2024;MS;Porto Murtinho;5006903;Equinococose/hidatidose (notificaçao Sif);11;680551
2024;MS;Porto Murtinho;5006903;Fígado Amarelo;55;680551
2024;MS;Porto Murtinho;5006903;Lesões Tuberculósicas;1;680551
2024;MS;Ribas do Rio Pardo;5007109;Cisticercose Bovina;245;819903
2024;MS;Ribas do Rio Pardo;5007109;Equinococose/hidatidose (notificaçao Sif);9;819903
2024;MS;Ribas do Rio Pardo;5007109;Fasciolose Hepática (notificação Sif);3;819903
2024;MS;Ribas do Rio Pardo;5007109;Fígado Amarelo;9;819903
2024;MS;Ribas do Rio Pardo;5007109;Lesões Tuberculósicas;2;819903
2024;MS;Ribas do Rio Pardo;5007109;MIÍASE (CONFIRMADA - C. hominivorax);1;819903
2024;MS;Ribas do Rio Pardo;5007109;Miíase Cutânea;1;819903
2024;MS;Rio Brilhante;5007208;Cisticercose Bovina;39;76228
2024;MS;Rio Brilhante;5007208;Equinococose/hidatidose (notificaçao Sif);4;76228
2024;MS;Rio Brilhante;5007208;Fasciolose Hepática (notificação Sif);2;76228
2024;MS;Rio Negro;5007307;Cisticercose Bovina;48;131157
2024;MS;Rio Negro;5007307;Equinococose/hidatidose (notificaçao Sif);3;131157
2024;MS;Rio Negro;5007307;Fígado Amarelo;6;131157
2024;MS;Rio Verde de Mato Grosso;5007406;Cisticercose Bovina;126;600860
2024;MS;Rio Verde de Mato Grosso;5007406;Fígado Amarelo;1;600860
2024;MS;Rio Verde de Mato Grosso;5007406;MIÍASE (CONFIRMADA - C. hominivorax);3;600860
2024;MS;Rochedo;5007505;Cisticercose Bovina;78;130144
2024;MS;Rochedo;5007505;Equinococose/hidatidose (notificaçao Sif);4;130144
2024;MS;Rochedo;5007505;Fasciolose Hepática (notificação Sif);1;130144
2024;MS;Rochedo;5007505;Fígado Amarelo;32;130144
2024;MS;Rochedo;5007505;Lesões Tuberculósicas;1;130144
2024;MS;Rochedo;5007505;MIÍASE (CONFIRMADA - C. hominivorax);1;130144
2024;MS;Santa Rita do Pardo;5007554;Cisticercose Bovina;161;431879
2024;MS;Santa Rita do Pardo;5007554;Equinococose/hidatidose (notificaçao Sif);3;431879
2024;MS;Santa Rita do Pardo;5007554;Fasciolose Hepática (notificação Sif);3;431879
2024;MS;Santa Rita do Pardo;5007554;Fígado Amarelo;3;431879
2024;MS;São Gabriel do Oeste;5007695;Cisticercose Bovina;67;216066
2024;MS;Selvíria;5007802;Cisticercose Bovina;60;159532
2024;MS;Selvíria;5007802;Equinococose/hidatidose (notificaçao Sif);10;159532
2024;MS;Selvíria;5007802;Fasciolose Hepática (notificação Sif);3;159532
2024;MS;Selvíria;5007802;Fígado Amarelo;4;159532
2024;MS;Sete Quedas;5007703;Cisticercose Bovina;50;47533
2024;MS;Sete Quedas;5007703;Fasciolose Hepática (notificação Sif);1;47533
2024;MS;Sidrolândia;5007901;Cisticercose Bovina;94;189562
2024;MS;Sidrolândia;5007901;Equinococose/hidatidose (notificaçao Sif);13;189562
2024;MS;Sidrolândia;5007901;Fígado Amarelo;10;189562
2024;MS;Sidrolândia;5007901;MIÍASE (CONFIRMADA - C. hominivorax);2;189562
2024;MS;Sidrolândia;5007901;Miíase Cutânea;2;189562
2024;MS;Sonora;5007935;Cisticercose Bovina;40;194223
2024;MS;Sonora;5007935;Equinococose/hidatidose (notificaçao Sif);2;194223
2024;MS;Sonora;5007935;Fasciolose Hepática (notificação Sif);1;194223
2024;MS;Sonora;5007935;Lesões Tuberculósicas;1;194223
2024;MS;Tacuru;5007950;Cisticercose Bovina;285;170653
2024;MS;Tacuru;5007950;Equinococose/hidatidose (notificaçao Sif);2;170653
2024;MS;Tacuru;5007950;Fasciolose Hepática (notificação Sif);1;170653
2024;MS;Tacuru;5007950;Lesões Tuberculósicas;1;170653
2024;MS;Tacuru;5007950;Miíase Cutânea;1;170653
2024;MS;Taquarussu;5007976;Cisticercose Bovina;140;80219
2024;MS;Terenos;5008008;Cisticercose Bovina;214;229269
2024;MS;Terenos;5008008;Equinococose/hidatidose (notificaçao Sif);5;229269
2024;MS;Terenos;5008008;Fasciolose Hepática (notificação Sif);4;229269
2024;MS;Terenos;5008008;Fígado Amarelo;8;229269
2024;MS;Três Lagoas;5008305;Cisticercose Bovina;133;499701
2024;MS;Três Lagoas;5008305;Equinococose/hidatidose (notificaçao Sif);26;499701
2024;MS;Três Lagoas;5008305;Fasciolose Hepática (notificação Sif);1;499701
2024;MS;Três Lagoas;5008305;Fígado Amarelo;6;499701
2024;MS;Vicentina;5008404;Cisticercose Bovina;8;17461
2024;MT;Acorizal;5100102;Cisticercose Bovina;3;54717
2024;MT;Acorizal;5100102;Fígado Amarelo;1;54717
2024;MT;Água Boa;5100201;Actinomicose (já Notificado);43;315000
2024;MT;Água Boa;5100201;Cisticercose Bovina;1;315000
2024;MT;Água Boa;5100201;Equinococose/hidatidose (notificaçao Sif);17;315000
2024;MT;Água Boa;5100201;Fasciolose Hepática (notificação Sif);1;315000
2024;MT;Água Boa;5100201;Fígado Amarelo;51;315000
2024;MT;Água Boa;5100201;Lesões Tuberculósicas;1;315000
2024;MT;Água Boa;5100201;Miíase Cutânea;1;315000
2024;MT;Alta Floresta;5100250;Cisticercose Bovina;2;691455
2024;MT;Alta Floresta;5100250;Fígado Amarelo;11;691455
2024;MT;Alta Floresta;5100250;Miíase Cutânea;6;691455
2024;MT;Alta Floresta;5100250;Tuberculose (notificação Sif);5;691455
2024;MT;Alto Araguaia;5100300;Cisticercose Bovina;3;170423
2024;MT;Alto Araguaia;5100300;Fígado Amarelo;5;170423
2024;MT;Alto Araguaia;5100300;Lesões Tuberculósicas;1;170423
2024;MT;Alto Boa Vista;5100359;Equinococose/hidatidose (notificaçao Sif);1;46731
2024;MT;Alto Boa Vista;5100359;Fígado Amarelo;1;46731
2024;MT;Alto Garças;5100409;Cisticercose Bovina;1;90731
2024;MT;Alto Garças;5100409;Equinococose/hidatidose (notificaçao Sif);1;90731
2024;MT;Alto Garças;5100409;Fígado Amarelo;1;90731
2024;MT;Alto Taquari;5100607;Cisticercose Bovina;1;15000
2024;MT;Apiacás;5100805;Fígado Amarelo;4;329257
2024;MT;Araguaiana;5101001;Actinomicose (já Notificado);6;323335
2024;MT;Araguaiana;5101001;Actinomicose (notificação Sif);1;323335
2024;MT;Araguaiana;5101001;Equinococose/hidatidose (notificaçao Sif);4;323335
2024;MT;Araguaiana;5101001;Fígado Amarelo;8;323335
2024;MT;Araguainha;5101209;Fígado Amarelo;1;29430
2024;MT;Araputanga;5101258;Actinomicose (notificação Sif);1;254588
2024;MT;Araputanga;5101258;Cisticercose Bovina;5;254588
2024;MT;Araputanga;5101258;Fígado Amarelo;1;254588
2024;MT;Araputanga;5101258;Lesões Tuberculósicas;1;254588
2024;MT;Araputanga;5101258;Tuberculose (notificação Sif);1;254588
2024;MT;Araputanga;5101258;Tuberculose (reagente Notificação Sif);1;254588
2024;MT;Arenápolis;5101308;Cisticercose Bovina;1;35380
2024;MT;Aripuanã;5101407;Miíase Cutânea;5;595289
2024;MT;Barão de Melgaço;5101605;Fígado Amarelo;1;231068
2024;MT;Barra do Bugres;5101704;Actinomicose (notificação Sif);4;281460
2024;MT;Barra do Bugres;5101704;Cisticercose Bovina;11;281460
2024;MT;Barra do Bugres;5101704;Fasciolose Hepática (notificação Sif);3;281460
2024;MT;Barra do Bugres;5101704;Fígado Amarelo;2;281460
2024;MT;Barra do Garças;5101803;Actinomicose (já Notificado);26;388772
2024;MT;Barra do Garças;5101803;Actinomicose (notificação Sif);1;388772
2024;MT;Barra do Garças;5101803;Cisticercose Bovina;6;388772
2024;MT;Barra do Garças;5101803;Equinococose/hidatidose (notificaçao Sif);5;388772
2024;MT;Barra do Garças;5101803;Fígado Amarelo;29;388772
2024;MT;Barra do Garças;5101803;Miíase Cutânea;1;388772
2024;MT;Barra do Garças;5101803;Tuberculose (notificação Sif);1;388772
2024;MT;Bom Jesus do Araguaia;5101852;Actinomicose (já Notificado);8;175018
2024;MT;Bom Jesus do Araguaia;5101852;Cisticercose Bovina;1;175018
2024;MT;Bom Jesus do Araguaia;5101852;Equinococose/hidatidose (notificaçao Sif);5;175018
2024;MT;Bom Jesus do Araguaia;5101852;Fasciolose Hepática (notificação Sif);1;175018
2024;MT;Bom Jesus do Araguaia;5101852;Fígado Amarelo;22;175018
2024;MT;Bom Jesus do Araguaia;5101852;Lesões Tuberculósicas;3;175018
2024;MT;Bom Jesus do Araguaia;5101852;Tuberculose (notificação Sif);2;175018
2024;MT;Brasnorte;5101902;Cisticercose Bovina;5;475365
2024;MT;Brasnorte;5101902;Equinococose/hidatidose (notificaçao Sif);1;475365
2024;MT;Brasnorte;5101902;Fígado Amarelo;6;475365
2024;MT;Brasnorte;5101902;Lesões Tuberculósicas;3;475365
2024;MT;Brasnorte;5101902;Miíase Cutânea;1;475365
2024;MT;Brasnorte;5101902;Tuberculose (notificação Sif);2;475365
2024;MT;Cáceres;5102504;Actinomicose (notificação Sif);29;1365224
2024;MT;Cáceres;5102504;Cisticercose Bovina;72;1365224
2024;MT;Cáceres;5102504;Equinococose/hidatidose (notificaçao Sif);1;1365224
2024;MT;Cáceres;5102504;Fígado Amarelo;12;1365224
2024;MT;Cáceres;5102504;Lesões Tuberculósicas;3;1365224
2024;MT;Cáceres;5102504;Leucose Enzoótica Bovina (notificação Sif);2;1365224
2024;MT;Cáceres;5102504;Tuberculose (notificação Sif);5;1365224
2024;MT;Cáceres;5102504;Tuberculose (reagente Notificação Sif);1;1365224
2024;MT;Campinápolis;5102603;Actinomicose (já Notificado);11;266731
2024;MT;Campinápolis;5102603;Cisticercose Bovina;3;266731
2024;MT;Campinápolis;5102603;Equinococose/hidatidose (notificaçao Sif);1;266731
2024;MT;Campinápolis;5102603;Fígado Amarelo;16;266731
2024;MT;Campinápolis;5102603;Lesões Tuberculósicas;4;266731
2024;MT;Campo Novo do Parecis;5102637;Cisticercose Bovina;3;149344
2024;MT;Campo Novo do Parecis;5102637;Equinococose/hidatidose (notificaçao Sif);1;149344
2024;MT;Campo Novo do Parecis;5102637;Fígado Amarelo;1;149344
2024;MT;Campo Novo do Parecis;5102637;Lesões Tuberculósicas;1;149344
2024;MT;Campo Novo do Parecis;5102637;Tuberculose (notificação Sif);1;149344
2024;MT;Campo Verde;5102678;Actinomicose (notificação Sif);1;141980
2024;MT;Campo Verde;5102678;Cisticercose Bovina;13;141980
2024;MT;Campo Verde;5102678;Fígado Amarelo;5;141980
2024;MT;Campos de Júlio;5102686;Actinomicose (notificação Sif);1;101999
2024;MT;Campos de Júlio;5102686;Cisticercose Bovina;2;101999
2024;MT;Canabrava do Norte;5102694;Actinomicose (notificação Sif);1;121271
2024;MT;Canabrava do Norte;5102694;Cisticercose Bovina;1;121271
2024;MT;Canabrava do Norte;5102694;Equinococose/hidatidose (notificaçao Sif);8;121271
2024;MT;Canabrava do Norte;5102694;Fígado Amarelo;29;121271
2024;MT;Canabrava do Norte;5102694;Lesões Tuberculósicas;4;121271
2024;MT;Canabrava do Norte;5102694;Miíase Cutânea;1;121271
2024;MT;Canabrava do Norte;5102694;Tuberculose (notificação Sif);1;121271
