codigo_ibge;uf;municipio;ano;cabecas
2515807;PB;Serra Redonda;2021;3800
2515906;PB;Serraria;2021;4800
2515930;PB;Sertãozinho;2021;1900
2515971;PB;Sobrado;2021;3600
2516003;PB;Solânea;2021;10500
2516102;PB;Soledade;2021;7500
2516151;PB;Sossêgo;2021;3000
2516201;PB;Sousa;2021;25000
2516300;PB;Sumé;2021;8670
2516409;PB;Tacima;2021;15000
2516508;PB;Taperoá;2021;8883
2516607;PB;Tavares;2021;13500
2516706;PB;Teixeira;2021;2500
2516755;PB;Tenório;2021;1400
2516805;PB;Triunfo;2021;8500
2516904;PB;Uiraúna;2021;10400
2517001;PB;Umbuzeiro;2021;5500
2517100;PB;Várzea;2021;5000
2517209;PB;Vieirópolis;2021;5391
2517407;PB;Zabelê;2021;1790
2600054;PE;Abreu e Lima;2021;678
2600104;PE;Afogados da Ingazeira;2021;13720
2600203;PE;Afrânio;2021;18000
2600302;PE;Agrestina;2021;16507
2600401;PE;Água Preta;2021;32659
2600500;PE;Águas Belas;2021;48402
2600609;PE;Alagoinha;2021;14350
2600708;PE;Aliança;2021;3803
2600807;PE;Altinho;2021;26027
2600906;PE;Amaraji;2021;7452
2601003;PE;Angelim;2021;9083
2601052;PE;Araçoiaba;2021;165
2601102;PE;Araripina;2021;24188
2601201;PE;Arcoverde;2021;15637
2601300;PE;Barra de Guabiraba;2021;6621
2601409;PE;Barreiros;2021;12820
2601508;PE;Belém de Maria;2021;5028
2601607;PE;Belém do São Francisco;2021;4990
2601706;PE;Belo Jardim;2021;11800
2601805;PE;Betânia;2021;4400
2601904;PE;Bezerros;2021;17593
2602001;PE;Bodocó;2021;56598
2602100;PE;Bom Conselho;2021;57826
2602209;PE;Bom Jardim;2021;9470
2602308;PE;Bonito;2021;21700
2602407;PE;Brejão;2021;13500
2602506;PE;Brejinho;2021;4050
2602605;PE;Brejo da Madre de Deus;2021;11250
2602704;PE;Buenos Aires;2021;3408
2602803;PE;Buíque;2021;50125
2602902;PE;Cabo de Santo Agostinho;2021;2741
2603009;PE;Cabrobó;2021;11815
2603108;PE;Cachoeirinha;2021;13700
2603207;PE;Caetés;2021;20237
2603306;PE;Calçado;2021;2450
2603405;PE;Calumbi;2021;1350
2603454;PE;Camaragibe;2021;914
2603504;PE;Camocim de São Félix;2021;8113
2603603;PE;Camutanga;2021;1510
2603702;PE;Canhotinho;2021;31912
2603801;PE;Capoeiras;2021;19072
2603900;PE;Carnaíba;2021;12350
2603926;PE;Carnaubeira da Penha;2021;3896
2604007;PE;Carpina;2021;6025
2604106;PE;Caruaru;2021;19096
2604155;PE;Casinhas;2021;7030
2604205;PE;Catende;2021;5575
2604304;PE;Cedro;2021;9433
2604403;PE;Chã de Alegria;2021;746
2604502;PE;Chã Grande;2021;2365
2604601;PE;Condado;2021;1146
2604700;PE;Correntes;2021;33720
2604809;PE;Cortês;2021;470
2604908;PE;Cumaru;2021;9250
2605004;PE;Cupira;2021;10180
2605103;PE;Custódia;2021;26194
2605152;PE;Dormentes;2021;11150
2605202;PE;Escada;2021;2704
2605301;PE;Exu;2021;48658
2605400;PE;Feira Nova;2021;5043
2605459;PE;Fernando de Noronha;2021;77
2605509;PE;Ferreiros;2021;2198
2605608;PE;Flores;2021;12500
2605707;PE;Floresta;2021;13000
2605806;PE;Frei Miguelinho;2021;7620
2605905;PE;Gameleira;2021;1703
2606002;PE;Garanhuns;2021;26769
2606101;PE;Glória do Goitá;2021;5852
2606200;PE;Goiana;2021;1892
2606309;PE;Granito;2021;20245
2606408;PE;Gravatá;2021;17530
2606507;PE;Iati;2021;29126
2606606;PE;Ibimirim;2021;6198
2606705;PE;Ibirajuba;2021;13040
2606804;PE;Igarassu;2021;2020
2606903;PE;Iguaracy;2021;16700
2607000;PE;Inajá;2021;4900
2607109;PE;Ingazeira;2021;6500
2607208;PE;Ipojuca;2021;2186
2607307;PE;Ipubi;2021;11450
2607406;PE;Itacuruba;2021;765
2607505;PE;Itaíba;2021;66520
2607604;PE;Ilha de Itamaracá;2021;478
2607653;PE;Itambé;2021;3935
2607703;PE;Itapetim;2021;11500
2607752;PE;Itapissuma;2021;261
2607802;PE;Itaquitinga;2021;1082
2607901;PE;Jaboatão dos Guararapes;2021;2500
2607950;PE;Jaqueira;2021;6380
2608008;PE;Jataúba;2021;5437
2608057;PE;Jatobá;2021;1480
2608107;PE;João Alfredo;2021;7380
2608206;PE;Joaquim Nabuco;2021;2754
2608255;PE;Jucati;2021;5000
2608305;PE;Jupi;2021;6000
2608404;PE;Jurema;2021;9880
2608453;PE;Lagoa do Carro;2021;5358
2608503;PE;Lagoa de Itaenga;2021;3150
2608602;PE;Lagoa do Ouro;2021;24319
2608701;PE;Lagoa dos Gatos;2021;6660
2608750;PE;Lagoa Grande;2021;6600
2608800;PE;Lajedo;2021;19050
2608909;PE;Limoeiro;2021;17710
2609006;PE;Macaparana;2021;8036
2609105;PE;Machados;2021;1900
2609154;PE;Manari;2021;9680
2609204;PE;Maraial;2021;7590
2609303;PE;Mirandiba;2021;7350
2609402;PE;Moreno;2021;5584
2609501;PE;Nazaré da Mata;2021;4479
2609600;PE;Olinda;2021;58
2609709;PE;Orobó;2021;6200
2609808;PE;Orocó;2021;3600
2609907;PE;Ouricuri;2021;42357
2610004;PE;Palmares;2021;12712
2610103;PE;Palmeirina;2021;14505
2610202;PE;Panelas;2021;14043
2610301;PE;Paranatama;2021;6144
2610400;PE;Parnamirim;2021;21425
2610509;PE;Passira;2021;11200
2610608;PE;Paudalho;2021;5960
2610707;PE;Paulista;2021;712
2610806;PE;Pedra;2021;43143
2610905;PE;Pesqueira;2021;32677
2611002;PE;Petrolândia;2021;3780
2611101;PE;Petrolina;2021;14500
2611200;PE;Poção;2021;10300
2611309;PE;Pombos;2021;6771
2611408;PE;Primavera;2021;1930
2611507;PE;Quipapá;2021;17248
2611533;PE;Quixaba;2021;7700
2611606;PE;Recife;2021;515
2611705;PE;Riacho das Almas;2021;8058
2611804;PE;Ribeirão;2021;4800
2611903;PE;Rio Formoso;2021;2609
2612000;PE;Sairé;2021;14273
2612109;PE;Salgadinho;2021;2900
2612208;PE;Salgueiro;2021;16715
2612307;PE;Saloá;2021;12694
2612406;PE;Sanharó;2021;17020
2612455;PE;Santa Cruz;2021;6940
2612471;PE;Santa Cruz da Baixa Verde;2021;3500
2612505;PE;Santa Cruz do Capibaribe;2021;4592
2612554;PE;Santa Filomena;2021;4820
2612604;PE;Santa Maria da Boa Vista;2021;10000
2612703;PE;Santa Maria do Cambucá;2021;3400
2612802;PE;Santa Terezinha;2021;4800
2612901;PE;São Benedito do Sul;2021;10153
2613008;PE;São Bento do Una;2021;58875
2613107;PE;São Caitano;2021;19398
2613206;PE;São João;2021;11000
2613305;PE;São Joaquim do Monte;2021;17545
2613404;PE;São José da Coroa Grande;2021;2582
2613503;PE;São José do Belmonte;2021;17500
2613602;PE;São José do Egito;2021;22100
2613701;PE;São Lourenço da Mata;2021;2400
2613800;PE;São Vicente Férrer;2021;5546
2613909;PE;Serra Talhada;2021;35000
2614006;PE;Serrita;2021;23677
2614105;PE;Sertânia;2021;22449
2614204;PE;Sirinhaém;2021;863
2614303;PE;Moreilândia;2021;13345
2614402;PE;Solidão;2021;4200
2614501;PE;Surubim;2021;16700
2614600;PE;Tabira;2021;17600
2614709;PE;Tacaimbó;2021;7950
2614808;PE;Tacaratu;2021;5200
2614857;PE;Tamandaré;2021;6465
2615003;PE;Taquaritinga do Norte;2021;7420
2615102;PE;Terezinha;2021;9326
2615201;PE;Terra Nova;2021;4206
2615300;PE;Timbaúba;2021;13568
2615409;PE;Toritama;2021;1085
2615508;PE;Tracunhaém;2021;2650
2615607;PE;Trindade;2021;4097
2615706;PE;Triunfo;2021;2900
2615805;PE;Tupanatinga;2021;31869
2615904;PE;Tuparetama;2021;6600
2616001;PE;Venturosa;2021;26986
2616100;PE;Verdejante;2021;4180
2616183;PE;Vertente do Lério;2021;4050
2616209;PE;Vertentes;2021;7390
2616308;PE;Vicência;2021;4980
2616407;PE;Vitória de Santo Antão;2021;8526
2616506;PE;Xexéu;2021;7312
2700102;AL;Água Branca;2021;9866
2700201;AL;Anadia;2021;13800
2700300;AL;Arapiraca;2021;19207
2700409;AL;Atalaia;2021;30252
2700508;AL;Barra de Santo Antônio;2021;774
2700607;AL;Barra de São Miguel;2021;328
2700706;AL;Batalha;2021;17100
2700805;AL;Belém;2021;6266
2700904;AL;Belo Monte;2021;11555
2701001;AL;Boca da Mata;2021;13375
2701100;AL;Branquinha;2021;8788
2701209;AL;Cacimbinhas;2021;18220
2701308;AL;Cajueiro;2021;8900
2701357;AL;Campestre;2021;2600
2701407;AL;Campo Alegre;2021;3237
2701506;AL;Campo Grande;2021;19000
2701605;AL;Canapi;2021;19874
2701704;AL;Capela;2021;18150
2701803;AL;Carneiros;2021;4809
2701902;AL;Chã Preta;2021;29559
2702009;AL;Coité do Nóia;2021;6313
2702108;AL;Colônia Leopoldina;2021;6546
2702207;AL;Coqueiro Seco;2021;150
2702306;AL;Coruripe;2021;5638
2702355;AL;Craíbas;2021;12779
2702405;AL;Delmiro Gouveia;2021;8584
2702504;AL;Dois Riachos;2021;11500
2702553;AL;Estrela de Alagoas;2021;12374
2702603;AL;Feira Grande;2021;12524
2702702;AL;Feliz Deserto;2021;1130
2702801;AL;Flexeiras;2021;13965
2702900;AL;Girau do Ponciano;2021;33600
2703007;AL;Ibateguara;2021;15674
2703106;AL;Igaci;2021;18270
2703205;AL;Igreja Nova;2021;34000
2703304;AL;Inhapi;2021;16503
2703403;AL;Jacaré dos Homens;2021;9488
2703502;AL;Jacuípe;2021;15000
2703601;AL;Japaratinga;2021;2660
2703700;AL;Jaramataia;2021;5658
2703759;AL;Jequiá da Praia;2021;1462
2703809;AL;Joaquim Gomes;2021;20409
2703908;AL;Jundiá;2021;6454
2704005;AL;Junqueiro;2021;9910
2704104;AL;Lagoa da Canoa;2021;5015
2704203;AL;Limoeiro de Anadia;2021;13551
2704302;AL;Maceió;2021;4136
2704401;AL;Major Isidoro;2021;31280
2704500;AL;Maragogi;2021;12747
2704609;AL;Maravilha;2021;11007
2704708;AL;Marechal Deodoro;2021;3618
2704807;AL;Maribondo;2021;19000
2704906;AL;Mar Vermelho;2021;9456
2705002;AL;Mata Grande;2021;18959
2705101;AL;Matriz de Camaragibe;2021;12205
2705200;AL;Messias;2021;2730
2705309;AL;Minador do Negrão;2021;13883
2705408;AL;Monteirópolis;2021;6929
2705507;AL;Murici;2021;26543
2705606;AL;Novo Lino;2021;8601
2705705;AL;Olho d'Água das Flores;2021;9541
2705804;AL;Olho d'Água do Casado;2021;7712
2705903;AL;Olho d'Água Grande;2021;11414
2706000;AL;Olivença;2021;10341
2706109;AL;Ouro Branco;2021;7778
2706208;AL;Palestina;2021;1682
2706307;AL;Palmeira dos Índios;2021;38900
2706406;AL;Pão de Açúcar;2021;22210
2706422;AL;Pariconha;2021;5000
2706448;AL;Paripueira;2021;117
2706505;AL;Passo de Camaragibe;2021;8000
2706604;AL;Paulo Jacinto;2021;12500
2706703;AL;Penedo;2021;18800
2706802;AL;Piaçabuçu;2021;4800
2706901;AL;Pilar;2021;8813
2707008;AL;Pindoba;2021;15906
2707107;AL;Piranhas;2021;14500
2707206;AL;Poço das Trincheiras;2021;12290
2707305;AL;Porto Calvo;2021;28000
2707404;AL;Porto de Pedras;2021;9300
2707503;AL;Porto Real do Colégio;2021;18000
2707602;AL;Quebrangulo;2021;29000
2707701;AL;Rio Largo;2021;5706
2707800;AL;Roteiro;2021;1951
2707909;AL;Santa Luzia do Norte;2021;605
2708006;AL;Santana do Ipanema;2021;21618
2708105;AL;Santana do Mundaú;2021;18886
2708204;AL;São Brás;2021;8400
2708303;AL;São José da Laje;2021;13646
2708402;AL;São José da Tapera;2021;23289
2708501;AL;São Luís do Quitunde;2021;12876
2708600;AL;São Miguel dos Campos;2021;5324
2708709;AL;São Miguel dos Milagres;2021;2778
2708808;AL;São Sebastião;2021;22000
2708907;AL;Satuba;2021;2203
2708956;AL;Senador Rui Palmeira;2021;14634
2709004;AL;Tanque d'Arca;2021;11160
2709103;AL;Taquarana;2021;15429
2709152;AL;Teotônio Vilela;2021;7300
2709202;AL;Traipu;2021;27392
2709301;AL;União dos Palmares;2021;38000
2709400;AL;Viçosa;2021;37524
2800100;SE;Amparo do São Francisco;2021;2163
2800209;SE;Aquidabã;2021;25017
2800308;SE;Aracaju;2021;665
2800407;SE;Arauá;2021;14752
2800506;SE;Areia Branca;2021;2697
2800605;SE;Barra dos Coqueiros;2021;857
2800670;SE;Boquim;2021;19075
2800704;SE;Brejo Grande;2021;3836
2801009;SE;Campo do Brito;2021;14240
2801108;SE;Canhoba;2021;9048
2801207;SE;Canindé de São Francisco;2021;25860
2801306;SE;Capela;2021;20560
2801405;SE;Carira;2021;38072
2801504;SE;Carmópolis;2021;2803
2801603;SE;Cedro de São João;2021;4849
2801702;SE;Cristinápolis;2021;12418
2801900;SE;Cumbe;2021;7780
2802007;SE;Divina Pastora;2021;6511
2802106;SE;Estância;2021;26864
2802205;SE;Feira Nova;2021;9270
2802304;SE;Frei Paulo;2021;29426
2802403;SE;Gararu;2021;22430
2802502;SE;General Maynard;2021;2052
2802601;SE;Graccho Cardoso;2021;9280
2802700;SE;Ilha das Flores;2021;2380
2802809;SE;Indiaroba;2021;8066
2802908;SE;Itabaiana;2021;36757
2803005;SE;Itabaianinha;2021;36840
2803104;SE;Itabi;2021;10680
2803203;SE;Itaporanga d'Ajuda;2021;28221
2803302;SE;Japaratuba;2021;9629
2803401;SE;Japoatã;2021;13584
2803500;SE;Lagarto;2021;61434
2803609;SE;Laranjeiras;2021;3223
2803708;SE;Macambira;2021;11803
2803807;SE;Malhada dos Bois;2021;4298
2803906;SE;Malhador;2021;4964
2804003;SE;Maruim;2021;3846
2804102;SE;Moita Bonita;2021;8575
2804201;SE;Monte Alegre de Sergipe;2021;23750
2804300;SE;Muribeca;2021;6538
2804409;SE;Neópolis;2021;8276
2804458;SE;Nossa Senhora Aparecida;2021;19434
2804508;SE;Nossa Senhora da Glória;2021;44130
2804607;SE;Nossa Senhora das Dores;2021;35750
2804706;SE;Nossa Senhora de Lourdes;2021;8170
2804805;SE;Nossa Senhora do Socorro;2021;2992
2804904;SE;Pacatuba;2021;10798
2805000;SE;Pedra Mole;2021;5029
2805109;SE;Pedrinhas;2021;3946
2805208;SE;Pinhão;2021;6590
2805307;SE;Pirambu;2021;1966
2805406;SE;Poço Redondo;2021;43160
2805505;SE;Poço Verde;2021;18685
2805604;SE;Porto da Folha;2021;38570
2805703;SE;Propriá;2021;6605
2805802;SE;Riachão do Dantas;2021;33757
2805901;SE;Riachuelo;2021;2224
2806008;SE;Ribeirópolis;2021;20834
2806107;SE;Rosário do Catete;2021;4985
2806206;SE;Salgado;2021;12672
2806305;SE;Santa Luzia do Itanhy;2021;10529
2806404;SE;Santana do São Francisco;2021;1205
2806503;SE;Santa Rosa de Lima;2021;6019
2806602;SE;Santo Amaro das Brotas;2021;4481
2806701;SE;São Cristóvão;2021;11021
2806800;SE;São Domingos;2021;3466
2806909;SE;São Francisco;2021;5705
2807006;SE;São Miguel do Aleixo;2021;8962
2807105;SE;Simão Dias;2021;34580
2807204;SE;Siriri;2021;7920
2807303;SE;Telha;2021;4106
2807402;SE;Tobias Barreto;2021;52075
2807501;SE;Tomar do Geru;2021;21319
2807600;SE;Umbaúba;2021;5747
2900108;BA;Abaíra;2021;2429
2900207;BA;Abaré;2021;5859
2900306;BA;Acajutiba;2021;13559
2900355;BA;Adustina;2021;18763
2900405;BA;Água Fria;2021;9179
2900504;BA;Érico Cardoso;2021;2906
2900603;BA;Aiquara;2021;15190
2900702;BA;Alagoinhas;2021;22106
2900801;BA;Alcobaça;2021;41824
2900900;BA;Almadina;2021;11980
2901007;BA;Amargosa;2021;32450
2901106;BA;Amélia Rodrigues;2021;9513
2901155;BA;América Dourada;2021;13399
2901205;BA;Anagé;2021;28116
2901304;BA;Andaraí;2021;20895
2901353;BA;Andorinha;2021;16189
2901403;BA;Angical;2021;116848
2901502;BA;Anguera;2021;8731
2901601;BA;Antas;2021;17338
2901700;BA;Antônio Cardoso;2021;14572
2901809;BA;Antônio Gonçalves;2021;5793
2901908;BA;Aporá;2021;28094
2901957;BA;Apuarema;2021;5760
2902005;BA;Aracatu;2021;38188
2902054;BA;Araçás;2021;5478
2902104;BA;Araci;2021;23392
2902203;BA;Aramari;2021;6649
2902252;BA;Arataca;2021;1878
2902302;BA;Aratuípe;2021;3997
2902401;BA;Aurelino Leal;2021;25623
2902500;BA;Baianópolis;2021;48127
2902609;BA;Baixa Grande;2021;34542
2902658;BA;Banzaê;2021;14669
2902708;BA;Barra;2021;38000
2902807;BA;Barra da Estiva;2021;16247
2902906;BA;Barra do Choça;2021;27482
2903003;BA;Barra do Mendes;2021;11693
2903102;BA;Barra do Rocha;2021;6812
2903201;BA;Barreiras;2021;92522
2903235;BA;Barro Alto;2021;6949
2903276;BA;Barrocas;2021;6420
2903300;BA;Barro Preto;2021;6000
2903409;BA;Belmonte;2021;36640
2903508;BA;Belo Campo;2021;16053
2903607;BA;Biritinga;2021;15390
2903706;BA;Boa Nova;2021;20138
2903805;BA;Boa Vista do Tupim;2021;62452
2903904;BA;Bom Jesus da Lapa;2021;68833
2903953;BA;Bom Jesus da Serra;2021;8837
2904001;BA;Boninal;2021;11767
2904050;BA;Bonito;2021;6557
2904100;BA;Boquira;2021;15877
2904209;BA;Botuporã;2021;20605
2904308;BA;Brejões;2021;17188
2904407;BA;Brejolândia;2021;110327
2904506;BA;Brotas de Macaúbas;2021;12357
2904605;BA;Brumado;2021;63317
2904704;BA;Buerarema;2021;11500
2904753;BA;Buritirama;2021;31412
2904803;BA;Caatiba;2021;46095
2904852;BA;Cabaceiras do Paraguaçu;2021;5263
2904902;BA;Cachoeira;2021;11030
2905008;BA;Caculé;2021;21482
2905107;BA;Caém;2021;16770
2905156;BA;Caetanos;2021;11865
2905206;BA;Caetité;2021;32628
2905305;BA;Cafarnaum;2021;11695
2905404;BA;Cairu;2021;28
2905503;BA;Caldeirão Grande;2021;11230
2905602;BA;Camacan;2021;16990
2905701;BA;Camaçari;2021;2267
2905800;BA;Camamu;2021;2375
2905909;BA;Campo Alegre de Lourdes;2021;15071
2906006;BA;Campo Formoso;2021;48000
2906105;BA;Canápolis;2021;25189
2906204;BA;Canarana;2021;11286
2906303;BA;Canavieiras;2021;50408
2906402;BA;Candeal;2021;19118
2906501;BA;Candeias;2021;8301
2906600;BA;Candiba;2021;26646
2906709;BA;Cândido Sales;2021;14938
2906808;BA;Cansanção;2021;15695
2906824;BA;Canudos;2021;6167
2906857;BA;Capela do Alto Alegre;2021;29793
2906873;BA;Capim Grosso;2021;19413
2906899;BA;Caraíbas;2021;14748
2906907;BA;Caravelas;2021;62698
2907004;BA;Cardeal da Silva;2021;6193
2907103;BA;Carinhanha;2021;75348
2907202;BA;Casa Nova;2021;17290
2907301;BA;Castro Alves;2021;38297
2907400;BA;Catolândia;2021;15423
2907509;BA;Catu;2021;16087
2907558;BA;Caturama;2021;18633
2907608;BA;Central;2021;6832
2907707;BA;Chorrochó;2021;4735
2907806;BA;Cícero Dantas;2021;33005
2907905;BA;Cipó;2021;5656
2908002;BA;Coaraci;2021;13000
2908101;BA;Cocos;2021;59332
2908200;BA;Conceição da Feira;2021;7339
2908309;BA;Conceição do Almeida;2021;23375
2908408;BA;Conceição do Coité;2021;26510
2908507;BA;Conceição do Jacuípe;2021;11631
2908606;BA;Conde;2021;18352
2908705;BA;Condeúba;2021;23522
2908804;BA;Contendas do Sincorá;2021;8068
2908903;BA;Coração de Maria;2021;19992
2909000;BA;Cordeiros;2021;9499
2909109;BA;Coribe;2021;98076
2909208;BA;Coronel João Sá;2021;30248
2909307;BA;Correntina;2021;137675
2909406;BA;Cotegipe;2021;119492
2909505;BA;Cravolândia;2021;5620
2909604;BA;Crisópolis;2021;28509
2909703;BA;Cristópolis;2021;33903
2909802;BA;Cruz das Almas;2021;6157
2909901;BA;Curaçá;2021;7971
2910008;BA;Dário Meira;2021;22372
2910057;BA;Dias d'Ávila;2021;795
2910107;BA;Dom Basílio;2021;14408
2910206;BA;Dom Macedo Costa;2021;11909
2910305;BA;Elísio Medrado;2021;12787
2910404;BA;Encruzilhada;2021;37535
2910503;BA;Entre Rios;2021;28810
2910602;BA;Esplanada;2021;24273
2910701;BA;Euclides da Cunha;2021;51895
2910727;BA;Eunápolis;2021;75308
2910750;BA;Fátima;2021;17261
2910776;BA;Feira da Mata;2021;38325
2910800;BA;Feira de Santana;2021;55678
2910859;BA;Filadélfia;2021;20695
2910909;BA;Firmino Alves;2021;23705
2911006;BA;Floresta Azul;2021;31371
2911105;BA;Formosa do Rio Preto;2021;71850
2911204;BA;Gandu;2021;3329
2911253;BA;Gavião;2021;15822
2911303;BA;Gentio do Ouro;2021;5501
2911402;BA;Glória;2021;4780
2911501;BA;Gongogi;2021;33469
2911600;BA;Governador Mangabeira;2021;1471
2911659;BA;Guajeru;2021;18416
2911709;BA;Guanambi;2021;69285
2911808;BA;Guaratinga;2021;145277
2911857;BA;Heliópolis;2021;20852
2911907;BA;Iaçu;2021;48297
2912004;BA;Ibiassucê;2021;15647
2912103;BA;Ibicaraí;2021;19842
2912202;BA;Ibicoara;2021;9685
2912301;BA;Ibicuí;2021;116044
2912400;BA;Ibipeba;2021;11627
2912509;BA;Ibipitanga;2021;13998
2912608;BA;Ibiquera;2021;16896
2912707;BA;Ibirapitanga;2021;2671
2912806;BA;Ibirapuã;2021;62239
2912905;BA;Ibirataia;2021;8859
2913002;BA;Ibitiara;2021;15200
2913101;BA;Ibititá;2021;10437
2913200;BA;Ibotirama;2021;16734
2913309;BA;Ichu;2021;4064
2913408;BA;Igaporã;2021;23618
2913457;BA;Igrapiúna;2021;233
2913507;BA;Iguaí;2021;52476
2913606;BA;Ilhéus;2021;16402
2913705;BA;Inhambupe;2021;34840
2913804;BA;Ipecaetá;2021;13310
2913903;BA;Ipiaú;2021;15053
2914000;BA;Ipirá;2021;103278
2914109;BA;Ipupiara;2021;7029
2914208;BA;Irajuba;2021;6890
2914307;BA;Iramaia;2021;29274
2914406;BA;Iraquara;2021;9500
2914505;BA;Irará;2021;9339
2914604;BA;Irecê;2021;9710
2914653;BA;Itabela;2021;46381
2914703;BA;Itaberaba;2021;56933
2914802;BA;Itabuna;2021;26642
2914901;BA;Itacaré;2021;1699
2915007;BA;Itaeté;2021;26514
2915106;BA;Itagi;2021;9181
2915205;BA;Itagibá;2021;72438
2915304;BA;Itagimirim;2021;74172
2915353;BA;Itaguaçu da Bahia;2021;14436
2915403;BA;Itaju do Colônia;2021;72902
2915502;BA;Itajuípe;2021;6476
2915601;BA;Itamaraju;2021;185296
2915700;BA;Itamari;2021;2737
2915809;BA;Itambé;2021;131619
2915908;BA;Itanagra;2021;7643
2916005;BA;Itanhém;2021;164343
2916104;BA;Itaparica;2021;145
2916203;BA;Itapé;2021;49766
2916302;BA;Itapebi;2021;82993
2916401;BA;Itapetinga;2021;133929
2916500;BA;Itapicuru;2021;28336
2916609;BA;Itapitanga;2021;42220
2916708;BA;Itaquara;2021;7937
2916807;BA;Itarantim;2021;150997
2916856;BA;Itatim;2021;8429
2916906;BA;Itiruçu;2021;11060
2917003;BA;Itiúba;2021;41126
2917102;BA;Itororó;2021;36402
2917201;BA;Ituaçu;2021;8783
2917300;BA;Ituberá;2021;114
2917334;BA;Iuiu;2021;71687
2917359;BA;Jaborandi;2021;102101
2917409;BA;Jacaraci;2021;24778
2917508;BA;Jacobina;2021;42058
2917607;BA;Jaguaquara;2021;26399
2917706;BA;Jaguarari;2021;10537
2917805;BA;Jaguaripe;2021;6808
2917904;BA;Jandaíra;2021;16722
2918001;BA;Jequié;2021;49517
2918100;BA;Jeremoabo;2021;51184
2918209;BA;Jiquiriçá;2021;4540
2918308;BA;Jitaúna;2021;7144
2918357;BA;João Dourado;2021;15826
2918407;BA;Juazeiro;2021;11229
2918456;BA;Jucuruçu;2021;90730
2918506;BA;Jussara;2021;10034
2918555;BA;Jussari;2021;22346
2918605;BA;Jussiape;2021;7505
2918704;BA;Lafaiete Coutinho;2021;14458
2918753;BA;Lagoa Real;2021;16505
2918803;BA;Laje;2021;18910
2918902;BA;Lajedão;2021;53633
2919009;BA;Lajedinho;2021;14167
2919058;BA;Lajedo do Tabocal;2021;8341
2919108;BA;Lamarão;2021;6500
2919157;BA;Lapão;2021;9515
2919207;BA;Lauro de Freitas;2021;234
2919306;BA;Lençóis;2021;3493
2919405;BA;Licínio de Almeida;2021;15706
2919504;BA;Livramento de Nossa Senhora;2021;34745
2919553;BA;Luís Eduardo Magalhães;2021;55907
2919603;BA;Macajuba;2021;17870
2919702;BA;Macarani;2021;113097
2919801;BA;Macaúbas;2021;34174
2919900;BA;Macururé;2021;2122
2919959;BA;Maetinga;2021;7770
2920007;BA;Maiquinique;2021;52186
2920106;BA;Mairi;2021;35418
2920205;BA;Malhada;2021;80397
2920304;BA;Malhada de Pedras;2021;15688
2920403;BA;Manoel Vitorino;2021;52192
2920452;BA;Mansidão;2021;22628
2920502;BA;Maracás;2021;45698
2920601;BA;Maragogipe;2021;7488
2920700;BA;Maraú;2021;4305
2920809;BA;Marcionílio Souza;2021;43374
2920908;BA;Mascote;2021;24519
2921005;BA;Mata de São João;2021;13586
2921054;BA;Matina;2021;30143
2921104;BA;Medeiros Neto;2021;128678
2921203;BA;Miguel Calmon;2021;35206
2921302;BA;Milagres;2021;4615
2921401;BA;Mirangaba;2021;21295
2921450;BA;Mirante;2021;15706
2921500;BA;Monte Santo;2021;31425
2921609;BA;Morpará;2021;23787
2921708;BA;Morro do Chapéu;2021;39298
2921807;BA;Mortugaba;2021;10329
2921906;BA;Mucugê;2021;6469
2922003;BA;Mucuri;2021;44606
2922052;BA;Mulungu do Morro;2021;3587
2922102;BA;Mundo Novo;2021;55832
2922201;BA;Muniz Ferreira;2021;7087
2922250;BA;Muquém do São Francisco;2021;91818
2922300;BA;Muritiba;2021;3165
2922409;BA;Mutuípe;2021;12071
2922508;BA;Nazaré;2021;7082
2922607;BA;Nilo Peçanha;2021;372
2922656;BA;Nordestina;2021;6297
2922706;BA;Nova Canaã;2021;57014
2922730;BA;Nova Fátima;2021;16605
2922755;BA;Nova Ibiá;2021;2454
2922805;BA;Nova Itarana;2021;9273
2922854;BA;Nova Redenção;2021;23048
2922904;BA;Nova Soure;2021;25417
2923001;BA;Nova Viçosa;2021;27624
2923035;BA;Novo Horizonte;2021;8781
2923050;BA;Novo Triunfo;2021;7188
2923100;BA;Olindina;2021;22792
2923209;BA;Oliveira dos Brejinhos;2021;30500
2923308;BA;Ouriçangas;2021;7875
2923357;BA;Ourolândia;2021;16071
2923407;BA;Palmas de Monte Alto;2021;105803
2923506;BA;Palmeiras;2021;3111
2923605;BA;Paramirim;2021;16746
2923704;BA;Paratinga;2021;44902
2923803;BA;Paripiranga;2021;22995
2923902;BA;Pau Brasil;2021;33551
2924009;BA;Paulo Afonso;2021;15916
2924058;BA;Pé de Serra;2021;30438
2924108;BA;Pedrão;2021;9130
2924207;BA;Pedro Alexandre;2021;32680
2924306;BA;Piatã;2021;5820
2924405;BA;Pilão Arcado;2021;20606
2924504;BA;Pindaí;2021;31878
2924603;BA;Pindobaçu;2021;12989
2924652;BA;Pintadas;2021;28587
2924678;BA;Piraí do Norte;2021;2372
2924702;BA;Piripá;2021;9583
2924801;BA;Piritiba;2021;33277
2924900;BA;Planaltino;2021;20925
2925006;BA;Planalto;2021;36333
2925105;BA;Poções;2021;33090
2925204;BA;Pojuca;2021;9055
2925253;BA;Ponto Novo;2021;11625
