codigo_ibge;uf;municipio;ano;cabecas
4202701;SC;Botuverá;2022;2133
4202800;SC;Braço do Norte;2022;49205
4202859;SC;Braço do Trombudo;2022;9200
4202875;SC;Brunópolis;2022;15621
4202909;SC;Brusque;2022;4100
4203006;SC;Caçador;2022;15744
4203105;SC;Caibi;2022;22720
4203154;SC;Calmon;2022;10200
4203204;SC;Camboriú;2022;5254
4203253;SC;Capão Alto;2022;31200
4203303;SC;Campo Alegre;2022;14153
4203402;SC;Campo Belo do Sul;2022;29500
4203501;SC;Campo Erê;2022;27529
4203600;SC;Campos Novos;2022;60670
4203709;SC;Canelinha;2022;7128
4203808;SC;Canoinhas;2022;26053
4203907;SC;Capinzal;2022;15660
4203956;SC;Capivari de Baixo;2022;2896
4204004;SC;Catanduvas;2022;6278
4204103;SC;Caxambu do Sul;2022;9590
4204152;SC;Celso Ramos;2022;13035
4204178;SC;Cerro Negro;2022;19000
4204194;SC;Chapadão do Lageado;2022;5200
4204202;SC;Chapecó;2022;33808
4204251;SC;Cocal do Sul;2022;4945
4204301;SC;Concórdia;2022;70482
4204350;SC;Cordilheira Alta;2022;9032
4204400;SC;Coronel Freitas;2022;35607
4204459;SC;Coronel Martins;2022;9035
4204509;SC;Corupá;2022;2529
4204558;SC;Correia Pinto;2022;28500
4204608;SC;Criciúma;2022;8781
4204707;SC;Cunha Porã;2022;22940
4204756;SC;Cunhataí;2022;8511
4204806;SC;Curitibanos;2022;39091
4204905;SC;Descanso;2022;36034
4205001;SC;Dionísio Cerqueira;2022;32172
4205100;SC;Dona Emma;2022;9100
4205159;SC;Doutor Pedrinho;2022;2703
4205175;SC;Entre Rios;2022;5639
4205191;SC;Ermo;2022;2529
4205209;SC;Erval Velho;2022;19234
4205308;SC;Faxinal dos Guedes;2022;13100
4205357;SC;Flor do Sertão;2022;5418
4205407;SC;Florianópolis;2022;6781
4205431;SC;Formosa do Sul;2022;13670
4205456;SC;Forquilhinha;2022;6985
4205506;SC;Fraiburgo;2022;16900
4205555;SC;Frei Rogério;2022;6755
4205605;SC;Galvão;2022;10048
4205704;SC;Garopaba;2022;4701
4205803;SC;Garuva;2022;4329
4205902;SC;Gaspar;2022;12846
4206009;SC;Governador Celso Ramos;2022;7000
4206108;SC;Grão-Pará;2022;28235
4206207;SC;Gravatal;2022;27410
4206306;SC;Guabiruba;2022;3200
4206405;SC;Guaraciaba;2022;39399
4206504;SC;Guaramirim;2022;8259
4206603;SC;Guarujá do Sul;2022;10881
4206652;SC;Guatambú;2022;12151
4206702;SC;Herval d'Oeste;2022;15893
4206751;SC;Ibiam;2022;8870
4206801;SC;Ibicaré;2022;12505
4206900;SC;Ibirama;2022;4900
4207007;SC;Içara;2022;17561
4207106;SC;Ilhota;2022;13766
4207205;SC;Imaruí;2022;25885
4207304;SC;Imbituba;2022;5292
4207403;SC;Imbuia;2022;7060
4207502;SC;Indaial;2022;6908
4207577;SC;Iomerê;2022;11436
4207601;SC;Ipira;2022;15040
4207650;SC;Iporã do Oeste;2022;26634
4207684;SC;Ipuaçu;2022;9124
4207700;SC;Ipumirim;2022;19200
4207759;SC;Iraceminha;2022;19415
4207809;SC;Irani;2022;18200
4207858;SC;Irati;2022;8475
4207908;SC;Irineópolis;2022;12425
4208005;SC;Itá;2022;16400
4208104;SC;Itaiópolis;2022;29399
4208203;SC;Itajaí;2022;12103
4208302;SC;Itapema;2022;1705
4208401;SC;Itapiranga;2022;37045
4208450;SC;Itapoá;2022;776
4208500;SC;Ituporanga;2022;15000
4208609;SC;Jaborá;2022;16090
4208708;SC;Jacinto Machado;2022;11078
4208807;SC;Jaguaruna;2022;18877
4208906;SC;Jaraguá do Sul;2022;11532
4208955;SC;Jardinópolis;2022;7780
4209003;SC;Joaçaba;2022;16145
4209102;SC;Joinville;2022;16571
4209151;SC;José Boiteux;2022;4100
4209177;SC;Jupiá;2022;10304
4209201;SC;Lacerdópolis;2022;8956
4209300;SC;Lages;2022;90500
4209409;SC;Laguna;2022;14258
4209458;SC;Lajeado Grande;2022;6260
4209508;SC;Laurentino;2022;6200
4209607;SC;Lauro Müller;2022;14652
4209706;SC;Lebon Régis;2022;22300
4209805;SC;Leoberto Leal;2022;8700
4209854;SC;Lindóia do Sul;2022;19100
4209904;SC;Lontras;2022;8300
4210001;SC;Luiz Alves;2022;7623
4210035;SC;Luzerna;2022;8492
4210050;SC;Macieira;2022;5591
4210100;SC;Mafra;2022;36696
4210209;SC;Major Gercino;2022;5800
4210308;SC;Major Vieira;2022;14542
4210407;SC;Maracajá;2022;6872
4210506;SC;Maravilha;2022;12200
4210555;SC;Marema;2022;15300
4210605;SC;Massaranduba;2022;7211
4210704;SC;Matos Costa;2022;6573
4210803;SC;Meleiro;2022;4885
4210852;SC;Mirim Doce;2022;10145
4210902;SC;Modelo;2022;12960
4211009;SC;Mondaí;2022;22950
4211058;SC;Monte Carlo;2022;5294
4211108;SC;Monte Castelo;2022;12276
4211207;SC;Morro da Fumaça;2022;8081
4211256;SC;Morro Grande;2022;3266
4211306;SC;Navegantes;2022;8615
4211405;SC;Nova Erechim;2022;9970
4211454;SC;Nova Itaberaba;2022;16500
4211504;SC;Nova Trento;2022;3500
4211603;SC;Nova Veneza;2022;9220
4211652;SC;Novo Horizonte;2022;10647
4211702;SC;Orleans;2022;34846
4211751;SC;Otacílio Costa;2022;16800
4211801;SC;Ouro;2022;24929
4211850;SC;Ouro Verde;2022;6617
4211876;SC;Paial;2022;6400
4211892;SC;Painel;2022;32000
4211900;SC;Palhoça;2022;6405
4212007;SC;Palma Sola;2022;20306
4212056;SC;Palmeira;2022;12000
4212106;SC;Palmitos;2022;52430
4212205;SC;Papanduva;2022;26309
4212239;SC;Paraíso;2022;20773
4212254;SC;Passo de Torres;2022;3989
4212270;SC;Passos Maia;2022;21800
4212304;SC;Paulo Lopes;2022;11271
4212403;SC;Pedras Grandes;2022;9888
4212502;SC;Penha;2022;4501
4212601;SC;Peritiba;2022;9100
4212650;SC;Pescaria Brava;2022;8285
4212700;SC;Petrolândia;2022;17000
4212809;SC;Balneário Piçarras;2022;7671
4212908;SC;Pinhalzinho;2022;14128
4213005;SC;Pinheiro Preto;2022;4709
4213104;SC;Piratuba;2022;15490
4213153;SC;Planalto Alegre;2022;10440
4213203;SC;Pomerode;2022;8902
4213302;SC;Ponte Alta;2022;19722
4213351;SC;Ponte Alta do Norte;2022;4110
4213401;SC;Ponte Serrada;2022;10400
4213500;SC;Porto Belo;2022;3250
4213609;SC;Porto União;2022;18664
4213708;SC;Pouso Redondo;2022;26495
4213807;SC;Praia Grande;2022;7358
4213906;SC;Presidente Castello Branco;2022;7300
4214003;SC;Presidente Getúlio;2022;19200
4214102;SC;Presidente Nereu;2022;5850
4214151;SC;Princesa;2022;11094
4214201;SC;Quilombo;2022;28103
4214300;SC;Rancho Queimado;2022;10788
4214409;SC;Rio das Antas;2022;15750
4214508;SC;Rio do Campo;2022;19123
4214607;SC;Rio do Oeste;2022;19300
4214706;SC;Rio dos Cedros;2022;10139
4214805;SC;Rio do Sul;2022;8950
4214904;SC;Rio Fortuna;2022;28639
4215000;SC;Rio Negrinho;2022;15166
4215059;SC;Rio Rufino;2022;9990
4215075;SC;Riqueza;2022;22520
4215109;SC;Rodeio;2022;3685
4215208;SC;Romelândia;2022;31401
4215307;SC;Salete;2022;13512
4215356;SC;Saltinho;2022;20311
4215406;SC;Salto Veloso;2022;7900
4215455;SC;Sangão;2022;9297
4215505;SC;Santa Cecília;2022;21205
4215554;SC;Santa Helena;2022;10066
4215604;SC;Santa Rosa de Lima;2022;9235
4215653;SC;Santa Rosa do Sul;2022;11859
4215679;SC;Santa Terezinha;2022;14390
4215687;SC;Santa Terezinha do Progresso;2022;17103
4215695;SC;Santiago do Sul;2022;8816
4215703;SC;Santo Amaro da Imperatriz;2022;12510
4215752;SC;São Bernardino;2022;18113
4215802;SC;São Bento do Sul;2022;9894
4215901;SC;São Bonifácio;2022;15244
4216008;SC;São Carlos;2022;30200
4216057;SC;São Cristóvão do Sul;2022;8301
4216107;SC;São Domingos;2022;13973
4216206;SC;São Francisco do Sul;2022;1222
4216255;SC;São João do Oeste;2022;26976
4216305;SC;São João Batista;2022;5500
4216354;SC;São João do Itaperiú;2022;6363
4216404;SC;São João do Sul;2022;13434
4216503;SC;São Joaquim;2022;78500
4216602;SC;São José;2022;3587
4216701;SC;São José do Cedro;2022;36285
4216800;SC;São José do Cerrito;2022;45200
4216909;SC;São Lourenço do Oeste;2022;30115
4217006;SC;São Ludgero;2022;20174
4217105;SC;São Martinho;2022;15993
4217154;SC;São Miguel da Boa Vista;2022;10940
4217204;SC;São Miguel do Oeste;2022;23844
4217253;SC;São Pedro de Alcântara;2022;4640
4217303;SC;Saudades;2022;27100
4217402;SC;Schroeder;2022;1822
4217501;SC;Seara;2022;29900
4217550;SC;Serra Alta;2022;8220
4217600;SC;Siderópolis;2022;7514
4217709;SC;Sombrio;2022;9282
4217758;SC;Sul Brasil;2022;12448
4217808;SC;Taió;2022;38522
4217907;SC;Tangará;2022;15307
4217956;SC;Tigrinhos;2022;6840
4218004;SC;Tijucas;2022;20134
4218103;SC;Timbé do Sul;2022;5346
4218202;SC;Timbó;2022;4946
4218251;SC;Timbó Grande;2022;13412
4218301;SC;Três Barras;2022;3755
4218350;SC;Treviso;2022;4505
4218400;SC;Treze de Maio;2022;12039
4218509;SC;Treze Tílias;2022;20158
4218608;SC;Trombudo Central;2022;5600
4218707;SC;Tubarão;2022;25829
4218756;SC;Tunápolis;2022;21418
4218806;SC;Turvo;2022;6267
4218855;SC;União do Oeste;2022;11714
4218905;SC;Urubici;2022;42000
4218954;SC;Urupema;2022;18500
4219002;SC;Urussanga;2022;13827
4219101;SC;Vargeão;2022;8300
4219150;SC;Vargem;2022;15593
4219176;SC;Vargem Bonita;2022;10639
4219200;SC;Vidal Ramos;2022;8750
4219309;SC;Videira;2022;31103
4219358;SC;Vitor Meireles;2022;8000
4219408;SC;Witmarsum;2022;11300
4219507;SC;Xanxerê;2022;28343
4219606;SC;Xavantina;2022;29740
4219705;SC;Xaxim;2022;24888
4219853;SC;Zortéa;2022;8684
4220000;SC;Balneário Rincão;2022;1250
4300034;RS;Aceguá;2022;102629
4300059;RS;Água Santa;2022;9108
4300109;RS;Agudo;2022;15195
4300208;RS;Ajuricaba;2022;12440
4300307;RS;Alecrim;2022;27694
4300406;RS;Alegrete;2022;572008
4300455;RS;Alegria;2022;7531
4300471;RS;Almirante Tamandaré do Sul;2022;5417
4300505;RS;Alpestre;2022;24663
4300554;RS;Alto Alegre;2022;4517
4300570;RS;Alto Feliz;2022;2379
4300604;RS;Alvorada;2022;1606
4300638;RS;Amaral Ferrador;2022;18464
4300646;RS;Ametista do Sul;2022;4688
4300661;RS;André da Rocha;2022;10870
4300703;RS;Anta Gorda;2022;10116
4300802;RS;Antônio Prado;2022;12354
4300851;RS;Arambaré;2022;10928
4300877;RS;Araricá;2022;1508
4300901;RS;Aratiba;2022;24546
4301008;RS;Arroio do Meio;2022;11500
4301057;RS;Arroio do Sal;2022;2902
4301073;RS;Arroio do Padre;2022;3457
4301107;RS;Arroio dos Ratos;2022;12142
4301206;RS;Arroio do Tigre;2022;9593
4301305;RS;Arroio Grande;2022;106359
4301404;RS;Arvorezinha;2022;2777
4301503;RS;Augusto Pestana;2022;21760
4301552;RS;Áurea;2022;3034
4301602;RS;Bagé;2022;248548
4301636;RS;Balneário Pinhal;2022;890
4301651;RS;Barão;2022;4552
4301701;RS;Barão de Cotegipe;2022;12149
4301750;RS;Barão do Triunfo;2022;5950
4301800;RS;Barracão;2022;23552
4301859;RS;Barra do Guarita;2022;2722
4301875;RS;Barra do Quaraí;2022;53830
4301909;RS;Barra do Ribeiro;2022;24387
4301925;RS;Barra do Rio Azul;2022;13736
4301958;RS;Barra Funda;2022;2178
4302006;RS;Barros Cassal;2022;21994
4302055;RS;Benjamin Constant do Sul;2022;4375
4302105;RS;Bento Gonçalves;2022;2073
4302154;RS;Boa Vista das Missões;2022;2752
4302204;RS;Boa Vista do Buricá;2022;10134
4302220;RS;Boa Vista do Cadeado;2022;11205
4302238;RS;Boa Vista do Incra;2022;8150
4302253;RS;Boa Vista do Sul;2022;5138
4302303;RS;Bom Jesus;2022;104563
4302352;RS;Bom Princípio;2022;4712
4302378;RS;Bom Progresso;2022;2257
4302402;RS;Bom Retiro do Sul;2022;9000
4302451;RS;Boqueirão do Leão;2022;6404
4302501;RS;Bossoroca;2022;94296
4302584;RS;Bozano;2022;5600
4302600;RS;Braga;2022;2029
4302659;RS;Brochier;2022;3595
4302709;RS;Butiá;2022;18308
4302808;RS;Caçapava do Sul;2022;169849
4302907;RS;Cacequi;2022;118824
4303004;RS;Cachoeira do Sul;2022;128780
4303103;RS;Cachoeirinha;2022;134
4303202;RS;Cacique Doble;2022;6576
4303301;RS;Caibaté;2022;8780
4303400;RS;Caiçara;2022;15288
4303509;RS;Camaquã;2022;47755
4303558;RS;Camargo;2022;5876
4303608;RS;Cambará do Sul;2022;32282
4303673;RS;Campestre da Serra;2022;9042
4303707;RS;Campina das Missões;2022;19171
4303806;RS;Campinas do Sul;2022;5464
4303905;RS;Campo Bom;2022;1067
4304002;RS;Campo Novo;2022;2346
4304101;RS;Campos Borges;2022;8228
4304200;RS;Candelária;2022;29785
4304309;RS;Cândido Godói;2022;20746
4304358;RS;Candiota;2022;38120
4304408;RS;Canela;2022;920
4304507;RS;Canguçu;2022;116326
4304606;RS;Canoas;2022;645
4304614;RS;Canudos do Vale;2022;4615
4304622;RS;Capão Bonito do Sul;2022;13490
4304630;RS;Capão da Canoa;2022;4268
4304655;RS;Capão do Cipó;2022;41994
4304663;RS;Capão do Leão;2022;31843
4304671;RS;Capivari do Sul;2022;13599
4304689;RS;Capela de Santana;2022;9364
4304697;RS;Capitão;2022;5140
4304705;RS;Carazinho;2022;7490
4304713;RS;Caraá;2022;9524
4304804;RS;Carlos Barbosa;2022;12422
4304853;RS;Carlos Gomes;2022;3377
4304903;RS;Casca;2022;12929
4304952;RS;Caseiros;2022;7325
4305009;RS;Catuípe;2022;18170
4305108;RS;Caxias do Sul;2022;39335
4305116;RS;Centenário;2022;4842
4305124;RS;Cerrito;2022;25706
4305132;RS;Cerro Branco;2022;2841
4305157;RS;Cerro Grande;2022;2690
4305173;RS;Cerro Grande do Sul;2022;2710
4305207;RS;Cerro Largo;2022;10874
4305306;RS;Chapada;2022;22475
4305355;RS;Charqueadas;2022;5656
4305371;RS;Charrua;2022;3612
4305405;RS;Chiapetta;2022;7050
4305439;RS;Chuí;2022;10104
4305447;RS;Chuvisca;2022;5042
4305454;RS;Cidreira;2022;6842
4305504;RS;Ciríaco;2022;6411
4305587;RS;Colinas;2022;4075
4305603;RS;Colorado;2022;4940
4305702;RS;Condor;2022;11063
4305801;RS;Constantina;2022;8219
4305835;RS;Coqueiro Baixo;2022;5410
4305850;RS;Coqueiros do Sul;2022;8204
4305871;RS;Coronel Barros;2022;5450
4305900;RS;Coronel Bicaco;2022;4756
4305934;RS;Coronel Pilar;2022;2409
4305959;RS;Cotiporã;2022;4243
4305975;RS;Coxilha;2022;5344
4306007;RS;Crissiumal;2022;24951
4306056;RS;Cristal;2022;25699
4306072;RS;Cristal do Sul;2022;5205
4306106;RS;Cruz Alta;2022;14510
4306130;RS;Cruzaltense;2022;4828
4306205;RS;Cruzeiro do Sul;2022;9054
4306304;RS;David Canabarro;2022;5054
4306320;RS;Derrubadas;2022;6804
4306353;RS;Dezesseis de Novembro;2022;16987
4306379;RS;Dilermando de Aguiar;2022;42208
4306403;RS;Dois Irmãos;2022;1586
4306429;RS;Dois Irmãos das Missões;2022;4815
4306452;RS;Dois Lajeados;2022;4726
4306502;RS;Dom Feliciano;2022;22590
4306551;RS;Dom Pedro de Alcântara;2022;2856
4306601;RS;Dom Pedrito;2022;333050
4306700;RS;Dona Francisca;2022;4012
4306734;RS;Doutor Maurício Cardoso;2022;6687
4306759;RS;Doutor Ricardo;2022;2059
4306767;RS;Eldorado do Sul;2022;13494
4306809;RS;Encantado;2022;4760
4306908;RS;Encruzilhada do Sul;2022;100406
4306924;RS;Engenho Velho;2022;1517
4306932;RS;Entre-Ijuís;2022;16253
4306957;RS;Entre Rios do Sul;2022;3295
4306973;RS;Erebango;2022;2625
4307005;RS;Erechim;2022;11077
4307054;RS;Ernestina;2022;6072
4307104;RS;Herval;2022;92471
4307203;RS;Erval Grande;2022;16077
4307302;RS;Erval Seco;2022;13025
4307401;RS;Esmeralda;2022;22624
4307450;RS;Esperança do Sul;2022;5907
4307500;RS;Espumoso;2022;21289
4307559;RS;Estação;2022;2266
4307609;RS;Estância Velha;2022;1039
4307708;RS;Esteio;2022;9
4307807;RS;Estrela;2022;15500
4307815;RS;Estrela Velha;2022;6696
4307831;RS;Eugênio de Castro;2022;11403
4307864;RS;Fagundes Varela;2022;6720
4307906;RS;Farroupilha;2022;9304
4308003;RS;Faxinal do Soturno;2022;6377
4308052;RS;Faxinalzinho;2022;7871
4308078;RS;Fazenda Vilanova;2022;6736
4308102;RS;Feliz;2022;3079
4308201;RS;Flores da Cunha;2022;2979
4308250;RS;Floriano Peixoto;2022;2864
4308300;RS;Fontoura Xavier;2022;11467
4308409;RS;Formigueiro;2022;33666
4308433;RS;Forquetinha;2022;5625
4308458;RS;Fortaleza dos Valos;2022;10704
4308508;RS;Frederico Westphalen;2022;17332
4308607;RS;Garibaldi;2022;2840
4308656;RS;Garruchos;2022;53668
4308706;RS;Gaurama;2022;5224
4308805;RS;General Câmara;2022;20073
4308854;RS;Gentil;2022;5977
4308904;RS;Getúlio Vargas;2022;5277
4309001;RS;Giruá;2022;15158
4309050;RS;Glorinha;2022;24773
4309100;RS;Gramado;2022;2653
4309126;RS;Gramado dos Loureiros;2022;2804
4309159;RS;Gramado Xavier;2022;3787
4309209;RS;Gravataí;2022;18650
4309258;RS;Guabiju;2022;6476
4309308;RS;Guaíba;2022;14370
4309407;RS;Guaporé;2022;7987
4309506;RS;Guarani das Missões;2022;11743
4309555;RS;Harmonia;2022;3814
4309571;RS;Herveiras;2022;2818
4309605;RS;Horizontina;2022;9917
4309654;RS;Hulha Negra;2022;43726
4309704;RS;Humaitá;2022;7863
4309753;RS;Ibarama;2022;2896
4309803;RS;Ibiaçá;2022;8411
4309902;RS;Ibiraiaras;2022;10775
4309951;RS;Ibirapuitã;2022;10916
4310009;RS;Ibirubá;2022;19925
4310108;RS;Igrejinha;2022;4068
4310207;RS;Ijuí;2022;21800
4310306;RS;Ilópolis;2022;2148
4310330;RS;Imbé;2022;763
4310363;RS;Imigrante;2022;4170
4310405;RS;Independência;2022;7966
4310413;RS;Inhacorá;2022;2680
4310439;RS;Ipê;2022;25069
4310462;RS;Ipiranga do Sul;2022;2640
4310504;RS;Iraí;2022;13281
4310538;RS;Itaara;2022;3630
4310553;RS;Itacurubi;2022;83564
4310579;RS;Itapuca;2022;3168
4310603;RS;Itaqui;2022;165741
4310652;RS;Itati;2022;3632
4310702;RS;Itatiba do Sul;2022;10838
4310751;RS;Ivorá;2022;5048
4310801;RS;Ivoti;2022;1974
4310850;RS;Jaboticaba;2022;5478
4310876;RS;Jacuizinho;2022;9843
4310900;RS;Jacutinga;2022;3557
4311007;RS;Jaguarão;2022;95723
4311106;RS;Jaguari;2022;50111
4311122;RS;Jaquirana;2022;38159
4311130;RS;Jari;2022;42922
4311155;RS;Jóia;2022;47480
4311205;RS;Júlio de Castilhos;2022;56352
4311239;RS;Lagoa Bonita do Sul;2022;1603
4311254;RS;Lagoão;2022;12711
4311270;RS;Lagoa dos Três Cantos;2022;3007
4311304;RS;Lagoa Vermelha;2022;30276
4311403;RS;Lajeado;2022;2293
4311429;RS;Lajeado do Bugre;2022;2200
4311502;RS;Lavras do Sul;2022;190889
4311601;RS;Liberato Salzano;2022;6750
4311627;RS;Lindolfo Collor;2022;770
4311643;RS;Linha Nova;2022;1268
4311700;RS;Machadinho;2022;18822
4311718;RS;Maçambará;2022;87328
4311734;RS;Mampituba;2022;2946
4311759;RS;Manoel Viana;2022;78638
4311775;RS;Maquiné;2022;8580
4311791;RS;Maratá;2022;2762
4311809;RS;Marau;2022;19277
4311908;RS;Marcelino Ramos;2022;9855
4311981;RS;Mariana Pimentel;2022;7066
4312005;RS;Mariano Moro;2022;7343
4312054;RS;Marques de Souza;2022;7665
4312104;RS;Mata;2022;19006
4312138;RS;Mato Castelhano;2022;4388
4312153;RS;Mato Leitão;2022;3921
4312179;RS;Mato Queimado;2022;5962
4312203;RS;Maximiliano de Almeida;2022;8141
4312252;RS;Minas do Leão;2022;17860
4312302;RS;Miraguaí;2022;8400
4312351;RS;Montauri;2022;4344
4312377;RS;Monte Alegre dos Campos;2022;20050
4312385;RS;Monte Belo do Sul;2022;806
4312401;RS;Montenegro;2022;15158
4312427;RS;Mormaço;2022;2346
4312443;RS;Morrinhos do Sul;2022;4974
4312450;RS;Morro Redondo;2022;13167
4312476;RS;Morro Reuter;2022;1745
4312500;RS;Mostardas;2022;54578
4312609;RS;Muçum;2022;1574
4312617;RS;Muitos Capões;2022;27241
4312625;RS;Muliterno;2022;3622
4312658;RS;Não-Me-Toque;2022;4667
4312674;RS;Nicolau Vergueiro;2022;5374
4312708;RS;Nonoai;2022;6602
4312757;RS;Nova Alvorada;2022;6091
4312807;RS;Nova Araçá;2022;6271
4312906;RS;Nova Bassano;2022;14539
4312955;RS;Nova Boa Vista;2022;4491
4313003;RS;Nova Bréscia;2022;4496
4313011;RS;Nova Candelária;2022;10418
4313037;RS;Nova Esperança do Sul;2022;16847
4313060;RS;Nova Hartz;2022;1114
4313086;RS;Nova Pádua;2022;1783
4313102;RS;Nova Palma;2022;16197
4313201;RS;Nova Petrópolis;2022;6773
4313300;RS;Nova Prata;2022;8700
4313334;RS;Nova Ramada;2022;6720
4313359;RS;Nova Roma do Sul;2022;7429
4313375;RS;Nova Santa Rita;2022;10022
4313391;RS;Novo Cabrais;2022;5163
4313409;RS;Novo Hamburgo;2022;7985
4313425;RS;Novo Machado;2022;5906
4313441;RS;Novo Tiradentes;2022;3530
4313466;RS;Novo Xingu;2022;3439
4313490;RS;Novo Barreiro;2022;3800
4313508;RS;Osório;2022;19451
4313607;RS;Paim Filho;2022;8837
4313656;RS;Palmares do Sul;2022;30725
4313706;RS;Palmeira das Missões;2022;17000
4313805;RS;Palmitinho;2022;12147
4313904;RS;Panambi;2022;14022
4313953;RS;Pantano Grande;2022;28943
4314001;RS;Paraí;2022;7462
4314027;RS;Paraíso do Sul;2022;8741
4314035;RS;Pareci Novo;2022;1975
4314050;RS;Parobé;2022;7075
4314068;RS;Passa Sete;2022;5113
4314076;RS;Passo do Sobrado;2022;17600
4314100;RS;Passo Fundo;2022;9645
4314134;RS;Paulo Bento;2022;4157
4314159;RS;Paverama;2022;7100
4314175;RS;Pedras Altas;2022;68447
4314209;RS;Pedro Osório;2022;33847
4314308;RS;Pejuçara;2022;8193
4314407;RS;Pelotas;2022;46855
4314423;RS;Picada Café;2022;1967
4314456;RS;Pinhal;2022;6300
4314464;RS;Pinhal da Serra;2022;17692
4314472;RS;Pinhal Grande;2022;15262
4314498;RS;Pinheirinho do Vale;2022;8749
4314506;RS;Pinheiro Machado;2022;125422
4314548;RS;Pinto Bandeira;2022;1149
4314555;RS;Pirapó;2022;21192
4314605;RS;Piratini;2022;133289
4314704;RS;Planalto;2022;10607
4314753;RS;Poço das Antas;2022;1892
4314779;RS;Pontão;2022;7015
4314787;RS;Ponte Preta;2022;4259
4314803;RS;Portão;2022;8914
4314902;RS;Porto Alegre;2022;5809
4315008;RS;Porto Lucena;2022;20910
4315057;RS;Porto Mauá;2022;6125
4315073;RS;Porto Vera Cruz;2022;10100
4315107;RS;Porto Xavier;2022;22656
4315131;RS;Pouso Novo;2022;3947
4315149;RS;Presidente Lucena;2022;2295
4315156;RS;Progresso;2022;8531
4315172;RS;Protásio Alves;2022;6540
4315206;RS;Putinga;2022;6518
4315305;RS;Quaraí;2022;255644
4315313;RS;Quatro Irmãos;2022;3491
4315321;RS;Quevedos;2022;24980
4315354;RS;Quinze de Novembro;2022;10638
4315404;RS;Redentora;2022;6400
4315453;RS;Relvado;2022;5172
4315503;RS;Restinga Sêca;2022;39412
4315552;RS;Rio dos Índios;2022;10790
4315602;RS;Rio Grande;2022;177292
4315701;RS;Rio Pardo;2022;84934
4315750;RS;Riozinho;2022;1946
4315800;RS;Roca Sales;2022;6595
4315909;RS;Rodeio Bonito;2022;5728
4315958;RS;Rolador;2022;10074
4316006;RS;Rolante;2022;11446
4316105;RS;Ronda Alta;2022;7467
4316204;RS;Rondinha;2022;12298
4316303;RS;Roque Gonzales;2022;29649
4316402;RS;Rosário do Sul;2022;304349
4316428;RS;Sagrada Família;2022;2175
4316436;RS;Saldanha Marinho;2022;6376
4316451;RS;Salto do Jacuí;2022;5147
4316477;RS;Salvador das Missões;2022;7892
4316501;RS;Salvador do Sul;2022;6841
4316600;RS;Sananduva;2022;15083
4316709;RS;Santa Bárbara do Sul;2022;12028
4316733;RS;Santa Cecília do Sul;2022;4192
4316758;RS;Santa Clara do Sul;2022;4827
4316808;RS;Santa Cruz do Sul;2022;25157
4316907;RS;Santa Maria;2022;89660
4316956;RS;Santa Maria do Herval;2022;3419
4316972;RS;Santa Margarida do Sul;2022;43988
4317004;RS;Santana da Boa Vista;2022;68219
4317103;RS;Sant'Ana do Livramento;2022;531504
4317202;RS;Santa Rosa;2022;19600
4317251;RS;Santa Tereza;2022;865
4317301;RS;Santa Vitória do Palmar;2022;173126
4317400;RS;Santiago;2022;171673
4317509;RS;Santo Ângelo;2022;20351
4317558;RS;Santo Antônio do Palma;2022;3782
4317608;RS;Santo Antônio da Patrulha;2022;59076
4317707;RS;Santo Antônio das Missões;2022;108455
4317756;RS;Santo Antônio do Planalto;2022;3215
4317806;RS;Santo Augusto;2022;7550
4317905;RS;Santo Cristo;2022;43596
4317954;RS;Santo Expedito do Sul;2022;6074
4318002;RS;São Borja;2022;130742
4318051;RS;São Domingos do Sul;2022;3737
4318101;RS;São Francisco de Assis;2022;166749
4318200;RS;São Francisco de Paula;2022;130946
4318309;RS;São Gabriel;2022;272543
4318408;RS;São Jerônimo;2022;28431
4318424;RS;São João da Urtiga;2022;8152
4318432;RS;São João do Polêsine;2022;3965
4318440;RS;São Jorge;2022;7888
4318457;RS;São José das Missões;2022;2420
4318465;RS;São José do Herval;2022;2510
4318481;RS;São José do Hortêncio;2022;2868
4318499;RS;São José do Inhacorá;2022;5361
4318507;RS;São José do Norte;2022;48982
4318606;RS;São José do Ouro;2022;15905
4318614;RS;São José do Sul;2022;2995
4318622;RS;São José dos Ausentes;2022;57877
4318705;RS;São Leopoldo;2022;1356
4318804;RS;São Lourenço do Sul;2022;92467
4318903;RS;São Luiz Gonzaga;2022;46748
4319000;RS;São Marcos;2022;7640
4319109;RS;São Martinho;2022;7395
4319125;RS;São Martinho da Serra;2022;27101
4319158;RS;São Miguel das Missões;2022;41544
4319208;RS;São Nicolau;2022;23834
4319307;RS;São Paulo das Missões;2022;21943
4319356;RS;São Pedro da Serra;2022;2770
4319364;RS;São Pedro das Missões;2022;1878
4319372;RS;São Pedro do Butiá;2022;7902
4319406;RS;São Pedro do Sul;2022;57996
4319505;RS;São Sebastião do Caí;2022;5076
4319604;RS;São Sepé;2022;100987
4319703;RS;São Valentim;2022;6593
4319711;RS;São Valentim do Sul;2022;2489
4319737;RS;São Valério do Sul;2022;2050
4319752;RS;São Vendelino;2022;993
4319802;RS;São Vicente do Sul;2022;69251
4319901;RS;Sapiranga;2022;3389
4320008;RS;Sapucaia do Sul;2022;222
4320107;RS;Sarandi;2022;9068
4320206;RS;Seberi;2022;13090
