ano;mes;uf;especie;diagnostico;casos
2021;11;TO;BOVINOS;Lesões Tuberculósicas;6
2021;11;TO;BOVINOS;Linfadenite Caseosa (notificação Sif);2
2021;11;TO;BOVINOS;Magreza;1
2021;11;TO;BOVINOS;Neoplasia;4
2021;11;TO;BOVINOS;Parasitose Não Zoonótica;439
2021;11;TO;BOVINOS;Pneumonia Enzoótica (notificação Sif);1
2021;11;TO;BOVINOS;Septicemia;1
2021;11;TO;BOVINOS;Tuberculose (notificação Sif);1
2021;12;AC;BOVINOS;Abscesso (mamíferos);18
2021;12;AC;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;AC;BOVINOS;Aderência de Pleura (seca);1
2021;12;AC;BOVINOS;Aderência de Pleura (úmida);3
2021;12;AC;BOVINOS;Alteração Linfática Inespecífica;6
2021;12;AC;BOVINOS;Artrite (uma Articulação);1
2021;12;AC;BOVINOS;Cisticercose Bovina;1
2021;12;AC;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;AC;BOVINOS;Fígado Amarelo;10
2021;12;AC;BOVINOS;Lesão Inflamatória;61
2021;12;AC;BOVINOS;Lesão Restrita;1
2021;12;AC;BOVINOS;Lesão Traumática;11
2021;12;AC;BOVINOS;Magreza;1
2021;12;AC;BOVINOS;Miíase Cutânea;1
2021;12;AC;BOVINOS;Parasitose Não Zoonótica;1
2021;12;AC;BOVINOS;Septicemia;1
2021;12;AM;BOVINOS;Abscesso (mamíferos);7
2021;12;AM;BOVINOS;Aderência de Pleura (seca);1
2021;12;AM;BOVINOS;Alteração Linfática Inespecífica;1
2021;12;AM;BOVINOS;Fratura (após A Morte);1
2021;12;AM;BOVINOS;Fígado Amarelo;19
2021;12;AM;BOVINOS;Lesão Inflamatória;121
2021;12;AM;BOVINOS;Lesão Traumática;6
2021;12;AM;BOVINOS;Miíase Cutânea;1
2021;12;AM;BOVINOS;Parasitose Não Zoonótica;15
2021;12;BA;BOVINOS;Abscesso (mamíferos);26
2021;12;BA;BOVINOS;Actinobacilose (ruminantes);3
2021;12;BA;BOVINOS;Aderência de Pleura (seca);16
2021;12;BA;BOVINOS;Aderência de Pleura (úmida);1
2021;12;BA;BOVINOS;Alteração Linfática Inespecífica;28
2021;12;BA;BOVINOS;Alterações Musculares (hemorragias);703
2021;12;BA;BOVINOS;Cisticercose Bovina;7
2021;12;BA;BOVINOS;Fígado Amarelo;10
2021;12;BA;BOVINOS;Lesão Inflamatória;623
2021;12;BA;BOVINOS;Lesão Restrita;20
2021;12;BA;BOVINOS;Lesão Traumática;49
2021;12;BA;BOVINOS;Lesões Tuberculósicas;1
2021;12;BA;BOVINOS;Miíase Cutânea;4
2021;12;BA;BOVINOS;Neoplasia;1
2021;12;BA;BOVINOS;Parasitose Não Zoonótica;10
2021;12;DF;BOVINOS;Abscesso (mamíferos);1
2021;12;DF;BUBALINOS;Fígado Amarelo;3
2021;12;DF;BUBALINOS;Lesão Inflamatória;11
2021;12;ES;BOVINOS;Abscesso (mamíferos);31
2021;12;ES;BOVINOS;Aderência de Pleura (seca);1
2021;12;ES;BOVINOS;Alteração Linfática Inespecífica;25
2021;12;ES;BOVINOS;Cisticercose Bovina;6
2021;12;ES;BOVINOS;Equinococose/hidatidose (notificaçao Sif);1
2021;12;ES;BOVINOS;Fasciolose Hepática (notificação Sif);15
2021;12;ES;BOVINOS;Fígado Amarelo;12
2021;12;ES;BOVINOS;Lesão Inflamatória;131
2021;12;ES;BOVINOS;Lesão Traumática;7
2021;12;ES;BOVINOS;Lesões Tuberculósicas;3
2021;12;ES;BOVINOS;Miíase Cutânea;6
2021;12;ES;BOVINOS;Parasitose Não Zoonótica;3
2021;12;GO;BOVINOS;Abscesso (mamíferos);150
2021;12;GO;BOVINOS;Actinomicose (notificação Sif);9
2021;12;GO;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;GO;BOVINOS;Aderência de Pleura (seca);29
2021;12;GO;BOVINOS;Aderência de Pleura (úmida);6
2021;12;GO;BOVINOS;Alteração Linfática Inespecífica;80
2021;12;GO;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;12;GO;BOVINOS;Alterações Musculares (hemorragias);1
2021;12;GO;BOVINOS;Aspiração de Líquido;225
2021;12;GO;BOVINOS;Caquexia;15
2021;12;GO;BOVINOS;Cisticercose Bovina;77
2021;12;GO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);6
2021;12;GO;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;GO;BOVINOS;Fasciolose Hepática (notificação Sif);1
2021;12;GO;BOVINOS;Fígado Amarelo;86
2021;12;GO;BOVINOS;Lesão Inflamatória;865
2021;12;GO;BOVINOS;Lesão Restrita;678
2021;12;GO;BOVINOS;Lesão Traumática;10
2021;12;GO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;GO;BOVINOS;Lesões Tuberculósicas;10
2021;12;GO;BOVINOS;Linfadenite Caseosa (já Notificado);1
2021;12;GO;BOVINOS;Magreza;7
2021;12;GO;BOVINOS;Miíase Cutânea;1
2021;12;GO;BOVINOS;Neoplasia;3
2021;12;GO;BOVINOS;Parasitose Não Zoonótica;16
2021;12;GO;BOVINOS;Síndrome Hemorrágica (suspeito);11
2021;12;GO;BOVINOS;Tuberculose (notificação Sif);1
2021;12;MA;BOVINOS;Abscesso (mamíferos);34
2021;12;MA;BOVINOS;Actinomicose (notificação Sif);3
2021;12;MA;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;MA;BOVINOS;Aderência de Pleura (seca);1
2021;12;MA;BOVINOS;Alteração Linfática Inespecífica;32
2021;12;MA;BOVINOS;Alterações Musculares (rigidez Atípica);1
2021;12;MA;BOVINOS;Coloração Anormal (post Mortem);44
2021;12;MA;BOVINOS;Equinococose/hidatidose (notificaçao Sif);20
2021;12;MA;BOVINOS;Fratura (após A Morte);1
2021;12;MA;BOVINOS;Fígado Amarelo;22
2021;12;MA;BOVINOS;Lesão Inflamatória;447
2021;12;MA;BOVINOS;Lesão Restrita;15
2021;12;MA;BOVINOS;Lesão Traumática;60
2021;12;MA;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2021;12;MA;BOVINOS;Parasitose Não Zoonótica;3
2021;12;MA;BOVINOS;Septicemia;3
2021;12;MA;BOVINOS;Tuberculose (reagente Notificação Sif);1
2021;12;MG;BOVINOS;Aborto Recente (fêmea);1
2021;12;MG;BOVINOS;Abscesso (mamíferos);363
2021;12;MG;BOVINOS;Actinomicose (notificação Sif);24
2021;12;MG;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;MG;BOVINOS;Aderência de Pleura (seca);15
2021;12;MG;BOVINOS;Aderência de Pleura (úmida);3
2021;12;MG;BOVINOS;Alteração Linfática Inespecífica;36
2021;12;MG;BOVINOS;Alterações Musculares (rigidez Atípica);1
2021;12;MG;BOVINOS;Aspiração de Líquido;48
2021;12;MG;BOVINOS;Caquexia;3
2021;12;MG;BOVINOS;Cisticercose Bovina;268
2021;12;MG;BOVINOS;Coloração Anormal (post Mortem);1
2021;12;MG;BOVINOS;Equinococose/hidatidose (notificaçao Sif);6
2021;12;MG;BOVINOS;Euritrematose (ruminantes);1
2021;12;MG;BOVINOS;Fasciolose Hepática (notificação Sif);33
2021;12;MG;BOVINOS;Fratura (após A Morte);3
2021;12;MG;BOVINOS;Fígado Amarelo;10
2021;12;MG;BOVINOS;Gordura Amarela;1
2021;12;MG;BOVINOS;Lesão Inflamatória;340
2021;12;MG;BOVINOS;Lesão Restrita;81
2021;12;MG;BOVINOS;Lesão Traumática;68
2021;12;MG;BOVINOS;Lesão de Pele;1
2021;12;MG;BOVINOS;Lesões Tuberculósicas;11
2021;12;MG;BOVINOS;Linfadenite Caseosa (já Notificado);1
2021;12;MG;BOVINOS;Linfadenite Caseosa (notificação Sif);4
2021;12;MG;BOVINOS;Magreza;7
2021;12;MG;BOVINOS;Miíase Cutânea;78
2021;12;MG;BOVINOS;Neoplasia;1
2021;12;MG;BOVINOS;Parasitose Não Zoonótica;170
2021;12;MG;BOVINOS;Septicemia;10
2021;12;MG;BOVINOS;Tuberculose (já Notificado);1
2021;12;MG;BOVINOS;Tuberculose (notificação Sif);3
2021;12;MG;BUBALINOS;Fasciolose Hepática (notificação Sif);1
2021;12;MG;BUBALINOS;Lesão Inflamatória;15
2021;12;MS;BOVINOS;Abscesso (mamíferos);120
2021;12;MS;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;MS;BOVINOS;Aderência de Pleura (seca);6
2021;12;MS;BOVINOS;Aderência de Pleura (úmida);1
2021;12;MS;BOVINOS;Alteração Linfática Inespecífica;76
2021;12;MS;BOVINOS;Alterações Musculares (hemorragias);11
2021;12;MS;BOVINOS;Aspiração de Líquido;440
2021;12;MS;BOVINOS;Botulismo (notificação Sif);1
2021;12;MS;BOVINOS;Cisticercose Bovina;118
2021;12;MS;BOVINOS;Coloração Anormal (post Mortem);7
2021;12;MS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);18
2021;12;MS;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;MS;BOVINOS;Euritrematose (ruminantes);1
2021;12;MS;BOVINOS;Fasciolose Hepática (notificação Sif);1
2021;12;MS;BOVINOS;Fratura (após A Morte);1
2021;12;MS;BOVINOS;Fígado Amarelo;126
2021;12;MS;BOVINOS;Lesão Inflamatória;818
2021;12;MS;BOVINOS;Lesão Restrita;18
2021;12;MS;BOVINOS;Lesão Traumática;28
2021;12;MS;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;MS;BOVINOS;Lesão de Pele;13
2021;12;MS;BOVINOS;Lesões Tuberculósicas;1
2021;12;MS;BOVINOS;Magreza;1
2021;12;MS;BOVINOS;Miíase Cutânea;45
2021;12;MS;BOVINOS;Neoplasia;1
2021;12;MS;BOVINOS;Parasitose Não Zoonótica;21
2021;12;MS;BOVINOS;Sarcocistose;3
2021;12;MS;BOVINOS;Septicemia;1
2021;12;MS;BUBALINOS;Abscesso (mamíferos);1
2021;12;MS;BUBALINOS;Fígado Amarelo;1
2021;12;MT;BOVINOS;Abscesso (mamíferos);571
2021;12;MT;BOVINOS;Actinobacilose (ruminantes);1
2021;12;MT;BOVINOS;Actinomicose (já Notificado);1
2021;12;MT;BOVINOS;Actinomicose (notificação Sif);1
2021;12;MT;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;MT;BOVINOS;Aderência de Pleura (seca);22
2021;12;MT;BOVINOS;Aderência de Pleura (úmida);6
2021;12;MT;BOVINOS;Alteração Linfática Inespecífica;66
2021;12;MT;BOVINOS;Alterações Musculares (estresse/fadiga);10
2021;12;MT;BOVINOS;Alterações Musculares (hemorragias);3
2021;12;MT;BOVINOS;Artrite (uma Articulação);1
2021;12;MT;BOVINOS;Aspiração de Líquido;283
2021;12;MT;BOVINOS;Caquexia;3
2021;12;MT;BOVINOS;Cisticercose Bovina;10
2021;12;MT;BOVINOS;Coloração Anormal (post Mortem);31
2021;12;MT;BOVINOS;Equinococose/hidatidose (notificaçao Sif);7
2021;12;MT;BOVINOS;Esplenomegalia;1
2021;12;MT;BOVINOS;Estresse/fadiga (no Ante Mortem);3
2021;12;MT;BOVINOS;Fasciolose Hepática (notificação Sif);7
2021;12;MT;BOVINOS;Footrot (notificação Sif);1
2021;12;MT;BOVINOS;Fratura (após A Morte);1
2021;12;MT;BOVINOS;Fígado Amarelo;217
2021;12;MT;BOVINOS;Gordura Amarela;3
2021;12;MT;BOVINOS;Lesão Inflamatória;2367
2021;12;MT;BOVINOS;Lesão Restrita;670
2021;12;MT;BOVINOS;Lesão Traumática;33
2021;12;MT;BOVINOS;Lesão Traumática (detectada no Ante Mortem);5
2021;12;MT;BOVINOS;Lesões Tuberculósicas;1
2021;12;MT;BOVINOS;Leucose Enzoótica Bovina (notificação Sif);1
2021;12;MT;BOVINOS;Magreza;6
2021;12;MT;BOVINOS;Miíase Cutânea;1
2021;12;MT;BOVINOS;Neoplasia;6
2021;12;MT;BOVINOS;Parasitose Não Zoonótica;67
2021;12;MT;BOVINOS;Pneumonia Enzoótica (notificação Sif);1
2021;12;MT;BOVINOS;Sarcocistose;1
2021;12;MT;BOVINOS;Septicemia;6
2021;12;MT;BOVINOS;Tuberculose (notificação Sif);1
2021;12;MT;BOVINOS;Útero Com Feto(s);3
2021;12;PA;BOVINOS;Abscesso (mamíferos);67
2021;12;PA;BOVINOS;Actinobacilose (ruminantes);3
2021;12;PA;BOVINOS;Actinomicose (notificação Sif);16
2021;12;PA;BOVINOS;Aderência de Pleura (seca);15
2021;12;PA;BOVINOS;Aderência de Pleura (úmida);1
2021;12;PA;BOVINOS;Alteração Linfática Inespecífica;59
2021;12;PA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;12;PA;BOVINOS;Alterações Musculares (rigidez Atípica);6
2021;12;PA;BOVINOS;Artrite (uma Articulação);1
2021;12;PA;BOVINOS;Aspiração de Líquido;154
2021;12;PA;BOVINOS;Brucelose (reagentes Já Notificados);1
2021;12;PA;BOVINOS;Brucelose (reagentes Notificação Sif);1
2021;12;PA;BOVINOS;Caquexia;1
2021;12;PA;BOVINOS;Cisticercose Bovina;10
2021;12;PA;BOVINOS;Equinococose/hidatidose (notificaçao Sif);4
2021;12;PA;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;PA;BOVINOS;Fratura (após A Morte);2
2021;12;PA;BOVINOS;Fígado Amarelo;21
2021;12;PA;BOVINOS;Gordura Amarela;1
2021;12;PA;BOVINOS;Lesão Inflamatória;365
2021;12;PA;BOVINOS;Lesão Restrita;32
2021;12;PA;BOVINOS;Lesão Traumática;174
2021;12;PA;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;PA;BOVINOS;Lesões Tuberculósicas;6
2021;12;PA;BOVINOS;Miíase Cutânea;95
2021;12;PA;BOVINOS;Neoplasia;9
2021;12;PA;BOVINOS;Parasitose Não Zoonótica;66
2021;12;PA;BOVINOS;Septicemia;1
2021;12;PA;BOVINOS;Tuberculose (já Notificado);1
2021;12;PA;BOVINOS;Tuberculose (notificação Sif);1
2021;12;PA;BUBALINOS;Abscesso (mamíferos);1
2021;12;PA;BUBALINOS;Alteração Linfática Inespecífica;1
2021;12;PA;BUBALINOS;Fígado Amarelo;1
2021;12;PA;BUBALINOS;Lesão Inflamatória;53
2021;12;PA;BUBALINOS;Parasitose Não Zoonótica;1
2021;12;PR;BOVINOS;Abscesso (mamíferos);140
2021;12;PR;BOVINOS;Actinobacilose (ruminantes);1
2021;12;PR;BOVINOS;Actinomicose (notificação Sif);1
2021;12;PR;BOVINOS;Aderência de Pleura (purulenta);3
2021;12;PR;BOVINOS;Aderência de Pleura (seca);38
2021;12;PR;BOVINOS;Aderência de Pleura (úmida);10
2021;12;PR;BOVINOS;Alteração Linfática Inespecífica;15
2021;12;PR;BOVINOS;Aspiração de Líquido;49
2021;12;PR;BOVINOS;Caquexia;3
2021;12;PR;BOVINOS;Cisticercose Bovina;31
2021;12;PR;BOVINOS;Coloração Anormal (post Mortem);1
2021;12;PR;BOVINOS;Equinococose/hidatidose (notificaçao Sif);11
2021;12;PR;BOVINOS;Euritrematose (ruminantes);266
2021;12;PR;BOVINOS;Fasciolose Hepática (notificação Sif);3
2021;12;PR;BOVINOS;Fígado Amarelo;15
2021;12;PR;BOVINOS;Lesão Inflamatória;296
2021;12;PR;BOVINOS;Lesão Restrita;21
2021;12;PR;BOVINOS;Lesão Traumática;204
2021;12;PR;BOVINOS;Lesões Tuberculósicas;21
2021;12;PR;BOVINOS;Linfadenite Caseosa (notificação Sif);7
2021;12;PR;BOVINOS;Magreza;4
2021;12;PR;BOVINOS;Miíase Cutânea;6
2021;12;PR;BOVINOS;Neoplasia;1
2021;12;PR;BOVINOS;Parasitose Não Zoonótica;58
2021;12;PR;BOVINOS;Septicemia;1
2021;12;PR;BOVINOS;Tuberculose (notificação Sif);1
2021;12;RJ;BOVINOS;Abscesso (mamíferos);6
2021;12;RJ;BOVINOS;Actinobacilose (ruminantes);1
2021;12;RJ;BOVINOS;Aderência de Pleura (seca);1
2021;12;RJ;BOVINOS;Equinococose/hidatidose (notificaçao Sif);1
2021;12;RJ;BOVINOS;Fasciolose Hepática (notificação Sif);17
2021;12;RJ;BOVINOS;Lesão Inflamatória;6
2021;12;RJ;BOVINOS;Lesão Traumática;3
2021;12;RO;BOVINOS;Abscesso (mamíferos);78
2021;12;RO;BOVINOS;Actinomicose (notificação Sif);3
2021;12;RO;BOVINOS;Aderência de Pleura (seca);1
2021;12;RO;BOVINOS;Aderência de Pleura (úmida);1
2021;12;RO;BOVINOS;Alteração Linfática Inespecífica;31
2021;12;RO;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;12;RO;BOVINOS;Caquexia;1
2021;12;RO;BOVINOS;Características Sensoriais Anormais;15
2021;12;RO;BOVINOS;Cisticercose Bovina;1
2021;12;RO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);1
2021;12;RO;BOVINOS;Fratura (após A Morte);1
2021;12;RO;BOVINOS;Fígado Amarelo;21
2021;12;RO;BOVINOS;Lesão Inflamatória;224
2021;12;RO;BOVINOS;Lesão Restrita;1
2021;12;RO;BOVINOS;Lesão Traumática;15
2021;12;RO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;RO;BOVINOS;Magreza;1
2021;12;RO;BOVINOS;Miíase Cutânea;1
2021;12;RO;BOVINOS;Neoplasia;10
2021;12;RO;BOVINOS;Parasitose Não Zoonótica;34
2021;12;RO;BOVINOS;Tuberculose (notificação Sif);1
2021;12;RO;BOVINOS;Tuberculose (reagente Já Notificado);1
2021;12;RO;BOVINOS;Tuberculose (reagente Notificação Sif);1
2021;12;RR;BOVINOS;Abscesso (mamíferos);6
2021;12;RR;BOVINOS;Brucelose (reagentes Já Notificados);8
2021;12;RR;BOVINOS;Cisticercose Bovina;1
2021;12;RR;BOVINOS;Fígado Amarelo;1
2021;12;RR;BOVINOS;Lesão Inflamatória;18
2021;12;RR;BOVINOS;Lesão Traumática;2
2021;12;RS;BOVINOS;Abscesso (mamíferos);158
2021;12;RS;BOVINOS;Actinobacilose (ruminantes);107
2021;12;RS;BOVINOS;Actinomicose (notificação Sif);1
2021;12;RS;BOVINOS;Aderência de Pleura (purulenta);1
2021;12;RS;BOVINOS;Aderência de Pleura (seca);10
2021;12;RS;BOVINOS;Alteração Linfática Inespecífica;55
2021;12;RS;BOVINOS;Alterações Musculares (rigidez Atípica);1
2021;12;RS;BOVINOS;Caquexia;2
2021;12;RS;BOVINOS;Cisticercose Bovina;59
2021;12;RS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);284
2021;12;RS;BOVINOS;Fasciolose Hepática (notificação Sif);1484
2021;12;RS;BOVINOS;Fratura (após A Morte);1
2021;12;RS;BOVINOS;Fígado Amarelo;17
2021;12;RS;BOVINOS;Gordura Amarela;3
2021;12;RS;BOVINOS;Lesão Inflamatória;273
2021;12;RS;BOVINOS;Lesão Restrita;1
2021;12;RS;BOVINOS;Lesão Traumática;15
2021;12;RS;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;RS;BOVINOS;Lesões Tuberculósicas;21
2021;12;RS;BOVINOS;MIÍASE (CONFIRMADA - C. hominivorax);3
2021;12;RS;BOVINOS;Magreza;1
2021;12;RS;BOVINOS;Miíase Cutânea;1
2021;12;RS;BOVINOS;Neoplasia;3
2021;12;RS;BOVINOS;Parasitose Não Zoonótica;55
2021;12;RS;BOVINOS;Parto Recente (fêmea);1
2021;12;RS;BOVINOS;Sarcocistose;1
2021;12;RS;BOVINOS;Septicemia;1
2021;12;RS;BOVINOS;Tuberculose (notificação Sif);3
2021;12;RS;BOVINOS;Útero Com Feto(s);1
2021;12;RS;BUBALINOS;Fasciolose Hepática (notificação Sif);3
2021;12;RS;BUBALINOS;Lesão Inflamatória;5
2021;12;SC;BOVINOS;Abscesso (mamíferos);80
2021;12;SC;BOVINOS;Aderência de Pleura (seca);10
2021;12;SC;BOVINOS;Aderência de Pleura (úmida);1
2021;12;SC;BOVINOS;Alteração Linfática Inespecífica;3
2021;12;SC;BOVINOS;Artrite (uma Articulação);1
2021;12;SC;BOVINOS;Caquexia;3
2021;12;SC;BOVINOS;Cisticercose Bovina;6
2021;12;SC;BOVINOS;Euritrematose (ruminantes);50
2021;12;SC;BOVINOS;Fasciolose Hepática (notificação Sif);91
2021;12;SC;BOVINOS;Fígado Amarelo;2
2021;12;SC;BOVINOS;Lesão Inflamatória;6
2021;12;SC;BOVINOS;Lesão Traumática;36
2021;12;SC;BOVINOS;Magreza;3
2021;12;SC;BOVINOS;Miíase Cutânea;6
2021;12;SC;BOVINOS;Neoplasia;1
2021;12;SC;BOVINOS;Parasitose Não Zoonótica;213
2021;12;SC;BOVINOS;Septicemia;3
2021;12;SC;BOVINOS;Tuberculose (notificação Sif);1
2021;12;SE;BOVINOS;Abscesso (mamíferos);4
2021;12;SE;BOVINOS;Alteração Linfática Inespecífica;6
2021;12;SE;BOVINOS;Fratura (após A Morte);1
2021;12;SE;BOVINOS;Lesão Inflamatória;7
2021;12;SE;BOVINOS;Lesão Traumática;3
2021;12;SP;BOVINOS;Abscesso (mamíferos);383
2021;12;SP;BOVINOS;Acrobustite;1
2021;12;SP;BOVINOS;Aderência de Pleura (purulenta);3
2021;12;SP;BOVINOS;Aderência de Pleura (seca);65
2021;12;SP;BOVINOS;Aderência de Pleura (úmida);1
2021;12;SP;BOVINOS;Alteração Linfática Inespecífica;77
2021;12;SP;BOVINOS;Alterações Musculares (rigidez Atípica);1
2021;12;SP;BOVINOS;Aspiração de Líquido;561
2021;12;SP;BOVINOS;Brucelose (reagentes Já Notificados);22
2021;12;SP;BOVINOS;Caquexia;5
2021;12;SP;BOVINOS;Cisticercose Bovina;167
2021;12;SP;BOVINOS;Equinococose/hidatidose (notificaçao Sif);10
2021;12;SP;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;SP;BOVINOS;Euritrematose (ruminantes);95
2021;12;SP;BOVINOS;Fasciolose Hepática (notificação Sif);203
2021;12;SP;BOVINOS;Fratura (após A Morte);9
2021;12;SP;BOVINOS;Fígado Amarelo;16
2021;12;SP;BOVINOS;Lesão Inflamatória;1396
2021;12;SP;BOVINOS;Lesão Traumática;101
2021;12;SP;BOVINOS;Lesão Traumática (detectada no Ante Mortem);26
2021;12;SP;BOVINOS;Lesões Tuberculósicas;11
2021;12;SP;BOVINOS;Magreza;7
2021;12;SP;BOVINOS;Miíase Cutânea;11
2021;12;SP;BOVINOS;Neoplasia;3
2021;12;SP;BOVINOS;Parasitose Não Zoonótica;21
2021;12;SP;BOVINOS;Sarcocistose;1
2021;12;SP;BOVINOS;Septicemia;1
2021;12;SP;BOVINOS;Síndrome Hemorrágica (suspeito);16
2021;12;SP;BOVINOS;Tuberculose (notificação Sif);11
2021;12;TO;BOVINOS;Abscesso (mamíferos);3979
2021;12;TO;BOVINOS;Actinomicose (notificação Sif);1101
2021;12;TO;BOVINOS;Aderência de Pleura (seca);30
2021;12;TO;BOVINOS;Alteração Linfática Inespecífica;3722
2021;12;TO;BOVINOS;Cisticercose Bovina;1
2021;12;TO;BOVINOS;Coloração Anormal (post Mortem);1817
2021;12;TO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);2845
2021;12;TO;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;12;TO;BOVINOS;Fasciolose Hepática (notificação Sif);162
2021;12;TO;BOVINOS;Fratura (após A Morte);3
2021;12;TO;BOVINOS;Fígado Amarelo;2858
2021;12;TO;BOVINOS;Lesão Inflamatória;4892
2021;12;TO;BOVINOS;Lesão Restrita;31
2021;12;TO;BOVINOS;Lesão Traumática;1835
2021;12;TO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;12;TO;BOVINOS;Lesão de Pele;1
2021;12;TO;BOVINOS;Lesões Tuberculósicas;36
2021;12;TO;BOVINOS;Neoplasia;49
2021;12;TO;BOVINOS;Parasitose Não Zoonótica;1187
2021;12;TO;BOVINOS;Tuberculose (notificação Sif);4
2022;1;AC;BOVINOS;Abscesso (mamíferos);17
2022;1;AC;BOVINOS;Acrobustite;1
2022;1;AC;BOVINOS;Actinobacilose (ruminantes);1
2022;1;AC;BOVINOS;Aderência de Pleura (seca);1
2022;1;AC;BOVINOS;Aderência de Pleura (úmida);1
2022;1;AC;BOVINOS;Alteração Linfática Inespecífica;21
2022;1;AC;BOVINOS;Artrite (uma Articulação);1
2022;1;AC;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2022;1;AC;BOVINOS;Fígado Amarelo;15
2022;1;AC;BOVINOS;Lesão Inflamatória;49
2022;1;AC;BOVINOS;Lesão Traumática;15
2022;1;AC;BOVINOS;Parasitose Não Zoonótica;1
2022;1;AC;BOVINOS;Septicemia;1
2022;1;AM;BOVINOS;Abscesso (mamíferos);4
2022;1;AM;BOVINOS;Aderência de Pleura (seca);1
2022;1;AM;BOVINOS;Alteração Linfática Inespecífica;1
2022;1;AM;BOVINOS;Fígado Amarelo;16
2022;1;AM;BOVINOS;Lesão Inflamatória;42
2022;1;AM;BOVINOS;Lesão Traumática;12
2022;1;AM;BOVINOS;Neoplasia;1
2022;1;AM;BOVINOS;Parasitose Não Zoonótica;22
2022;1;BA;BOVINOS;Abscesso (mamíferos);24
2022;1;BA;BOVINOS;Actinobacilose (ruminantes);6
2022;1;BA;BOVINOS;Aderência de Pleura (seca);6
2022;1;BA;BOVINOS;Aderência de Pleura (úmida);1
2022;1;BA;BOVINOS;Alteração Linfática Inespecífica;11
2022;1;BA;BOVINOS;Alterações Musculares (hemorragias);626
2022;1;BA;BOVINOS;Cisticercose Bovina;6
2022;1;BA;BOVINOS;Encefalomielite Equina do Leste (confirmado);2
2022;1;BA;BOVINOS;Fígado Amarelo;10
2022;1;BA;BOVINOS;Lesão Inflamatória;340
2022;1;BA;BOVINOS;Lesão Traumática;75
2022;1;BA;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2022;1;BA;BOVINOS;Lesões Tuberculósicas;1
2022;1;BA;BOVINOS;Linfadenite Caseosa (já Notificado);1
2022;1;BA;BOVINOS;Parasitose Não Zoonótica;37
2022;1;BA;BOVINOS;Tuberculose (notificação Sif);1
2022;1;DF;BOVINOS;Fígado Amarelo;1
2022;1;DF;BOVINOS;Lesão Inflamatória;2
2022;1;ES;BOVINOS;Abscesso (mamíferos);16
2022;1;ES;BOVINOS;Aderência de Pleura (seca);1
2022;1;ES;BOVINOS;Alteração Linfática Inespecífica;38
2022;1;ES;BOVINOS;Cisticercose Bovina;10
2022;1;ES;BOVINOS;Equinococose/hidatidose (notificaçao Sif);1
2022;1;ES;BOVINOS;Fasciolose Hepática (notificação Sif);16
2022;1;ES;BOVINOS;Fígado Amarelo;11
2022;1;ES;BOVINOS;Lesão Inflamatória;75
2022;1;ES;BOVINOS;Lesão Traumática;17
2022;1;ES;BOVINOS;Lesões Tuberculósicas;1
2022;1;ES;BOVINOS;Miíase Cutânea;4
2022;1;ES;BOVINOS;Parasitose Não Zoonótica;3
2022;1;GO;BOVINOS;Abscesso (mamíferos);87
2022;1;GO;BOVINOS;Actinomicose (notificação Sif);19
2022;1;GO;BOVINOS;Aderência de Pleura (purulenta);2
2022;1;GO;BOVINOS;Aderência de Pleura (seca);6
2022;1;GO;BOVINOS;Aderência de Pleura (úmida);25
2022;1;GO;BOVINOS;Alteração Linfática Inespecífica;117
2022;1;GO;BOVINOS;Alterações Musculares (estresse/fadiga);3
2022;1;GO;BOVINOS;Alterações Musculares (rigidez Atípica);1
2022;1;GO;BOVINOS;Artrite (uma Articulação);3
2022;1;GO;BOVINOS;Aspiração de Líquido;42
