ano;mes;uf;especie;diagnostico;casos
2021;1;AC;BOVINOS;Abscesso (Mamífero);18
2021;1;AC;BOVINOS;Adenite;146
2021;1;AC;BOVINOS;Aderência de Pleura (seca);3
2021;1;AC;BOVINOS;Aderência de Pleura (úmida);2
2021;1;AC;BOVINOS;Afecções Cardio Respiratorias;3
2021;1;AC;BOVINOS;Alterações Musculares;1
2021;1;AC;BOVINOS;Alterações Musculares (estresse/fadiga);3
2021;1;AC;BOVINOS;Artrite (uma Articulação);4
2021;1;AC;BOVINOS;Bursite;1
2021;1;AC;BOVINOS;Hipertrofia;11
2021;1;AC;BOVINOS;Linfadenite;52
2021;1;AC;BOVINOS;Magreza;2
2021;1;AC;BOVINOS;Metrite;1
2021;1;AC;BOVINOS;Nefrite;1
2021;1;BA;BOVINOS;Alteração Linfática Inespecífica;1
2021;1;BA;BOVINOS;Cisticercose Bovina;67
2021;1;BA;BOVINOS;Fratura (após A Morte);2
2021;1;BA;BOVINOS;Lesão Traumática;2
2021;1;BA;BOVINOS;Lesões Tuberculósicas;1
2021;1;BA;BOVINOS;Magreza;1
2021;1;ES;BOVINOS;Cisticercose Calcificada;88
2021;1;ES;BOVINOS;Cisticercose Viva;6
2021;1;ES;BOVINOS;Tuberculose (notificação Sif);4
2021;1;ES;BOVINOS;Tuberculose Caseosa;5
2021;1;GO;BOVINOS;Abscesso;47
2021;1;GO;BOVINOS;Abscesso (Mamífero);8
2021;1;GO;BOVINOS;Actinobacilose (ruminantes);1
2021;1;GO;BOVINOS;Actinomicose (notificação Sif);12
2021;1;GO;BOVINOS;Aderencias;17
2021;1;GO;BOVINOS;Aderência de Pleura (seca);12
2021;1;GO;BOVINOS;Afecções Cardio Respiratorias;2
2021;1;GO;BOVINOS;Alteração Linfática Inespecífica;22
2021;1;GO;BOVINOS;Cisticercose Bovina;67
2021;1;GO;BOVINOS;Cisticercose Calcificada;23
2021;1;GO;BOVINOS;Cisticercose Viva;5
2021;1;GO;BOVINOS;Contusão;2
2021;1;GO;BOVINOS;Estresse/fadiga (no Ante Mortem);3
2021;1;GO;BOVINOS;Fasciolose Hepática (notificação Sif);1
2021;1;GO;BOVINOS;Fígado Amarelo;7
2021;1;GO;BOVINOS;Hidatidose;2
2021;1;GO;BOVINOS;Ictericia;1
2021;1;GO;BOVINOS;Lesão Inflamatória;7
2021;1;GO;BOVINOS;Lesão Traumática;80
2021;1;GO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);2
2021;1;GO;BOVINOS;Lesões Tuberculósicas;11
2021;1;GO;BOVINOS;Linfadenite;22
2021;1;GO;BOVINOS;Magreza;1
2021;1;GO;BOVINOS;Mamite;3
2021;1;GO;BOVINOS;Nefrite;1
2021;1;GO;BOVINOS;Neoplasia;2
2021;1;GO;BOVINOS;Parto Recente (fêmea);1
2021;1;GO;BOVINOS;Pleurite;1
2021;1;GO;BOVINOS;Pneumonia;12
2021;1;GO;BOVINOS;Tuberculose;4
2021;1;GO;BOVINOS;Tuberculose (notificação Sif);5
2021;1;GO;BOVINOS;Tuberculose Calcificada;1
2021;1;MA;BOVINOS;Hipertrofia Nod Linf;2
2021;1;MA;BOVINOS;Septicemia;2
2021;1;MG;BOVINOS;Abscesso;29
2021;1;MG;BOVINOS;Abscesso (Mamífero);6
2021;1;MG;BOVINOS;Actinobacilose (ruminantes);1
2021;1;MG;BOVINOS;Actinomicose (notificação Sif);35
2021;1;MG;BOVINOS;Aderencias;12
2021;1;MG;BOVINOS;Aderência de Pleura (seca);29
2021;1;MG;BOVINOS;Aderência de Pleura (úmida);1
2021;1;MG;BOVINOS;Alteração Linfática Inespecífica;6
2021;1;MG;BOVINOS;Caquexia;1
2021;1;MG;BOVINOS;Cisticercose;70
2021;1;MG;BOVINOS;Cisticercose Bovina;116
2021;1;MG;BOVINOS;Cisticercose Calcificada;51
2021;1;MG;BOVINOS;Cisticercose Viva;15
2021;1;MG;BOVINOS;Contusão;52
2021;1;MG;BOVINOS;Equinococose/hidatidose (notificaçao Sif);1
2021;1;MG;BOVINOS;Fasciolose;1
2021;1;MG;BOVINOS;Fasciolose Hepática (notificação Sif);1
2021;1;MG;BOVINOS;Fratura (após A Morte);5
2021;1;MG;BOVINOS;Gordura Amarela;7
2021;1;MG;BOVINOS;Hepatite;1
2021;1;MG;BOVINOS;Ictericia;1
2021;1;MG;BOVINOS;Lesão Inflamatória;36
2021;1;MG;BOVINOS;Lesão Traumática;31
2021;1;MG;BOVINOS;Lesão Traumática (detectada Ante Mortem);5
2021;1;MG;BOVINOS;Lesões Tuberculósicas;18
2021;1;MG;BOVINOS;Linfadenite;57
2021;1;MG;BOVINOS;Mamite;10
2021;1;MG;BOVINOS;Miopatia;2
2021;1;MG;BOVINOS;Neoplasia;4
2021;1;MG;BOVINOS;Outros Corpos Ou Causas Repugnantes;4
2021;1;MG;BOVINOS;Pneumonia;4
2021;1;MG;BOVINOS;Tuberculose;5
2021;1;MG;BOVINOS;Tuberculose (já Notificado);9
2021;1;MG;BOVINOS;Tuberculose (notificação Sif);40
2021;1;MS;BOVINOS;Actinomicose (já Notificado);19
2021;1;MS;BOVINOS;Actinomicose (notificação Sif);1
2021;1;MS;BOVINOS;Alteração Linfática Inespecífica;4
2021;1;MS;BOVINOS;Cisticercose Bovina;20
2021;1;MS;BOVINOS;Cisticercose Calcificada;222
2021;1;MS;BOVINOS;Cisticercose Viva;25
2021;1;MS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);5
2021;1;MS;BOVINOS;Fasciolose Hepática (notificação Sif);2
2021;1;MS;BOVINOS;Hidatidose;7
2021;1;MS;BOVINOS;Lesão Inflamatória;3
2021;1;MS;BOVINOS;Lesão Traumática;13
2021;1;MS;BOVINOS;Peritonite;2
2021;1;MT;BOVINOS;Abscesso;12
2021;1;MT;BOVINOS;Abscesso (Mamífero);8
2021;1;MT;BOVINOS;Actinomicose (já Notificado);22
2021;1;MT;BOVINOS;Actinomicose (notificação Sif);18
2021;1;MT;BOVINOS;Adenite;22
2021;1;MT;BOVINOS;Aderencias;10
2021;1;MT;BOVINOS;Aderência de Pleura (seca);10
2021;1;MT;BOVINOS;Alteração Linfática Inespecífica;96
2021;1;MT;BOVINOS;Balanite;2
2021;1;MT;BOVINOS;Bronquite;1
2021;1;MT;BOVINOS;Bursite;2
2021;1;MT;BOVINOS;Cisticercose Bovina;3
2021;1;MT;BOVINOS;Cisticercose Calcificada;9
2021;1;MT;BOVINOS;Cisticercose Viva;4
2021;1;MT;BOVINOS;Contusão;12
2021;1;MT;BOVINOS;Decubito Forcado;1
2021;1;MT;BOVINOS;Equinococose/hidatidose (notificaçao Sif);39
2021;1;MT;BOVINOS;Fasciolose Hepática (notificação Sif);1
2021;1;MT;BOVINOS;Feto Macerado;1
2021;1;MT;BOVINOS;Gorduras Estranhas;1
2021;1;MT;BOVINOS;Hidatidose;5
2021;1;MT;BOVINOS;Lesão Inflamatória;14
2021;1;MT;BOVINOS;Lesão Traumática;18
2021;1;MT;BOVINOS;Lesões Tuberculósicas;7
2021;1;MT;BOVINOS;Magreza;2
2021;1;MT;BOVINOS;Mamite;6
2021;1;MT;BOVINOS;Miocardite;3
2021;1;MT;BOVINOS;Miíase Cutânea;1
2021;1;MT;BOVINOS;Neoplasia;5
2021;1;MT;BOVINOS;Outros Corpos Ou Causas Repugnantes;5
2021;1;MT;BOVINOS;Papilomatose;1
2021;1;MT;BOVINOS;Peritonite;4
2021;1;MT;BOVINOS;Pleurite;1
2021;1;MT;BOVINOS;Pneumonia;1
2021;1;MT;BOVINOS;Pododermite;32
2021;1;MT;BOVINOS;Síndrome Nervosa (suspeito);1
2021;1;PA;BOVINOS;Abscesso (Mamífero);2
2021;1;PA;BOVINOS;Actinomicose (notificação Sif);38
2021;1;PA;BOVINOS;Alteração Linfática Inespecífica;39
2021;1;PA;BOVINOS;Artrite;4
2021;1;PA;BOVINOS;Aspiracao de Alimentos;1
2021;1;PA;BOVINOS;Brucella Abortus (notificação Sif);1
2021;1;PA;BOVINOS;Brucelose;1
2021;1;PA;BOVINOS;Caquexia;2
2021;1;PA;BOVINOS;Cisticercose;1
2021;1;PA;BOVINOS;Congestao Pulmonar;1
2021;1;PA;BOVINOS;Enfisema;4
2021;1;PA;BOVINOS;Gordura Amarela;1
2021;1;PA;BOVINOS;Hidatidose;1
2021;1;PA;BOVINOS;Lesão Inflamatória;5
2021;1;PA;BOVINOS;Lesões Tuberculósicas;8
2021;1;PA;BOVINOS;Mamite;2
2021;1;PA;BOVINOS;Nefrite;1
2021;1;PA;BOVINOS;Neoplasia;1
2021;1;PA;BOVINOS;Septicemia;6
2021;1;PA;BOVINOS;Tuberculose;6
2021;1;PA;BOVINOS;Tuberculose (notificação Sif);1
2021;1;PR;BOVINOS;Adenite;11
2021;1;PR;BOVINOS;Aderência de Pleura (seca);1
2021;1;PR;BOVINOS;Caquexia;1
2021;1;PR;BOVINOS;Cisticercose;2
2021;1;PR;BOVINOS;Cisticercose Bovina;245
2021;1;PR;BOVINOS;Cisticercose Calcificada;76
2021;1;PR;BOVINOS;Cisticercose Viva;23
2021;1;PR;BOVINOS;Contusão;4
2021;1;PR;BOVINOS;Equinococose/hidatidose (notificaçao Sif);3
2021;1;PR;BOVINOS;Euritrematose (ruminantes);829
2021;1;PR;BOVINOS;Fasciolose;42
2021;1;PR;BOVINOS;Fasciolose Hepática (notificação Sif);8
2021;1;PR;BOVINOS;Hidatidose;13
2021;1;PR;BOVINOS;Lesão Inflamatória;3
2021;1;PR;BOVINOS;Lesão Traumática;12
2021;1;PR;BOVINOS;Miíase Cutânea;13
2021;1;PR;BOVINOS;Neoplasia;1
2021;1;PR;BOVINOS;Parasitose Não Zoonótica;566
2021;1;PR;BOVINOS;Peritonite;1
2021;1;PR;BOVINOS;Pleurite;1
2021;1;PR;BOVINOS;Pneumonia;1
2021;1;PR;BOVINOS;Tuberculose;6
2021;1;PR;BOVINOS;Tuberculose (notificação Sif);1
2021;1;RO;BOVINOS;Actinomicose (notificação Sif);2
2021;1;RO;BOVINOS;Alteração Linfática Inespecífica;45
2021;1;RO;BOVINOS;Cisticercose Bovina;1
2021;1;RO;BOVINOS;Gestacao Adiantada;1
2021;1;RO;BOVINOS;Lesao Supurada;1
2021;1;RO;BOVINOS;Tuberculose;1
2021;1;RR;BOVINOS;Lesões Tuberculósicas;4
2021;1;RS;BOVINOS;Abscesso (Mamífero);1
2021;1;RS;BOVINOS;Actinobacilose (ruminantes);254
2021;1;RS;BOVINOS;Actinomicose (notificação Sif);11
2021;1;RS;BOVINOS;Cirrose Hepatica;3
2021;1;RS;BOVINOS;Cisticercose;150
2021;1;RS;BOVINOS;Cisticercose Bovina;320
2021;1;RS;BOVINOS;Cisticercose Calcificada;13
2021;1;RS;BOVINOS;Cisticercose Viva;3
2021;1;RS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);2808
2021;1;RS;BOVINOS;Fasciolose;848
2021;1;RS;BOVINOS;Fasciolose Hepática (notificação Sif);9097
2021;1;RS;BOVINOS;Hidatidose;21
2021;1;RS;BOVINOS;Tuberculose (notificação Sif);21
2021;1;SC;BOVINOS;Brucelose (reagentes Já Notificados);36
2021;1;SC;BOVINOS;Equinococose/hidatidose (notificaçao Sif);7
2021;1;SC;BOVINOS;Fasciolose Hepática (notificação Sif);209
2021;1;SC;BOVINOS;Tuberculose (notificação Sif);3
2021;1;SC;BOVINOS;Tuberculose (reagente Já Notificado);8
2021;1;SP;BOVINOS;Abscesso;329
2021;1;SP;BOVINOS;Abscesso (Mamífero);203
2021;1;SP;BOVINOS;Aderencias;31
2021;1;SP;BOVINOS;Aderência de Pleura (seca);115
2021;1;SP;BOVINOS;Alteração Linfática Inespecífica;425
2021;1;SP;BOVINOS;Aspiracao de Alimentos;672
2021;1;SP;BOVINOS;Aspiracao de Sangue;724
2021;1;SP;BOVINOS;Bronquite;1872
2021;1;SP;BOVINOS;Cisticercose Bovina;294
2021;1;SP;BOVINOS;Cisticercose Calcificada;323
2021;1;SP;BOVINOS;Cisticercose Viva;81
2021;1;SP;BOVINOS;Cisto Urinario;136
2021;1;SP;BOVINOS;Congestao;115
2021;1;SP;BOVINOS;Contusão;64
2021;1;SP;BOVINOS;Enfisema;431
2021;1;SP;BOVINOS;Equinococose/hidatidose (notificaçao Sif);25
2021;1;SP;BOVINOS;Esteatose;67
2021;1;SP;BOVINOS;Fasciolose;527
2021;1;SP;BOVINOS;Fasciolose Hepática (notificação Sif);407
2021;1;SP;BOVINOS;Fígado Amarelo;2
2021;1;SP;BOVINOS;Hidatidose;47
2021;1;SP;BOVINOS;Lesão Inflamatória;207
2021;1;SP;BOVINOS;Lesão Restrita;4
2021;1;SP;BOVINOS;Lesão Traumática;47
2021;1;SP;BOVINOS;Lesão Traumática (detectada no Ante Mortem);2
2021;1;SP;BOVINOS;Lesões Tuberculósicas;12
2021;1;SP;BOVINOS;Linfadenite;70
2021;1;SP;BOVINOS;Magreza;5
2021;1;SP;BOVINOS;Nefrite;1898
2021;1;SP;BOVINOS;Perihepatite;7
2021;1;SP;BOVINOS;Pneumonia;14
2021;1;SP;BOVINOS;Sarcocistose;1
2021;1;SP;BOVINOS;Septicemia;9
2021;1;SP;BOVINOS;Teleangiectasia Maculosa;135
2021;1;SP;BOVINOS;Tuberculose;15
2021;1;SP;BOVINOS;Tuberculose (notificação Sif);3
2021;1;SP;BOVINOS;Tuberculose Calcificada;8
2021;1;SP;BOVINOS;Tuberculose Caseosa;23
2021;1;TO;BOVINOS;Actinomicose (notificação Sif);26
2021;1;TO;BOVINOS;Cisticercose;1
2021;1;TO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);62
2021;1;TO;BOVINOS;Hidatidose;40
2021;1;TO;BOVINOS;Tuberculose (notificação Sif);2
2021;2;AC;BOVINOS;Abscesso (mamíferos);10
2021;2;AC;BOVINOS;Actinomicose (notificação Sif);3
2021;2;AC;BOVINOS;Aderência de Pleura (purulenta);1
2021;2;AC;BOVINOS;Aderência de Pleura (seca);1
2021;2;AC;BOVINOS;Aderência de Pleura (úmida);1
2021;2;AC;BOVINOS;Alteração Linfática Inespecífica;29
2021;2;AC;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;2;AC;BOVINOS;Cisticercose Bovina;1
2021;2;AC;BOVINOS;Coloração Anormal (post Mortem);1
2021;2;AC;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;2;AC;BOVINOS;Fígado Amarelo;6
2021;2;AC;BOVINOS;Lesão Inflamatória;32
2021;2;AC;BOVINOS;Lesão Restrita;3
2021;2;AC;BOVINOS;Lesão Traumática;6
2021;2;AC;BOVINOS;Magreza;3
2021;2;AC;BOVINOS;Miíase Cutânea;3
2021;2;AC;BOVINOS;Outros Corpos Ou Causas Repugnantes;33
2021;2;AC;BOVINOS;Parasitose Não Zoonótica;24
2021;2;AC;BOVINOS;Septicemia;1
2021;2;AL;BOVINOS;Lesão Inflamatória;2
2021;2;AM;BOVINOS;Abscesso;3
2021;2;AM;BOVINOS;Abscesso (mamíferos);6
2021;2;AM;BOVINOS;Aderência de Pleura (seca);1
2021;2;AM;BOVINOS;Alteração Linfática Inespecífica;1
2021;2;AM;BOVINOS;Aspiracao de Alimentos;4
2021;2;AM;BOVINOS;Aspiracao de Sangue;7
2021;2;AM;BOVINOS;Aspiração de Líquido;1
2021;2;AM;BOVINOS;Bronquite;3
2021;2;AM;BOVINOS;Cirrose Hepatica;15
2021;2;AM;BOVINOS;Cisto Urinario;41
2021;2;AM;BOVINOS;Congestao;80
2021;2;AM;BOVINOS;Congestao Pulmonar;44
2021;2;AM;BOVINOS;Contusão;6
2021;2;AM;BOVINOS;Enfisema;69
2021;2;AM;BOVINOS;Enterite;4
2021;2;AM;BOVINOS;Esteatose;1
2021;2;AM;BOVINOS;Fratura (após A Morte);1
2021;2;AM;BOVINOS;Lesão Inflamatória;6
2021;2;AM;BOVINOS;Lesão Traumática;2
2021;2;AM;BOVINOS;Miíase Cutânea;1
2021;2;AM;BOVINOS;Nefrite;6
2021;2;AM;BOVINOS;Outros Corpos Ou Causas Repugnantes;3
2021;2;AM;BOVINOS;Parasitose Não Zoonótica;17
2021;2;AM;BOVINOS;Pericardite;10
2021;2;AM;BOVINOS;Perihepatite;6
2021;2;AM;BOVINOS;Pododermite;18
2021;2;AM;BOVINOS;Teleangiectasia Maculosa;3
2021;2;AM;BOVINOS;Uronefrose;10
2021;2;BA;BOVINOS;Abscesso;10
2021;2;BA;BOVINOS;Abscesso (mamíferos);6
2021;2;BA;BOVINOS;Actinobacilose;1
2021;2;BA;BOVINOS;Adenite;1
2021;2;BA;BOVINOS;Aderencias;1
2021;2;BA;BOVINOS;Aderência de Pleura (purulenta);1
2021;2;BA;BOVINOS;Aderência de Pleura (úmida);9
2021;2;BA;BOVINOS;Alteração Linfática Inespecífica;21
2021;2;BA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;2;BA;BOVINOS;Alterações Musculares (hemorragias);441
2021;2;BA;BOVINOS;Aspiracao de Alimentos;6
2021;2;BA;BOVINOS;Aspiracao de Sangue;10
2021;2;BA;BOVINOS;Cirrose Hepatica;7
2021;2;BA;BOVINOS;Cisticercose Bovina;31
2021;2;BA;BOVINOS;Cisticercose Calcificada;1
2021;2;BA;BOVINOS;Cisticercose Viva;1
2021;2;BA;BOVINOS;Cisto Urinario;6
2021;2;BA;BOVINOS;Congestao;37
2021;2;BA;BOVINOS;Congestao Pulmonar;22
2021;2;BA;BOVINOS;Contusão;1
2021;2;BA;BOVINOS;Enfisema;23
2021;2;BA;BOVINOS;Equinococose/hidatidose (notificaçao Sif);3
2021;2;BA;BOVINOS;Esplenite;2
2021;2;BA;BOVINOS;Esteatose;1
2021;2;BA;BOVINOS;Estomatite;1
2021;2;BA;BOVINOS;Fígado Amarelo;4
2021;2;BA;BOVINOS;Glossite;1
2021;2;BA;BOVINOS;Hidatidose;1
2021;2;BA;BOVINOS;Infarto Anemico;1
2021;2;BA;BOVINOS;Lesao Supurada;6
2021;2;BA;BOVINOS;Lesão Inflamatória;136
2021;2;BA;BOVINOS;Lesão Traumática;10
2021;2;BA;BOVINOS;Lesões Tuberculósicas;3
2021;2;BA;BOVINOS;Linfadenite;1
2021;2;BA;BOVINOS;Mastite Aguda;1
2021;2;BA;BOVINOS;Miocardite;1
2021;2;BA;BOVINOS;Nefrite;17
2021;2;BA;BOVINOS;Parasitose Não Zoonótica;6
2021;2;BA;BOVINOS;Pericardite;1
2021;2;BA;BOVINOS;Pleurite;4
2021;2;BA;BOVINOS;Septicemia;1
2021;2;BA;BOVINOS;Teleangiectasia Maculosa;8
2021;2;BA;BOVINOS;Uronefrose;3
2021;2;DF;BOVINOS;Septicemia;1
2021;2;ES;BOVINOS;Abscesso;26
2021;2;ES;BOVINOS;Abscesso (mamíferos);58
2021;2;ES;BOVINOS;Aderência de Pleura (seca);5
2021;2;ES;BOVINOS;Alteração Linfática Inespecífica;51
2021;2;ES;BOVINOS;Alterações Musculares (hemorragias);103
2021;2;ES;BOVINOS;Cisticercose Bovina;10
2021;2;ES;BOVINOS;Cisticercose Calcificada;3
2021;2;ES;BOVINOS;Cisticercose Viva;1
2021;2;ES;BOVINOS;Equinococose/hidatidose (notificaçao Sif);6
2021;2;ES;BOVINOS;Fasciolose Hepática (notificação Sif);11
2021;2;ES;BOVINOS;Fígado Amarelo;55
2021;2;ES;BOVINOS;Hidatidose;1
2021;2;ES;BOVINOS;Lesão Inflamatória;130
2021;2;ES;BOVINOS;Lesão Traumática;31
2021;2;ES;BOVINOS;Lesões Tuberculósicas;1
2021;2;ES;BOVINOS;Miíase Cutânea;20
2021;2;ES;BOVINOS;Neoplasia;1
2021;2;ES;BOVINOS;Outros Corpos Ou Causas Repugnantes;1
2021;2;ES;BOVINOS;Parasitose Não Zoonótica;3
2021;2;ES;BOVINOS;Septicemia;11
2021;2;ES;BOVINOS;Tuberculose (notificação Sif);1
2021;2;GO;BOVINOS;Abscesso;46
2021;2;GO;BOVINOS;Abscesso (mamíferos);80
2021;2;GO;BOVINOS;Acrobustite;3
2021;2;GO;BOVINOS;Actinobacilose (ruminantes);1
2021;2;GO;BOVINOS;Actinomicose (notificação Sif);10
2021;2;GO;BOVINOS;Adenite;6
2021;2;GO;BOVINOS;Aderencias;6
2021;2;GO;BOVINOS;Aderência de Pleura (seca);6
2021;2;GO;BOVINOS;Aderência de Pleura (úmida);3
2021;2;GO;BOVINOS;Alteração Linfática Inespecífica;30
2021;2;GO;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;2;GO;BOVINOS;Alterações Musculares (hemorragias);2
2021;2;GO;BOVINOS;Alterações Musculares (rigidez Atípica);10
2021;2;GO;BOVINOS;Artrite;1
2021;2;GO;BOVINOS;Artrite (uma Articulação);1
2021;2;GO;BOVINOS;Aspiracao de Alimentos;120
2021;2;GO;BOVINOS;Aspiracao de Sangue;55
2021;2;GO;BOVINOS;Aspiração de Líquido;25
2021;2;GO;BOVINOS;Atelectasia Pulmonar;6
2021;2;GO;BOVINOS;Atrofia;1
2021;2;GO;BOVINOS;Bronquite;6
2021;2;GO;BOVINOS;Caquexia;1
2021;2;GO;BOVINOS;Cirrose Hepatica;6
2021;2;GO;BOVINOS;Cisticercose;1
2021;2;GO;BOVINOS;Cisticercose Bovina;21
2021;2;GO;BOVINOS;Cisticercose Calcificada;6
2021;2;GO;BOVINOS;Cisticercose Viva;6
2021;2;GO;BOVINOS;Cisto Urinario;117
2021;2;GO;BOVINOS;Congestao;60
2021;2;GO;BOVINOS;Congestao Pulmonar;62
2021;2;GO;BOVINOS;Contusão;6
2021;2;GO;BOVINOS;Enfisema;229
2021;2;GO;BOVINOS;Enfizema Subcutaneo;10
2021;2;GO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);7
2021;2;GO;BOVINOS;Esteatose;23
2021;2;GO;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2021;2;GO;BOVINOS;Euritrematose (ruminantes);1
2021;2;GO;BOVINOS;Fasciolose;4
2021;2;GO;BOVINOS;Fasciolose Hepática (notificação Sif);2
2021;2;GO;BOVINOS;Fígado Amarelo;49
2021;2;GO;BOVINOS;Glossite;4
2021;2;GO;BOVINOS;Hidatidose;41
2021;2;GO;BOVINOS;Infarto Anemico;118
2021;2;GO;BOVINOS;Lesão Inflamatória;205
2021;2;GO;BOVINOS;Lesão Restrita;11
2021;2;GO;BOVINOS;Lesão Traumática;15
2021;2;GO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2021;2;GO;BOVINOS;Lesões Tuberculósicas;3
2021;2;GO;BOVINOS;Linfadenite;1
2021;2;GO;BOVINOS;Linfadenite Caseosa (notificação Sif);2
2021;2;GO;BOVINOS;Magreza;6
2021;2;GO;BOVINOS;Mastite Aguda;4
2021;2;GO;BOVINOS;Miíase Cutânea;3
2021;2;GO;BOVINOS;Nefrite;127
2021;2;GO;BOVINOS;Nefrose;10
2021;2;GO;BOVINOS;Neoplasia;6
2021;2;GO;BOVINOS;Outros Corpos Ou Causas Repugnantes;1
2021;2;GO;BOVINOS;Parasitose Não Zoonótica;10
2021;2;GO;BOVINOS;Paratuberculose (notificação Sif);1
2021;2;GO;BOVINOS;Pericardite;10
2021;2;GO;BOVINOS;Perihepatite;25
2021;2;GO;BOVINOS;Peripneumonia;1
2021;2;GO;BOVINOS;Peritonite;1
2021;2;GO;BOVINOS;Pleurite;10
2021;2;GO;BOVINOS;Pneumonia;19
2021;2;GO;BOVINOS;Pododermite;31
2021;2;GO;BOVINOS;Septicemia;1
2021;2;GO;BOVINOS;Síndrome Hemorrágica (suspeito);34
2021;2;GO;BOVINOS;Teleangiectasia Maculosa;38
2021;2;GO;BOVINOS;Tuberculose;1
2021;2;GO;BOVINOS;Tuberculose (notificação Sif);7
2021;2;GO;BOVINOS;Uronefrose;24
2021;2;GO;BOVINOS;Verminose;3
2021;2;GO;BUBALINOS;Lesão Inflamatória;1
2021;2;GO;BUBALINOS;Parasitose Não Zoonótica;8
2021;2;MA;BOVINOS;Abscesso;7
2021;2;MA;BOVINOS;Abscesso (mamíferos);11
2021;2;MA;BOVINOS;Actinomicose (notificação Sif);3
2021;2;MA;BOVINOS;Aderência de Pleura (úmida);1
2021;2;MA;BOVINOS;Alteração Linfática Inespecífica;13
2021;2;MA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;2;MA;BOVINOS;Anemia;3
2021;2;MA;BOVINOS;Aspiracao de Sangue;6
2021;2;MA;BOVINOS;Bronquite;1
2021;2;MA;BOVINOS;Cirrose Hepatica;1
2021;2;MA;BOVINOS;Cisto Urinario;25
2021;2;MA;BOVINOS;Coloração Anormal (post Mortem);19
2021;2;MA;BOVINOS;Congestao;17
2021;2;MA;BOVINOS;Congestao Pulmonar;71
2021;2;MA;BOVINOS;Enfisema;86
2021;2;MA;BOVINOS;Equinococose/hidatidose (notificaçao Sif);7
2021;2;MA;BOVINOS;Fígado Amarelo;10
2021;2;MA;BOVINOS;Infarto Anemico;3
2021;2;MA;BOVINOS;Lesão Inflamatória;98
2021;2;MA;BOVINOS;Lesão Restrita;7
2021;2;MA;BOVINOS;Lesão Traumática;15
2021;2;MA;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2021;2;MA;BOVINOS;Nefrite;51
2021;2;MA;BOVINOS;Neoplasia;1
2021;2;MA;BOVINOS;Outros Corpos Ou Causas Repugnantes;111
2021;2;MA;BOVINOS;Parasitose Não Zoonótica;11
2021;2;MA;BOVINOS;Pericardite;1
2021;2;MA;BOVINOS;Perihepatite;3
2021;2;MA;BOVINOS;Septicemia;1
2021;2;MA;BOVINOS;Tuberculose (notificação Sif);1
2021;2;MA;BOVINOS;Tuberculose (reagente Notificação Sif);1
2021;2;MA;BOVINOS;Uronefrose;16
2021;2;MG;BOVINOS;Abscesso;115
2021;2;MG;BOVINOS;Abscesso (mamíferos);84
2021;2;MG;BOVINOS;Actinobacilose (ruminantes);1
2021;2;MG;BOVINOS;Actinomicose (notificação Sif);3
2021;2;MG;BOVINOS;Aderencias;1
2021;2;MG;BOVINOS;Aderência de Pleura (purulenta);3
2021;2;MG;BOVINOS;Aderência de Pleura (seca);28
2021;2;MG;BOVINOS;Aderência de Pleura (úmida);4
2021;2;MG;BOVINOS;Alteração Linfática Inespecífica;36
2021;2;MG;BOVINOS;Alterações Musculares;1
2021;2;MG;BOVINOS;Alterações Musculares (estresse/fadiga);1
2021;2;MG;BOVINOS;Alterações Musculares (rigidez Atípica);1
2021;2;MG;BOVINOS;Artrite (uma Articulação);1
2021;2;MG;BOVINOS;Aspiracao de Alimentos;18
2021;2;MG;BOVINOS;Aspiracao de Sangue;15
2021;2;MG;BOVINOS;Aspiração de Líquido;6
2021;2;MG;BOVINOS;Atelectasia Pulmonar;10
2021;2;MG;BOVINOS;Bronquite;21
2021;2;MG;BOVINOS;Brucelose (reagentes Já Notificados);7
2021;2;MG;BOVINOS;Caquexia;3
2021;2;MG;BOVINOS;Cirrose Hepatica;6
2021;2;MG;BOVINOS;Cisticercose;3
2021;2;MG;BOVINOS;Cisticercose Bovina;60
2021;2;MG;BOVINOS;Cisticercose Calcificada;3
2021;2;MG;BOVINOS;Cisticercose Viva;6
2021;2;MG;BOVINOS;Cisto Urinario;52
2021;2;MG;BOVINOS;Coloração Anormal (post Mortem);1
2021;2;MG;BOVINOS;Congestao;40
2021;2;MG;BOVINOS;Congestao Pulmonar;3
2021;2;MG;BOVINOS;Contusão;11
2021;2;MG;BOVINOS;Enfisema;105
2021;2;MG;BOVINOS;Enterite;3
2021;2;MG;BOVINOS;Equinococose/hidatidose (notificaçao Sif);3
2021;2;MG;BOVINOS;Esplenite;10
2021;2;MG;BOVINOS;Esplenomegalia;1
