ano;mes;uf;especie;abatidos
2023;12;PR;BOVINOS;70788
2023;12;RJ;BOVINOS;2903
2023;12;RN;BOVINOS;39
2023;12;RO;BOVINOS;231481
2023;12;RS;BOVINOS;68714
2023;12;SC;BOVINOS;5645
2023;12;SE;BOVINOS;129
2023;12;SP;BOVINOS;212708
2023;12;TO;BOVINOS;91754
2024;1;AC;BOVINOS;29554
2024;1;AL;BOVINOS;434
2024;1;AM;BOVINOS;6769
2024;1;BA;BOVINOS;30020
2024;1;CE;BOVINOS;54
2024;1;DF;BOVINOS;156
2024;1;ES;BOVINOS;10260
2024;1;GO;BOVINOS;284042
2024;1;MA;BOVINOS;30937
2024;1;MG;BOVINOS;183203
2024;1;MS;BOVINOS;292909
2024;1;MT;BOVINOS;527791
2024;1;PA;BOVINOS;240914
2024;1;PB;BOVINOS;50
2024;1;PE;BOVINOS;6208
2024;1;PI;BOVINOS;399
2024;1;PR;BOVINOS;67850
2024;1;RJ;BOVINOS;2980
2024;1;RO;BOVINOS;244146
2024;1;RR;BOVINOS;2986
2024;1;RS;BOVINOS;52344
2024;1;SC;BOVINOS;5049
2024;1;SP;BOVINOS;230424
2024;1;TO;BOVINOS;106364
2024;2;AC;BOVINOS;33321
2024;2;AL;BOVINOS;203
2024;2;AM;BOVINOS;5234
2024;2;AP;BOVINOS;20
2024;2;BA;BOVINOS;31422
2024;2;CE;BOVINOS;20
2024;2;DF;BOVINOS;90
2024;2;ES;BOVINOS;9444
2024;2;GO;BOVINOS;284767
2024;2;MA;BOVINOS;31534
2024;2;MG;BOVINOS;182194
2024;2;MS;BOVINOS;288808
2024;2;MT;BOVINOS;530903
2024;2;PA;BOVINOS;235214
2024;2;PB;BOVINOS;20
2024;2;PE;BOVINOS;5912
2024;2;PI;BOVINOS;898
2024;2;PR;BOVINOS;65273
2024;2;RJ;BOVINOS;2164
2024;2;RO;BOVINOS;251662
2024;2;RR;BOVINOS;3013
2024;2;RS;BOVINOS;48280
2024;2;SC;BOVINOS;5050
2024;2;SP;BOVINOS;217582
2024;2;TO;BOVINOS;104820
2024;3;AC;BOVINOS;30785
2024;3;AL;BOVINOS;577
2024;3;AM;BOVINOS;5096
2024;3;BA;BOVINOS;35621
2024;3;CE;BOVINOS;20
2024;3;DF;BOVINOS;63
2024;3;ES;BOVINOS;10903
2024;3;GO;BOVINOS;277526
2024;3;MA;BOVINOS;31394
2024;3;MG;BOVINOS;180938
2024;3;MS;BOVINOS;276685
2024;3;MT;BOVINOS;511502
2024;3;PA;BOVINOS;231785
2024;3;PB;BOVINOS;70
2024;3;PE;BOVINOS;6172
2024;3;PI;BOVINOS;164
2024;3;PR;BOVINOS;62050
2024;3;RJ;BOVINOS;2250
2024;3;RN;BOVINOS;40
2024;3;RO;BOVINOS;248826
2024;3;RR;BOVINOS;3485
2024;3;RS;BOVINOS;39860
2024;3;SC;BOVINOS;5562
2024;3;SP;BOVINOS;214671
2024;3;TO;BOVINOS;97958
2024;4;AC;BOVINOS;34872
2024;4;AL;BOVINOS;367
2024;4;AM;BOVINOS;5858
2024;4;BA;BOVINOS;39698
2024;4;CE;BOVINOS;20
2024;4;DF;BOVINOS;163
2024;4;ES;BOVINOS;12291
2024;4;GO;BOVINOS;298895
2024;4;MA;BOVINOS;33719
2024;4;MG;BOVINOS;198065
2024;4;MS;BOVINOS;312227
2024;4;MT;BOVINOS;555266
2024;4;PA;BOVINOS;224982
2024;4;PB;BOVINOS;470
2024;4;PE;BOVINOS;7421
2024;4;PI;BOVINOS;849
2024;4;PR;BOVINOS;70492
2024;4;RJ;BOVINOS;2186
2024;4;RO;BOVINOS;264925
2024;4;RR;BOVINOS;2205
2024;4;RS;BOVINOS;43499
2024;4;SC;BOVINOS;5283
2024;4;SP;BOVINOS;232909
2024;4;TO;BOVINOS;111407
2024;5;AC;BOVINOS;36349
2024;5;AL;BOVINOS;319
2024;5;AM;BOVINOS;7402
2024;5;AP;BOVINOS;242
2024;5;BA;BOVINOS;36409
2024;5;CE;BOVINOS;90
2024;5;DF;BOVINOS;260
2024;5;ES;BOVINOS;12882
2024;5;GO;BOVINOS;294809
2024;5;MA;BOVINOS;34584
2024;5;MG;BOVINOS;209589
2024;5;MS;BOVINOS;306800
2024;5;MT;BOVINOS;562309
2024;5;PA;BOVINOS;245339
2024;5;PB;BOVINOS;486
2024;5;PE;BOVINOS;7059
2024;5;PI;BOVINOS;884
2024;5;PR;BOVINOS;74831
2024;5;RJ;BOVINOS;2108
2024;5;RO;BOVINOS;258498
2024;5;RR;BOVINOS;3415
2024;5;RS;BOVINOS;28811
2024;5;SC;BOVINOS;5497
2024;5;SP;BOVINOS;223091
2024;5;TO;BOVINOS;112354
2024;6;AC;BOVINOS;33232
2024;6;AL;BOVINOS;180
2024;6;AM;BOVINOS;6841
2024;6;BA;BOVINOS;36733
2024;6;CE;BOVINOS;295
2024;6;DF;BOVINOS;154
2024;6;ES;BOVINOS;11816
2024;6;GO;BOVINOS;276813
2024;6;MA;BOVINOS;33503
2024;6;MG;BOVINOS;193193
2024;6;MS;BOVINOS;299658
2024;6;MT;BOVINOS;537407
2024;6;PA;BOVINOS;227610
2024;6;PB;BOVINOS;290
2024;6;PE;BOVINOS;5659
2024;6;PI;BOVINOS;512
2024;6;PR;BOVINOS;66912
2024;6;RJ;BOVINOS;1509
2024;6;RO;BOVINOS;256277
2024;6;RR;BOVINOS;3676
2024;6;RS;BOVINOS;25902
2024;6;SC;BOVINOS;4345
2024;6;SE;BOVINOS;60
2024;6;SP;BOVINOS;214902
2024;6;TO;BOVINOS;103410
2024;7;AC;BOVINOS;38226
2024;7;AL;BOVINOS;551
2024;7;AM;BOVINOS;8879
2024;7;BA;BOVINOS;40365
2024;7;CE;BOVINOS;244
2024;7;DF;BOVINOS;227
2024;7;ES;BOVINOS;13533
2024;7;GO;BOVINOS;302908
2024;7;MA;BOVINOS;38736
2024;7;MG;BOVINOS;211965
2024;7;MS;BOVINOS;335030
2024;7;MT;BOVINOS;623236
2024;7;PA;BOVINOS;260648
2024;7;PB;BOVINOS;393
2024;7;PE;BOVINOS;7264
2024;7;PI;BOVINOS;358
2024;7;PR;BOVINOS;76350
2024;7;RJ;BOVINOS;1978
2024;7;RO;BOVINOS;281679
2024;7;RR;BOVINOS;4283
2024;7;RS;BOVINOS;24804
2024;7;SC;BOVINOS;4933
2024;7;SP;BOVINOS;237948
2024;7;TO;BOVINOS;120644
2024;8;AC;BOVINOS;39152
2024;8;AL;BOVINOS;864
2024;8;AM;BOVINOS;7930
2024;8;BA;BOVINOS;43686
2024;8;CE;BOVINOS;290
2024;8;DF;BOVINOS;183
2024;8;ES;BOVINOS;10050
2024;8;GO;BOVINOS;302728
2024;8;MA;BOVINOS;39211
2024;8;MG;BOVINOS;204869
2024;8;MS;BOVINOS;296048
2024;8;MT;BOVINOS;604333
2024;8;PA;BOVINOS;257294
2024;8;PB;BOVINOS;385
2024;8;PE;BOVINOS;7009
2024;8;PI;BOVINOS;428
2024;8;PR;BOVINOS;69279
2024;8;RJ;BOVINOS;1222
2024;8;RN;BOVINOS;60
2024;8;RO;BOVINOS;268560
2024;8;RR;BOVINOS;3457
2024;8;RS;BOVINOS;42365
2024;8;SC;BOVINOS;5810
2024;8;SP;BOVINOS;242694
2024;8;TO;BOVINOS;118512
2024;9;AC;BOVINOS;31685
2024;9;AL;BOVINOS;1434
2024;9;AM;BOVINOS;5903
2024;9;BA;BOVINOS;42726
2024;9;CE;BOVINOS;436
2024;9;DF;BOVINOS;125
2024;9;ES;BOVINOS;9008
2024;9;GO;BOVINOS;279494
2024;9;MA;BOVINOS;38744
2024;9;MG;BOVINOS;188491
2024;9;MS;BOVINOS;260159
2024;9;MT;BOVINOS;578480
2024;9;PA;BOVINOS;228247
2024;9;PB;BOVINOS;661
2024;9;PE;BOVINOS;6178
2024;9;PI;BOVINOS;1196
2024;9;PR;BOVINOS;68955
2024;9;RJ;BOVINOS;839
2024;9;RN;BOVINOS;65
2024;9;RO;BOVINOS;208964
2024;9;RR;BOVINOS;4815
2024;9;RS;BOVINOS;60843
2024;9;SC;BOVINOS;6550
2024;9;SE;BOVINOS;125
2024;9;SP;BOVINOS;232199
2024;9;TO;BOVINOS;102692
2024;10;AC;BOVINOS;30647
2024;10;AL;BOVINOS;1189
2024;10;AM;BOVINOS;4234
2024;10;BA;BOVINOS;40536
2024;10;CE;BOVINOS;359
2024;10;DF;BOVINOS;201
2024;10;ES;BOVINOS;5103
2024;10;GO;BOVINOS;290795
2024;10;MA;BOVINOS;40570
2024;10;MG;BOVINOS;200624
2024;10;MS;BOVINOS;253384
2024;10;MT;BOVINOS;586193
2024;10;PA;BOVINOS;219639
2024;10;PB;BOVINOS;854
2024;10;PE;BOVINOS;7755
2024;10;PI;BOVINOS;1610
2024;10;PR;BOVINOS;71748
2024;10;RJ;BOVINOS;816
2024;10;RO;BOVINOS;203233
2024;10;RR;BOVINOS;4258
2024;10;RS;BOVINOS;82215
2024;10;SC;BOVINOS;7298
2024;10;SP;BOVINOS;244307
2024;10;TO;BOVINOS;103370
2024;11;AC;BOVINOS;33462
2024;11;AL;BOVINOS;1806
2024;11;AM;BOVINOS;3
2024;11;BA;BOVINOS;34133
2024;11;CE;BOVINOS;214
2024;11;DF;BOVINOS;191
2024;11;ES;BOVINOS;5873
2024;11;GO;BOVINOS;238317
2024;11;MA;BOVINOS;35721
2024;11;MG;BOVINOS;161412
2024;11;MS;BOVINOS;242631
2024;11;MT;BOVINOS;516438
2024;11;PA;BOVINOS;207558
2024;11;PB;BOVINOS;454
2024;11;PE;BOVINOS;7651
2024;11;PI;BOVINOS;560
2024;11;PR;BOVINOS;66234
2024;11;RJ;BOVINOS;904
2024;11;RO;BOVINOS;235549
2024;11;RR;BOVINOS;4777
2024;11;RS;BOVINOS;69435
2024;11;SC;BOVINOS;6539
2024;11;SP;BOVINOS;206015
2024;11;TO;BOVINOS;85518
2024;12;AC;BOVINOS;34316
2024;12;AL;BOVINOS;1709
2024;12;AM;BOVINOS;4383
2024;12;BA;BOVINOS;37636
2024;12;CE;BOVINOS;224
2024;12;DF;BOVINOS;181
2024;12;ES;BOVINOS;7303
2024;12;GO;BOVINOS;223731
2024;12;MA;BOVINOS;34176
2024;12;MG;BOVINOS;168258
2024;12;MS;BOVINOS;249476
2024;12;MT;BOVINOS;496745
2024;12;PA;BOVINOS;230640
2024;12;PB;BOVINOS;386
2024;12;PE;BOVINOS;8117
2024;12;PI;BOVINOS;757
2024;12;PR;BOVINOS;74707
2024;12;RJ;BOVINOS;1427
2024;12;RO;BOVINOS;242517
2024;12;RR;BOVINOS;6242
2024;12;RS;BOVINOS;59309
2024;12;SC;BOVINOS;7736
2024;12;SE;BOVINOS;35
2024;12;SP;BOVINOS;207231
2024;12;TO;BOVINOS;90905
2025;1;AC;BOVINOS;40025
2025;1;AL;BOVINOS;2037
2025;1;AM;BOVINOS;7453
2025;1;BA;BOVINOS;36485
2025;1;CE;BOVINOS;442
2025;1;DF;BOVINOS;227
2025;1;ES;BOVINOS;10452
2025;1;GO;BOVINOS;274276
2025;1;MA;BOVINOS;28954
2025;1;MG;BOVINOS;187837
2025;1;MS;BOVINOS;297899
2025;1;MT;BOVINOS;522363
2025;1;PA;BOVINOS;236281
2025;1;PB;BOVINOS;474
2025;1;PE;BOVINOS;8536
2025;1;PI;BOVINOS;2228
2025;1;PR;BOVINOS;70346
2025;1;RJ;BOVINOS;1803
2025;1;RO;BOVINOS;270939
2025;1;RR;BOVINOS;5507
2025;1;RS;BOVINOS;57234
2025;1;SC;BOVINOS;6437
2025;1;SE;BOVINOS;20
2025;1;SP;BOVINOS;237135
2025;1;TO;BOVINOS;109002
2025;2;AC;BOVINOS;38400
2025;2;AL;BOVINOS;1447
2025;2;AM;BOVINOS;7672
2025;2;BA;BOVINOS;35172
2025;2;CE;BOVINOS;298
2025;2;DF;BOVINOS;135
2025;2;ES;BOVINOS;11529
2025;2;GO;BOVINOS;274668
2025;2;MA;BOVINOS;31701
2025;2;MG;BOVINOS;194653
2025;2;MS;BOVINOS;290588
2025;2;MT;BOVINOS;500538
2025;2;PA;BOVINOS;230307
2025;2;PB;BOVINOS;496
2025;2;PE;BOVINOS;8554
2025;2;PI;BOVINOS;2152
2025;2;PR;BOVINOS;66545
2025;2;RJ;BOVINOS;2586
2025;2;RN;BOVINOS;30
2025;2;RO;BOVINOS;251337
2025;2;RR;BOVINOS;4494
2025;2;RS;BOVINOS;40276
2025;2;SC;BOVINOS;6463
2025;2;SE;BOVINOS;136
2025;2;SP;BOVINOS;219797
2025;2;TO;BOVINOS;108405
2025;3;AC;BOVINOS;39347
2025;3;AL;BOVINOS;1581
2025;3;AM;BOVINOS;6999
2025;3;AP;BOVINOS;61
2025;3;BA;BOVINOS;41841
2025;3;CE;BOVINOS;29
2025;3;DF;BOVINOS;79
2025;3;ES;BOVINOS;11953
2025;3;GO;BOVINOS;294465
2025;3;MA;BOVINOS;37294
2025;3;MG;BOVINOS;192598
2025;3;MS;BOVINOS;296275
2025;3;MT;BOVINOS;505675
2025;3;PA;BOVINOS;236055
2025;3;PB;BOVINOS;46
2025;3;PE;BOVINOS;8426
2025;3;PI;BOVINOS;1544
2025;3;PR;BOVINOS;66298
2025;3;RJ;BOVINOS;2379
2025;3;RO;BOVINOS;250935
2025;3;RR;BOVINOS;5131
2025;3;RS;BOVINOS;40315
2025;3;SC;BOVINOS;6643
2025;3;SP;BOVINOS;230197
2025;3;TO;BOVINOS;108542
2025;4;AC;BOVINOS;36009
2025;4;AL;BOVINOS;1857
2025;4;AM;BOVINOS;7203
2025;4;BA;BOVINOS;37196
2025;4;CE;BOVINOS;70
2025;4;DF;BOVINOS;159
2025;4;ES;BOVINOS;10396
2025;4;GO;BOVINOS;282799
2025;4;MA;BOVINOS;38727
2025;4;MG;BOVINOS;193253
2025;4;MS;BOVINOS;276042
2025;4;MT;BOVINOS;522266
2025;4;PA;BOVINOS;246239
2025;4;PB;BOVINOS;333
2025;4;PE;BOVINOS;9331
2025;4;PI;BOVINOS;2032
2025;4;PR;BOVINOS;71885
2025;4;RJ;BOVINOS;1827
2025;4;RO;BOVINOS;250292
2025;4;RR;BOVINOS;5096
2025;4;RS;BOVINOS;46830
2025;4;SC;BOVINOS;7414
2025;4;SE;BOVINOS;44
2025;4;SP;BOVINOS;241719
2025;4;TO;BOVINOS;107609
2025;5;AC;BOVINOS;39721
2025;5;AL;BOVINOS;1843
2025;5;AM;BOVINOS;7829
2025;5;BA;BOVINOS;42839
2025;5;CE;BOVINOS;292
2025;5;DF;BOVINOS;323
2025;5;ES;BOVINOS;12126
2025;5;GO;BOVINOS;309511
2025;5;MA;BOVINOS;42456
2025;5;MG;BOVINOS;208235
2025;5;MS;BOVINOS;288967
2025;5;MT;BOVINOS;554337
2025;5;PA;BOVINOS;271096
2025;5;PB;BOVINOS;616
2025;5;PE;BOVINOS;9490
2025;5;PI;BOVINOS;1021
2025;5;PR;BOVINOS;76258
2025;5;RJ;BOVINOS;2046
2025;5;RO;BOVINOS;272349
2025;5;RR;BOVINOS;5663
2025;5;RS;BOVINOS;44175
2025;5;SC;BOVINOS;8178
2025;5;SE;BOVINOS;43
2025;5;SP;BOVINOS;251696
2025;5;TO;BOVINOS;116869
2025;6;AC;BOVINOS;39426
2025;6;AL;BOVINOS;1477
2025;6;AM;BOVINOS;7181
2025;6;BA;BOVINOS;42499
2025;6;CE;BOVINOS;383
2025;6;DF;BOVINOS;124
2025;6;ES;BOVINOS;10896
2025;6;GO;BOVINOS;291699
2025;6;MA;BOVINOS;40643
2025;6;MG;BOVINOS;196362
2025;6;MS;BOVINOS;282951
2025;6;MT;BOVINOS;538401
2025;6;PA;BOVINOS;261083
2025;6;PB;BOVINOS;938
2025;6;PE;BOVINOS;9921
2025;6;PI;BOVINOS;3111
2025;6;PR;BOVINOS;71889
2025;6;RJ;BOVINOS;1750
2025;6;RO;BOVINOS;270127
2025;6;RR;BOVINOS;5291
2025;6;RS;BOVINOS;37325
2025;6;SC;BOVINOS;7567
2025;6;SE;BOVINOS;22
2025;6;SP;BOVINOS;247020
2025;6;TO;BOVINOS;112685
2025;7;AC;BOVINOS;43650
2025;7;AL;BOVINOS;2044
2025;7;AM;BOVINOS;8030
2025;7;BA;BOVINOS;47641
2025;7;CE;BOVINOS;537
2025;7;DF;BOVINOS;150
2025;7;ES;BOVINOS;14361
2025;7;GO;BOVINOS;324290
2025;7;MA;BOVINOS;42855
2025;7;MG;BOVINOS;213071
2025;7;MS;BOVINOS;327628
2025;7;MT;BOVINOS;605470
2025;7;PA;BOVINOS;294798
2025;7;PB;BOVINOS;793
2025;7;PE;BOVINOS;12123
2025;7;PI;BOVINOS;1509
2025;7;PR;BOVINOS;72966
2025;7;RJ;BOVINOS;1941
2025;7;RO;BOVINOS;308222
2025;7;RR;BOVINOS;5433
2025;7;RS;BOVINOS;49463
2025;7;SC;BOVINOS;8166
2025;7;SP;BOVINOS;291249
2025;7;TO;BOVINOS;121690
2025;8;AC;BOVINOS;43939
2025;8;AL;BOVINOS;1272
2025;8;AM;BOVINOS;9763
2025;8;BA;BOVINOS;50580
2025;8;CE;BOVINOS;629
2025;8;DF;BOVINOS;229
2025;8;ES;BOVINOS;11685
2025;8;GO;BOVINOS;308565
2025;8;MA;BOVINOS;42441
2025;8;MG;BOVINOS;192986
2025;8;MS;BOVINOS;291786
2025;8;MT;BOVINOS;584603
2025;8;PA;BOVINOS;269851
2025;8;PB;BOVINOS;1116
2025;8;PE;BOVINOS;10991
2025;8;PI;BOVINOS;2188
2025;8;PR;BOVINOS;67144
2025;8;RJ;BOVINOS;1732
2025;8;RN;BOVINOS;85
2025;8;RO;BOVINOS;272550
2025;8;RR;BOVINOS;5527
2025;8;RS;BOVINOS;62074
2025;8;SC;BOVINOS;7644
2025;8;SP;BOVINOS;272364
2025;8;TO;BOVINOS;119614
2025;9;AC;BOVINOS;44392
2025;9;AL;BOVINOS;1425
2025;9;AM;BOVINOS;7840
2025;9;BA;BOVINOS;50852
2025;9;CE;BOVINOS;633
2025;9;DF;BOVINOS;273
2025;9;ES;BOVINOS;11903
2025;9;GO;BOVINOS;308520
2025;9;MA;BOVINOS;39115
2025;9;MG;BOVINOS;201150
2025;9;MS;BOVINOS;299750
2025;9;MT;BOVINOS;596416
2025;9;PA;BOVINOS;275631
2025;9;PB;BOVINOS;1242
2025;9;PE;BOVINOS;10866
2025;9;PI;BOVINOS;2677
2025;9;PR;BOVINOS;73569
2025;9;RJ;BOVINOS;867
2025;9;RN;BOVINOS;415
2025;9;RO;BOVINOS;277409
2025;9;RR;BOVINOS;4776
2025;9;RS;BOVINOS;78862
2025;9;SC;BOVINOS;9015
2025;9;SP;BOVINOS;290683
2025;9;TO;BOVINOS;124078
2025;10;AC;BOVINOS;42598
2025;10;AL;BOVINOS;2069
2025;10;AM;BOVINOS;7966
2025;10;BA;BOVINOS;50161
2025;10;CE;BOVINOS;897
2025;10;DF;BOVINOS;65
2025;10;ES;BOVINOS;7044
2025;10;GO;BOVINOS;318990
2025;10;MA;BOVINOS;44332
2025;10;MG;BOVINOS;211692
2025;10;MS;BOVINOS;295667
2025;10;MT;BOVINOS;641000
2025;10;PA;BOVINOS;279924
2025;10;PB;BOVINOS;1518
2025;10;PE;BOVINOS;10222
2025;10;PI;BOVINOS;2189
2025;10;PR;BOVINOS;73139
2025;10;RJ;BOVINOS;1021
2025;10;RN;BOVINOS;458
2025;10;RO;BOVINOS;273775
2025;10;RR;BOVINOS;4446
2025;10;RS;BOVINOS;81185
2025;10;SC;BOVINOS;8860
2025;10;SP;BOVINOS;310855
2025;10;TO;BOVINOS;125895
2025;11;AC;BOVINOS;39471
2025;11;AL;BOVINOS;1757
2025;11;AM;BOVINOS;9161
2025;11;BA;BOVINOS;47192
2025;11;CE;BOVINOS;627
2025;11;DF;BOVINOS;204
2025;11;ES;BOVINOS;3154
2025;11;GO;BOVINOS;279905
2025;11;MA;BOVINOS;37128
2025;11;MG;BOVINOS;181732
2025;11;MS;BOVINOS;223821
2025;11;MT;BOVINOS;575268
2025;11;PA;BOVINOS;246237
2025;11;PB;BOVINOS;1355
2025;11;PE;BOVINOS;8737
2025;11;PI;BOVINOS;1133
2025;11;PR;BOVINOS;62717
2025;11;RJ;BOVINOS;1490
2025;11;RN;BOVINOS;502
2025;11;RO;BOVINOS;262836
2025;11;RR;BOVINOS;3501
2025;11;RS;BOVINOS;62491
2025;11;SC;BOVINOS;7350
2025;11;SP;BOVINOS;270710
2025;11;TO;BOVINOS;107396
2025;12;AC;BOVINOS;40071
2025;12;AL;BOVINOS;2352
2025;12;AM;BOVINOS;10134
2025;12;BA;BOVINOS;47968
2025;12;CE;BOVINOS;909
2025;12;DF;BOVINOS;98
2025;12;ES;BOVINOS;4155
2025;12;GO;BOVINOS;272526
2025;12;MA;BOVINOS;36416
2025;12;MG;BOVINOS;164709
2025;12;MS;BOVINOS;260276
2025;12;MT;BOVINOS;562190
2025;12;PA;BOVINOS;265736
2025;12;PB;BOVINOS;982
2025;12;PE;BOVINOS;10206
2025;12;PI;BOVINOS;1545
2025;12;PR;BOVINOS;74755
2025;12;RJ;BOVINOS;1600
2025;12;RN;BOVINOS;846
2025;12;RO;BOVINOS;252248
2025;12;RR;BOVINOS;5236
2025;12;RS;BOVINOS;69357
2025;12;SC;BOVINOS;8562
2025;12;SP;BOVINOS;250919
2025;12;TO;BOVINOS;106491
2026;1;AC;BOVINOS;41455
2026;1;AL;BOVINOS;2239
2026;1;AM;BOVINOS;8932
2026;1;BA;BOVINOS;42175
2026;1;CE;BOVINOS;645
2026;1;DF;BOVINOS;234
2026;1;ES;BOVINOS;4359
2026;1;GO;BOVINOS;255099
2026;1;MA;BOVINOS;33414
2026;1;MG;BOVINOS;175434
2026;1;MS;BOVINOS;270220
2026;1;MT;BOVINOS;546722
2026;1;PA;BOVINOS;251803
2026;1;PB;BOVINOS;1080
2026;1;PE;BOVINOS;10151
2026;1;PI;BOVINOS;1683
2026;1;PR;BOVINOS;61081
2026;1;RJ;BOVINOS;1607
2026;1;RN;BOVINOS;170
2026;1;RO;BOVINOS;234033
2026;1;RR;BOVINOS;4023
2026;1;RS;BOVINOS;44550
2026;1;SC;BOVINOS;6318
2026;1;SP;BOVINOS;240264
2026;1;TO;BOVINOS;111328
2026;2;AC;BOVINOS;40778
2026;2;AL;BOVINOS;3056
2026;2;AM;BOVINOS;8215
2026;2;BA;BOVINOS;42741
2026;2;CE;BOVINOS;400
2026;2;DF;BOVINOS;289
2026;2;ES;BOVINOS;4090
2026;2;GO;BOVINOS;235213
2026;2;MA;BOVINOS;28674
2026;2;MG;BOVINOS;164379
2026;2;MS;BOVINOS;265752
2026;2;MT;BOVINOS;501188
2026;2;PA;BOVINOS;223805
2026;2;PB;BOVINOS;258
2026;2;PE;BOVINOS;9383
2026;2;PI;BOVINOS;1280
2026;2;PR;BOVINOS;62049
2026;2;RJ;BOVINOS;1930
2026;2;RN;BOVINOS;60
2026;2;RO;BOVINOS;219432
2026;2;RR;BOVINOS;3481
2026;2;RS;BOVINOS;40191
2026;2;SC;BOVINOS;6015
2026;2;SP;BOVINOS;224848
2026;2;TO;BOVINOS;105161
2026;3;AC;BOVINOS;46921
2026;3;AL;BOVINOS;3523
2026;3;AM;BOVINOS;9159
2026;3;BA;BOVINOS;43839
2026;3;CE;BOVINOS;397
2026;3;DF;BOVINOS;149
2026;3;ES;BOVINOS;4384
2026;3;GO;BOVINOS;291464
2026;3;MA;BOVINOS;30243
2026;3;MG;BOVINOS;206301
2026;3;MS;BOVINOS;301349
2026;3;MT;BOVINOS;564922
2026;3;PA;BOVINOS;240696
2026;3;PB;BOVINOS;522
2026;3;PE;BOVINOS;10558
2026;3;PI;BOVINOS;910
2026;3;PR;BOVINOS;66882
2026;3;RJ;BOVINOS;1554
2026;3;RN;BOVINOS;60
2026;3;RO;BOVINOS;262609
2026;3;RR;BOVINOS;4119
2026;3;RS;BOVINOS;48070
2026;3;SC;BOVINOS;6984
2026;3;SP;BOVINOS;254788
2026;3;TO;BOVINOS;116521
2026;4;AC;BOVINOS;40544
2026;4;AL;BOVINOS;2626
2026;4;AM;BOVINOS;8927
2026;4;BA;BOVINOS;37949
2026;4;CE;BOVINOS;988
2026;4;DF;BOVINOS;46
2026;4;ES;BOVINOS;3857
2026;4;GO;BOVINOS;288328
2026;4;MA;BOVINOS;25922
2026;4;MG;BOVINOS;210541
2026;4;MS;BOVINOS;275153
2026;4;MT;BOVINOS;505036
2026;4;PA;BOVINOS;222789
2026;4;PB;BOVINOS;484
2026;4;PE;BOVINOS;9536
2026;4;PI;BOVINOS;1105
2026;4;PR;BOVINOS;66544
2026;4;RJ;BOVINOS;1911
2026;4;RO;BOVINOS;250840
2026;4;RR;BOVINOS;3578
2026;4;RS;BOVINOS;45931
2026;4;SC;BOVINOS;6433
2026;4;SP;BOVINOS;252233
2026;4;TO;BOVINOS;113472
2026;5;AC;BOVINOS;40173
2026;5;AL;BOVINOS;2942
2026;5;AM;BOVINOS;9939
2026;5;BA;BOVINOS;42707
2026;5;CE;BOVINOS;930
2026;5;DF;BOVINOS;45
2026;5;ES;BOVINOS;4553
2026;5;GO;BOVINOS;300270
2026;5;MA;BOVINOS;28377
2026;5;MG;BOVINOS;210626
2026;5;MS;BOVINOS;284851
2026;5;MT;BOVINOS;551062
2026;5;PA;BOVINOS;245852
2026;5;PB;BOVINOS;285
2026;5;PE;BOVINOS;10336
2026;5;PI;BOVINOS;1753
2026;5;PR;BOVINOS;67371
2026;5;RJ;BOVINOS;1527
2026;5;RN;BOVINOS;55
2026;5;RO;BOVINOS;249483
2026;5;RR;BOVINOS;3997
2026;5;RS;BOVINOS;37177
2026;5;SC;BOVINOS;5913
2026;5;SP;BOVINOS;265164
2026;5;TO;BOVINOS;111489
2026;6;AC;BOVINOS;37845
2026;6;AL;BOVINOS;2475
2026;6;AM;BOVINOS;10090
2026;6;BA;BOVINOS;48108
2026;6;CE;BOVINOS;1277
2026;6;DF;BOVINOS;291
2026;6;ES;BOVINOS;4119
2026;6;GO;BOVINOS;306473
2026;6;MA;BOVINOS;30115
2026;6;MG;BOVINOS;211558
2026;6;MS;BOVINOS;298257
2026;6;MT;BOVINOS;562595
2026;6;PA;BOVINOS;232771
2026;6;PB;BOVINOS;542
2026;6;PE;BOVINOS;9957
2026;6;PI;BOVINOS;1367
2026;6;PR;BOVINOS;71447
2026;6;RJ;BOVINOS;1558
2026;6;RN;BOVINOS;205
2026;6;RO;BOVINOS;257662
2026;6;RR;BOVINOS;2269
2026;6;RS;BOVINOS;35769
2026;6;SC;BOVINOS;6655
2026;6;SE;BOVINOS;13
2026;6;SP;BOVINOS;267624
2026;6;TO;BOVINOS;107178
2026;7;AC;BOVINOS;48247
2026;7;AL;BOVINOS;3766
2026;7;AM;BOVINOS;9866
2026;7;BA;BOVINOS;54258
2026;7;CE;BOVINOS;1141
2026;7;DF;BOVINOS;140
2026;7;ES;BOVINOS;3654
2026;7;GO;BOVINOS;287638
2026;7;MA;BOVINOS;30048
2026;7;MG;BOVINOS;184164
2026;7;MS;BOVINOS;223827
2026;7;MT;BOVINOS;524340
2026;7;PA;BOVINOS;191786
2026;7;PB;BOVINOS;635
2026;7;PE;BOVINOS;10353
2026;7;PI;BOVINOS;1330
2026;7;PR;BOVINOS;68775
2026;7;RJ;BOVINOS;1139
2026;7;RN;BOVINOS;282
2026;7;RO;BOVINOS;190430
2026;7;RR;BOVINOS;2869
2026;7;RS;BOVINOS;37347
2026;7;SC;BOVINOS;5862
2026;7;SP;BOVINOS;233217
2026;7;TO;BOVINOS;90085
2026;8;AC;BOVINOS;37041
2026;8;AL;BOVINOS;2432
